,,,,Overall,,,,,,,PP,,SH,,Defense,
Dakota Joshua,TOR,LW,55,10,8,18,-2,49,52,2,0,0,0,0,195,32
Jacob Trouba,SJS,D,81,10,25,35,-1,31,166,1,0,1,0,1,143,149
Igor Chernyshov,SJS,LW,28,9,10,19,2,6,46,2,3,2,0,0,17,13
Carl Grundstrom,PHI,LW,47,9,4,13,7,19,56,1,0,0,0,1,139,23
Noah Laba,NYR,C,74,9,15,24,2,31,73,1,3,2,0,0,110,43
Nick Cousins,OTT,C,81,9,14,23,8,92,79,1,0,0,0,0,169,41
Taylor Raddysh,NYR,RW,68,9,10,19,5,12,53,0,0,1,1,0,49,40
Adam Fox,NYR,D,55,9,44,53,5,20,91,1,5,19,0,1,24,74
Teddy Blueger,TOR,C,35,9,8,17,-12,22,51,1,1,0,3,0,55,16
Jack McBain,UTA,C,75,9,16,25,11,84,106,1,0,0,1,1,271,43
Paul Cotter,VAN,C,79,9,6,15,-24,19,61,2,0,1,0,0,192,22
Michael Misa,SJS,C,45,9,12,21,-2,10,58,1,2,2,0,0,14,23
Yanni Gourde,TBL,LW,82,9,19,28,-6,66,114,2,0,0,0,0,115,31
Zemgus Girgensons,TBL,C,74,9,11,20,1,31,89,2,0,0,0,0,195,44
Marco Kasper,DET,C,81,9,10,19,-20,33,131,2,1,1,0,1,186,51
Simon Edvinsson,DET,D,72,9,16,25,12,75,88,2,0,1,0,1,94,148
Andrew Copp,DET,C,79,9,34,43,3,24,115,1,1,7,0,0,44,64
Miro Heiskanen,DAL,D,77,9,54,63,9,30,148,3,2,26,1,0,21,132
Cole Reinhardt,FLA,LW,59,9,6,15,-2,21,49,2,0,0,0,0,129,16
Ross Colton,NSH,LW,73,9,15,24,9,13,153,2,0,0,0,0,159,25
Ivan Provorov,CBJ,D,82,9,22,31,14,32,158,0,1,4,0,0,28,134
Sean Walker,CAR,D,81,9,22,31,6,59,179,1,0,1,0,2,141,125
Logan Stanley,FA,D,76,9,17,26,3,128,96,1,0,1,0,0,110,84
Pavol Regenda,FA,LW,24,9,1,10,-4,20,42,2,4,0,0,0,59,6
Alex Steeves,BOS,LW,43,9,7,16,6,34,55,0,1,2,1,0,144,27
Sam Carrick,BUF,C,73,9,7,16,2,65,75,1,0,0,0,1,106,35
Owen Power,BUF,D,81,8,21,29,9,16,120,0,0,0,0,3,29,95
Michael Eyssimont,BOS,C,56,8,10,18,-3,31,109,1,1,3,0,0,54,21
Nick Blankenburg,FA,D,61,8,16,24,-10,10,72,1,3,4,0,0,55,59
Pavel Mintyukov,ANA,D,73,8,14,22,-3,17,79,2,0,2,0,1,39,112
Tyson Jost,FA,C,69,8,8,16,-21,30,95,0,0,0,1,1,67,31
K'Andre Miller,CAR,D,72,8,29,37,7,56,123,1,1,2,1,2,101,79
Ryan Strome,CGY,C,52,8,13,21,-8,35,57,1,1,1,0,0,22,15
Cole Sillinger,CBJ,C,81,8,25,33,2,37,136,1,0,1,0,0,112,44
Nicolas Roy,COL,C,74,8,17,25,0,23,76,0,2,0,0,1,71,40
Damon Severson,CBJ,D,71,8,24,32,18,45,93,2,1,3,0,0,39,86
Miles Wood,CBJ,LW,54,8,6,14,-10,26,71,1,0,0,0,1,63,19
Andrew Mangiapane,CHI,LW,62,8,8,16,-21,42,58,1,0,0,0,0,65,28
Cole Smith,CHI,LW,63,8,4,12,-7,40,69,2,0,0,0,1,173,18
Alexandre Texier,MTL,C,51,8,13,21,9,26,74,1,0,1,0,0,65,15
Kirby Dach,MTL,C,37,8,7,15,-2,31,47,0,0,2,0,0,53,30
Michael McCarron,MIN,C,79,8,9,17,-16,93,109,1,0,0,2,0,205,77
Brandt Clarke,LAK,D,82,8,32,40,11,63,159,2,2,11,0,0,30,185
Marcus Foligno,MIN,LW,56,8,5,13,-12,67,65,0,2,0,0,0,180,47
Braeden Bowman,VGK,RW,54,8,18,26,-16,12,75,2,2,2,0,0,19,24
Sam Malinski,COL,D,82,8,32,40,43,22,164,1,0,1,0,0,46,95
Kasperi Kapanen,EDM,RW,41,8,9,17,5,14,65,0,0,0,0,0,75,18
Jake Walman,EDM,D,53,8,12,20,-17,10,96,1,1,1,2,0,15,90
Jonatan Berggren,STL,RW,51,8,14,22,-5,12,58,2,3,0,0,0,41,14
Ryker Evans,SEA,D,67,8,9,17,5,40,46,0,0,1,1,0,48,75
Filip Hronek,VAN,D,82,8,41,49,-23,33,137,1,4,17,0,2,133,100
Oliver Ekman-Larsson,TOR,D,78,8,31,39,-6,70,108,0,0,9,0,0,86,72
Tye Kartye,NYR,C,64,8,14,22,-6,38,56,0,0,0,0,0,173,41
Jamie Drysdale,PHI,D,78,8,24,32,-3,33,101,3,1,8,0,0,16,94
Nino Niederreiter,WPG,RW,61,8,11,19,-7,18,84,2,1,4,0,0,70,20
Cole Koepke,WPG,LW,66,8,9,17,1,16,86,1,0,0,1,0,186,19
Vladislav Namestnikov,WPG,C,60,8,6,14,-13,28,76,1,2,0,0,0,76,37
Liam Ohgren,VAN,LW,69,8,10,18,-19,2,87,0,0,0,0,1,69,41
Mario Ferraro,WPG,D,82,7,16,23,-1,35,94,0,0,0,0,0,137,150
Darnell Nurse,SJS,D,82,7,17,24,-12,104,164,0,0,0,0,2,137,167
Blake Lizotte,PIT,LW,55,7,12,19,6,25,49,1,0,0,1,0,49,35
Elmer Soderblom,PIT,LW,59,7,6,13,-1,23,69,1,0,0,0,0,99,18
Thomas Chabot,OTT,D,57,7,24,31,6,22,99,0,2,5,1,1,36,111
Jordan Spence,OTT,D,73,7,24,31,15,22,108,1,0,3,0,0,55,59
Nick Paul,TOR,LW,51,7,8,15,-15,32,68,1,1,2,0,0,75,22
Dominic James,TBL,LW,43,7,8,15,4,8,56,0,0,0,0,0,58,13
Steven Lorentz,TOR,C,71,7,11,18,-2,16,70,0,0,0,2,0,154,48
Brendan Gallagher,VAN,RW,77,7,16,23,0,39,121,0,2,3,0,0,98,20
Ben Meyers,SEA,LW,52,7,8,15,-12,16,61,2,0,0,0,0,66,14
Berkly Catton,SEA,C,66,7,10,17,-8,31,78,2,1,1,0,0,8,30
Frederick Gaudreau,SEA,C,68,7,17,24,-1,11,70,0,1,2,0,0,35,52
Adam Larsson,SEA,D,82,7,18,25,0,42,106,1,0,0,0,0,110,163
J.J. Moser,TBL,D,79,7,22,29,41,69,111,0,0,1,0,2,61,91
Jason Dickinson,EDM,C,64,7,10,17,-10,20,73,1,0,0,1,1,85,50
Axel Sandin-Pellikka,DET,D,68,7,14,21,-20,18,68,1,1,6,0,0,17,54
Tyler Seguin,DAL,C,27,7,10,17,10,2,31,2,1,3,0,0,18,6
Seth Jones,FLA,D,52,7,25,32,-3,18,88,0,5,11,0,0,47,61
Alexandre Carrier,MTL,D,73,7,15,22,2,34,56,0,0,0,0,0,35,155
Mike Matheson,MTL,D,78,7,30,37,9,34,114,3,0,1,1,1,59,150
Quinn Hughes,MIN,D,74,7,69,76,-4,32,187,1,2,32,0,0,7,87
Alex Kerfoot,NSH,C,34,7,6,13,0,23,28,0,0,0,0,1,30,27
Kent Johnson,CBJ,C,76,7,15,22,-8,20,114,0,1,1,0,0,15,38
Louis Crevier,BUF,D,78,7,18,25,-2,63,114,1,0,0,1,1,124,95
William Carrier,CAR,LW,70,7,11,18,5,18,80,2,0,0,0,0,172,18
Philipp Kurashev,FA,LW,43,7,13,20,1,16,62,1,0,2,0,0,40,14
Tanner Pearson,FA,LW,56,7,8,15,9,27,52,2,0,0,0,0,74,27
Mason Lohrei,BOS,D,73,7,19,26,17,20,72,0,2,3,0,0,30,93
Olen Zellweger,BUF,D,76,7,15,22,4,34,119,1,1,2,0,0,33,85
Conor Sheary,BUF,LW,62,7,11,18,1,14,81,1,0,2,1,0,22,36
Beck Malenstyn,BUF,C,81,7,7,14,0,38,72,0,0,0,1,0,282,75
Tanner Jeannot,BOS,LW,77,6,16,22,-4,66,78,1,0,1,0,0,239,58
Sean Kuraly,BOS,C,82,6,16,22,0,41,110,1,0,0,0,0,87,47
Ben Hutton,FA,D,55,6,9,15,2,19,71,1,0,0,0,0,28,55
Adam Erne,FA,LW,45,6,2,8,1,19,43,0,0,0,0,0,142,20
Jeff Skinner,FA,LW,32,6,7,13,-8,14,56,0,2,2,0,0,17,11
Nathan Bastian,FA,RW,36,6,1,7,4,21,25,0,0,0,0,0,85,7
Calle Jarnkrok,FA,C,56,6,2,8,-15,8,45,0,0,0,0,0,33,11
Adam Klapka,CGY,RW,79,6,12,18,-12,112,80,0,1,1,0,0,295,51
Matvei Gridin,CGY,C,37,6,14,20,-14,2,70,0,1,6,0,0,11,28
Vinnie Hinostroza,COL,RW,65,6,12,18,-12,31,65,2,0,2,0,0,41,27
Wyatt Kaiser,CHI,D,77,6,11,17,-16,34,75,1,0,0,0,0,45,69
Danton Heinen,CBJ,LW,46,6,6,12,7,16,44,0,0,0,0,0,54,24
Reid Schaefer,NSH,LW,47,6,2,8,-12,17,39,1,0,0,0,0,108,30
Nick Bjugstad,NJD,C,61,6,3,9,-11,33,77,1,0,0,1,0,108,33
Kyle Palmieri,NYI,RW,25,6,12,18,-2,8,71,1,1,4,1,0,19,9
Luke Hughes,NJD,D,68,6,29,35,-4,32,150,1,2,11,0,0,19,52
Yakov Trenin,MIN,C,82,6,17,23,13,38,98,1,0,0,0,0,413,39
Phillip Danault,MTL,C,75,6,11,17,-3,26,91,1,0,0,1,1,63,40
Jared Spurgeon,MIN,D,79,6,16,22,2,14,90,2,2,4,0,0,82,137
Gavin Brindley,COL,C,56,6,7,13,2,8,62,4,0,0,0,0,37,15
Esa Lindell,DAL,D,82,6,26,32,30,20,83,1,1,1,0,2,30,179
Thomas Harley,DAL,D,70,6,30,36,3,26,113,4,1,6,0,0,39,148
Mattias Ekholm,EDM,D,82,6,35,41,32,30,131,2,0,3,0,0,65,125
Ryan Shea,EDM,D,80,6,29,35,30,22,72,0,0,0,0,0,38,92
Keegan Kolesar,DET,RW,82,6,11,17,-14,55,67,0,0,0,0,1,270,43
Mason Appleton,DET,C,65,6,8,14,-4,44,63,2,0,0,0,1,89,29
Michael Rasmussen,DET,C,64,6,8,14,-10,8,65,0,0,0,1,0,64,63
Philip Broberg,STL,D,81,6,28,34,14,16,98,0,2,3,0,0,35,98
Ryan McDonagh,TBL,D,48,6,15,21,14,6,39,0,0,0,0,0,19,76
Charle-Edouard D'Astous,TBL,D,70,6,23,29,-4,112,80,2,0,2,0,0,96,74
Colton Sissons,TOR,RW,66,6,5,11,-11,28,74,2,0,2,0,0,93,46
Matthew Robertson,NYR,D,72,6,12,18,-1,38,79,2,0,0,0,0,107,80
Isak Rosen,WPG,LW,37,6,4,10,-5,0,35,0,1,2,0,0,17,20
Zeev Buium,VAN,D,76,6,20,26,-33,41,73,1,3,10,0,0,28,55
Jonny Brodzinski,WSH,RW,55,6,10,16,-1,12,63,0,0,2,0,0,47,19
Rasmus Sandin,WSH,D,73,5,24,29,4,12,90,1,0,1,0,0,88,127
Martin Fehervary,WSH,D,81,5,22,27,15,39,73,0,0,0,0,0,110,176
Pierre-Luc Dubois,WSH,C,29,5,14,19,-4,19,42,0,3,3,0,0,23,13
Tom Willander,VAN,D,70,5,16,21,-23,28,59,0,0,3,0,0,35,78
Adam Lowry,WPG,C,70,5,16,21,-6,32,71,1,0,0,1,1,150,48
Sean Durzi,NYR,D,60,5,22,27,-12,50,84,2,0,4,0,0,40,88
Tony DeAngelo,NYI,D,76,5,30,35,-5,43,148,1,1,6,0,0,33,70
Artem Zub,OTT,D,81,5,25,30,22,57,92,0,0,0,0,0,66,120
Avery Hayes,PIT,RW,16,5,0,5,-4,12,25,0,0,0,0,0,23,9
Barclay Goodrow,SJS,LW,82,5,7,12,-18,73,66,0,0,0,0,0,141,60
Alex Bump,PHI,LW,17,5,4,9,3,2,23,1,0,0,0,0,16,7
Denver Barkey,PHI,C,43,5,12,17,-6,16,43,0,1,3,0,0,43,19
Jake McCabe,TOR,D,80,5,20,25,3,64,77,0,0,0,0,0,104,190
Jamie Oleksiak,VAN,D,78,5,10,15,9,36,77,2,0,0,0,0,112,106
Andrew Peeke,UTA,D,77,5,9,14,-12,22,82,0,0,0,0,0,105,135
Nate Schmidt,UTA,D,82,5,17,22,31,22,86,1,0,0,0,0,78,95
Logan Mailloux,STL,D,67,5,8,13,-10,48,81,1,0,2,0,0,93,56
Oskar Sundqvist,STL,C,52,5,12,17,-18,26,37,0,0,1,0,0,69,26
Connor Murphy,EDM,D,80,5,12,17,-2,71,70,0,0,0,0,1,90,138
Ben Chiarot,DET,D,82,5,10,15,-9,75,103,0,0,0,0,0,170,160
Oskar Back,DAL,C,72,5,7,12,10,10,42,1,0,0,1,0,29,37
Uvis Balinskis,FLA,D,54,5,10,15,-13,30,66,1,3,3,0,0,71,42
Colton Dach,EDM,C,61,5,8,13,-15,52,58,1,1,1,0,0,219,29
Lars Eller,FLA,C,68,5,10,15,5,12,67,2,0,0,1,0,50,33
Shakir Mukhamadullin,EDM,D,50,5,7,12,-3,22,49,1,0,0,0,0,35,63
Drew Doughty,LAK,D,72,5,18,23,4,40,101,0,0,1,0,1,52,76
Nic Dowd,VGK,C,75,5,16,21,-4,73,66,0,0,0,1,0,140,50
Brayden McNabb,VGK,D,63,5,7,12,2,26,81,1,0,0,0,0,110,142
Samuel Helenius,LAK,C,53,5,4,9,-6,50,38,0,0,0,0,0,144,17
Cole Schwindt,FLA,RW,29,5,2,7,2,2,25,0,0,0,0,0,39,11
Max Shabanov,MIN,RW,44,5,13,18,-5,2,56,0,0,5,0,0,27,16
Nico Sturm,MIN,C,49,5,6,11,0,16,37,0,0,0,1,0,55,19
Ondrej Palat,NYI,LW,80,5,10,15,-11,14,83,0,1,1,0,0,133,67
Oliver Moore,CHI,C,51,5,14,19,-15,19,57,0,2,3,0,0,25,13
Josh Manson,COL,D,79,5,26,31,42,91,128,2,0,0,0,0,174,99
Dante Fabbro,CBJ,D,74,5,6,11,-16,33,68,1,0,0,0,0,65,120
Carson Soucy,FA,D,76,5,7,12,-6,38,62,0,0,0,0,0,105,91
Hampus Lindholm,BOS,D,67,5,21,26,3,58,100,2,1,3,0,0,12,103
Will Borgen,BOS,D,75,5,10,15,3,41,69,2,0,0,0,0,111,99
Frank Vatrano,ANA,LW,50,5,4,9,-15,40,79,1,0,1,0,0,84,28
Luke Kunin,FA,C,62,4,6,10,-6,47,49,1,0,0,0,0,123,47
Nick Jensen,ANA,D,61,4,13,17,-2,22,36,0,0,0,0,0,38,65
Ian Moore,ANA,D,67,4,8,12,-14,24,66,1,0,0,0,1,42,80
Jonathan Drouin,FA,C,64,4,20,24,-5,19,86,0,1,5,0,0,18,32
Curtis Lazar,FA,C,45,4,2,6,-3,10,30,1,0,0,0,0,95,20
Kevin Hayes,FA,C,28,4,4,8,-1,8,45,1,0,0,0,0,32,10
Sonny Milano,FA,LW,31,4,4,8,0,4,34,2,0,0,0,0,9,3
Isac Lundestrom,CBJ,C,68,4,8,12,-2,4,53,0,0,0,0,0,35,35
Ryan Lomberg,CBJ,LW,57,4,5,9,-4,59,53,1,0,0,0,0,129,17
Sam Rinzel,CHI,D,54,4,10,14,-7,44,83,1,0,1,0,0,49,63
Zayne Parekh,CGY,D,37,4,5,9,-9,8,49,1,3,3,0,0,15,30
Yan Kuznetsov,CGY,D,57,4,8,12,-8,28,64,1,0,0,0,2,79,102
Kevin Bahl,CGY,D,76,4,14,18,2,47,57,2,0,1,0,1,114,99
Adam Pelech,NYI,D,82,4,12,16,4,50,122,2,0,0,1,1,66,124
Jesper Boqvist,NJD,C,73,4,9,13,-11,16,64,1,0,1,0,0,141,33
Mikey Anderson,LAK,D,80,4,16,20,8,22,61,1,0,0,0,0,111,133
Jonas Brodin,MIN,D,62,4,14,18,19,16,76,1,0,1,0,0,10,126
Nick Foligno,MIN,LW,54,4,11,15,2,44,49,0,0,2,0,2,128,33
William Karlsson,VGK,C,14,4,3,7,-1,4,30,1,1,0,1,0,3,13
Trent Frederic,EDM,C,74,4,3,7,-15,58,77,1,0,0,0,0,193,22
Aaron Ekblad,FLA,D,72,4,22,26,-5,55,97,3,1,4,0,1,84,103
Lian Bichsel,DAL,D,50,4,4,8,6,37,27,2,0,0,0,0,139,42
Fedor Svechkov,COL,C,70,4,13,17,-6,22,70,0,0,0,1,0,60,29
Zachary L'Heureux,COL,C,25,4,1,5,3,21,32,0,0,1,0,0,64,15
Colin Blackwell,DAL,C,70,4,11,15,-2,40,61,1,0,0,0,0,112,37
Colton Parayko,STL,D,77,4,14,18,-6,23,105,0,0,0,0,0,95,172
Cam Fowler,STL,D,82,4,26,30,-11,14,91,1,1,8,0,1,9,72
Nathan Walker,STL,C,46,4,7,11,-9,28,38,1,0,0,0,0,179,35
Jani Nyman,SEA,RW,28,4,3,7,-5,6,33,0,1,1,0,0,23,6
Ryan Winterton,SEA,C,68,4,14,18,0,15,87,1,0,0,0,0,74,33
Alexei Toropchenko,STL,RW,65,4,7,11,-11,28,68,0,0,0,1,1,132,56
MacKenzie Weegar,UTA,D,79,4,24,28,-33,88,154,0,0,6,0,1,167,175
Kevin Stenlund,UTA,C,80,4,14,18,-9,24,66,0,0,0,1,1,43,61
John Marino,UTA,D,80,4,32,36,42,16,55,2,0,0,1,1,28,68
Aatu Raty,VAN,C,66,4,10,14,-4,22,65,1,0,0,0,0,165,16
Emil Lilleberg,TBL,D,50,4,8,12,15,61,43,2,0,0,0,0,96,45
Brandon Duhaime,TOR,LW,82,4,5,9,-2,78,64,0,0,0,1,0,159,57
Porter Martone,PHI,RW,9,4,6,10,4,6,32,1,2,2,0,0,16,2
Nikita Grebenkin,PHI,RW,55,4,10,14,-7,46,32,0,0,0,0,0,86,17
Cam York,PHI,D,74,4,22,26,5,28,89,1,1,6,0,0,24,145
Zack Ostapchuk,SJS,C,59,4,3,7,-11,45,44,2,0,0,0,0,140,29
Hendrix Lapierre,PIT,C,74,4,12,16,0,31,53,0,0,0,0,0,49,22
Nick Seeler,PHI,D,80,4,6,10,1,38,94,0,0,0,0,0,126,149
Stephen Halliday,OTT,C,30,4,7,11,0,2,34,0,0,3,0,0,30,8
Jaroslav Chmelar,NYR,RW,28,4,2,6,-2,11,23,1,0,0,0,0,53,16
Noah Gregor,WPG,C,37,4,5,9,-10,26,41,0,0,1,0,0,37,11
Neal Pionk,WPG,D,51,3,9,12,1,37,97,1,1,1,0,0,111,75
Dylan DeMelo,WPG,D,82,3,16,19,7,40,75,0,0,0,0,2,115,109
Cole Hutson,WSH,D,14,3,7,10,-3,8,22,0,1,5,0,0,16,6
Brad Lambert,WPG,C,25,3,3,6,-5,6,27,0,0,1,0,0,22,6
Elias Pettersson,VAN,D,70,3,7,10,-16,39,46,0,0,0,0,0,136,85
Marcus Pettersson,NYR,D,82,3,15,18,-19,60,66,1,0,0,0,0,79,136
Tyler Kleven,OTT,D,70,3,15,18,2,53,90,0,0,0,0,2,126,94
Sammy Blais,OTT,LW,21,3,5,8,2,10,18,0,0,0,0,0,78,12
Adam Sykora,NYR,LW,11,3,1,4,0,5,15,0,0,0,0,0,20,10
Kaedan Korczak,PIT,D,78,3,13,16,6,26,60,0,0,0,0,0,102,95
Trevor van Riemsdyk,PIT,D,68,3,11,14,6,18,44,2,0,0,0,0,12,97
Rutger McGroarty,PIT,RW,24,3,3,6,-3,4,37,0,0,0,0,0,26,8
Dmitry Orlov,SJS,D,82,3,34,37,-28,48,91,0,1,17,0,0,123,77
Kris Letang,PIT,D,74,3,31,34,-4,38,104,2,1,9,0,0,95,94
Samuel Girard,PIT,D,60,3,16,19,17,23,41,1,0,0,0,0,21,58
Benoit-Olivier Groulx,TOR,C,13,3,2,5,4,0,15,2,0,0,1,0,34,6
Troy Stecher,TOR,D,64,3,11,14,-8,20,64,1,0,0,0,0,30,79
Jeffrey Viel,TBL,LW,45,3,7,10,-3,79,62,0,0,0,0,0,121,21
Filip Chytil,VAN,C,12,3,0,3,-7,6,24,1,0,0,0,0,4,4
Daniil But,UTA,LW,29,3,4,7,1,8,43,0,1,2,0,0,16,18
Liam O'Brien,UTA,C,38,3,1,4,-6,43,35,0,0,0,0,0,115,14
Tyler Tucker,STL,D,69,3,14,17,-4,81,68,0,0,0,0,0,100,51
Otto Stenberg,STL,C,32,3,7,10,3,5,31,0,0,0,0,1,49,15
Erik Cernak,TBL,D,61,3,8,11,3,74,53,1,0,0,0,1,112,99
Jansen Harkins,TBL,C,44,3,5,8,-6,28,37,0,0,0,0,0,113,24
Ross Johnston,STL,LW,62,3,11,14,0,107,33,0,0,0,0,0,192,16
Arttu Hyry,DAL,RW,20,3,2,5,1,2,24,0,0,0,1,0,32,6
Joel Kiviranta,DAL,RW,51,3,6,9,7,8,50,0,0,0,0,0,63,15
Nils Lundkvist,DAL,D,52,3,8,11,12,16,46,0,0,0,0,0,26,48
Max Jones,EDM,LW,21,3,2,5,3,9,22,2,0,0,0,0,56,3
Dominik Shine,DET,RW,18,3,0,3,0,7,13,0,0,0,0,0,14,6
Albert Johansson,DET,D,82,3,8,11,-18,16,61,1,0,0,1,1,56,93
Niko Mikkola,FLA,D,68,3,8,11,-1,47,68,0,0,0,0,0,116,81
Sandis Vilmanis,FLA,LW,19,3,2,5,-1,4,15,0,0,0,0,0,38,5
John Beecher,FLA,C,35,3,4,7,-6,31,37,0,0,0,1,1,23,31
Parker Wotherspoon,VGK,D,80,3,27,30,17,55,70,1,0,0,0,2,162,112
Alexander Holtz,VGK,RW,28,3,6,9,-1,10,30,0,0,0,0,0,29,11
Marc Gatcomb,VGK,C,49,3,4,7,-3,10,55,0,0,0,0,0,192,24
Noah Hanifin,VGK,D,71,3,25,28,0,14,135,0,0,7,0,0,36,116
Taylor Ward,LAK,LW,36,3,4,7,0,7,38,0,0,0,0,0,38,9
Alex Turcotte,LAK,C,62,3,11,14,-8,21,67,0,0,0,0,0,51,33
Ryan Pulock,NYI,D,76,3,24,27,9,16,93,0,0,1,0,1,49,148
Brenden Dillon,NJD,D,82,3,12,15,-13,89,55,2,0,0,0,1,202,103
Stefan Noesen,NJD,C,38,3,4,7,-12,33,52,1,1,2,0,0,33,15
Nicolas Hague,NSH,D,62,3,12,15,-10,47,56,1,0,0,0,1,76,54
Nick Perbix,NSH,D,79,3,10,13,-14,20,79,0,0,0,0,2,31,95
Adam Edstrom,NSH,C,35,3,2,5,1,2,31,1,0,0,0,0,65,22
Brady Skjei,NSH,D,82,3,23,26,-7,40,111,0,0,3,1,1,70,84
Ian Cole,CHI,D,82,3,20,23,16,50,62,0,0,0,0,1,73,151
Jiri Kulich,BUF,C,12,3,2,5,-4,4,20,0,0,0,0,0,9,12
Bradly Nadeau,CAR,LW,12,3,0,3,1,2,12,0,1,0,0,0,21,5
Landon Slaggert,CHI,RW,53,3,4,7,-2,16,47,1,0,0,0,0,79,24
Anton Frondell,CHI,C,12,3,6,9,-1,4,36,0,0,2,0,0,8,13
Devon Toews,COL,D,68,3,21,24,37,32,115,1,1,0,0,0,26,83
David Tomasek,FA,C,22,3,2,5,-6,10,30,0,0,2,0,0,17,6
Ryan Reaves,FA,RW,50,3,0,3,-12,37,25,0,0,0,0,0,160,15
Adam Henrique,FA,C,65,3,12,15,-12,18,91,0,0,3,0,2,34,75
Brandon Saad,FA,LW,49,3,6,9,-7,14,78,0,0,0,0,0,11,18
Jeff Malott,ANA,C,58,3,6,9,-9,55,54,0,0,0,0,0,166,27
Rodrigo Abols,FA,C,42,3,7,10,-1,22,43,0,0,0,1,1,49,24
Lukas Reichel,BOS,RW,29,3,5,8,-2,6,24,1,0,0,0,0,9,16
Jonathan Aspirot,BOS,D,61,3,10,13,30,43,47,0,0,1,0,0,86,83
Henri Jokiharju,BOS,D,41,2,13,15,2,14,40,1,0,2,0,0,27,37
David Kampf,FA,RW,40,2,4,6,-13,12,36,0,0,0,0,0,45,26
Noah Philp,FA,C,17,2,1,3,-7,4,14,0,0,0,0,0,30,2
Drew Helleson,ANA,D,60,2,13,15,-4,20,39,0,0,0,0,2,63,79
Tim Washe,ANA,C,39,2,3,5,-6,14,33,0,0,0,0,0,91,25
Brendan Gaunce,BOS,C,25,2,4,6,-1,12,29,1,0,0,2,0,44,21
Nikita Zadorov,BOS,D,81,2,20,22,18,152,107,1,0,0,0,0,196,102
Connor Clifton,BOS,D,50,2,4,6,5,53,35,1,0,0,0,0,180,84
Luke Glendening,FA,C,70,2,7,9,-7,8,50,0,0,0,0,1,97,53
Robby Fabbri,FA,LW,21,2,3,5,-4,16,30,1,0,0,0,0,44,9
Tomas Nosek,FA,LW,21,2,2,4,-8,4,8,1,0,0,0,0,51,12
Artyom Levshunov,CHI,D,68,2,22,24,-41,44,84,0,1,10,0,0,98,75
Alex Vlasic,CHI,D,81,2,19,21,-16,17,86,0,0,0,0,1,29,119
Jesperi Kotkaniemi,CAR,LW,42,2,7,9,3,8,42,0,0,0,0,0,63,18
Jalen Chatfield,CAR,D,72,2,15,17,15,18,100,1,0,0,0,0,36,63
Tyson Kozak,BUF,C,46,2,4,6,-1,2,30,0,0,0,0,1,120,37
Zach Metsa,BUF,D,43,2,4,6,16,8,24,1,0,0,0,0,5,31
Samuel Honzek,CGY,LW,18,2,2,4,1,2,22,0,0,0,0,0,35,6
Hunter Brzustewicz,CGY,D,34,2,5,7,0,4,33,0,0,1,0,0,24,23
Brennan Othmann,CGY,LW,19,2,1,3,-8,11,15,0,0,1,0,0,44,8
Maxim Tsyplakov,CGY,RW,49,2,2,4,-17,6,42,0,0,0,0,0,83,8
Zach Whitecloud,CGY,D,78,2,15,17,-6,30,67,0,0,0,0,0,124,140
Michael Benning,CGY,D,18,2,4,6,-4,2,15,0,0,1,0,0,4,16
Jake Middleton,CGY,D,75,2,14,16,2,76,62,0,0,0,0,0,87,117
Nils Hoglander,NSH,LW,38,2,3,5,-4,8,35,0,0,0,0,0,52,8
Ryan Ufko,NSH,D,18,2,9,11,0,6,11,1,0,2,0,0,10,13
Scott Mayfield,NYI,D,80,2,13,15,-11,83,71,0,0,0,0,0,75,82
Lenni Hameenaho,NJD,RW,33,2,6,8,-3,14,47,0,0,0,0,0,20,16
Joel Edmundson,LAK,D,82,2,21,23,14,25,104,0,0,3,0,1,97,111
Brian Dumoulin,LAK,D,82,2,15,17,-1,22,61,0,0,0,0,1,36,89
Zach Bogosian,MIN,D,41,2,4,6,8,18,30,0,0,0,0,0,47,37
Tyler Pitlick,MIN,C,32,2,0,2,-4,24,26,0,0,0,0,0,78,19
Olli Maatta,MIN,D,43,2,13,15,-6,4,34,1,0,0,0,0,3,62
Jayden Struble,MTL,D,59,2,10,12,4,58,26,0,0,0,0,0,115,32
Kaiden Guhle,MTL,D,39,2,9,11,5,41,40,2,0,0,0,0,86,63
Tobias Bjornfot,FLA,D,19,2,2,4,1,2,12,0,0,0,0,0,14,23
Gustav Forsling,FLA,D,80,2,26,28,-5,51,112,1,0,2,0,0,52,98
Alex Petrovic,FLA,D,54,2,8,10,2,47,57,0,0,0,0,0,88,77
Radko Gudas,FLA,D,56,2,11,13,-2,67,63,0,0,0,0,0,164,88
Josh Samanski,EDM,C,24,2,2,4,2,6,9,0,0,0,0,0,27,14
Ty Emberson,EDM,D,72,2,10,12,-1,23,46,1,0,0,0,0,107,106
Spencer Stastney,EDM,D,66,2,8,10,-11,20,56,0,0,0,0,1,13,63
Isaac Howard,EDM,LW,29,2,3,5,-6,12,36,0,0,0,0,0,7,5
John Leonard,DET,C,11,2,2,4,-3,0,11,0,0,2,0,0,12,9
Jacob Bryson,DET,D,50,2,6,8,-9,10,22,0,0,0,0,0,14,29
Mathieu Joseph,EDM,RW,51,2,9,11,-7,9,36,1,0,0,1,0,115,34
Nate Danielson,DET,C,28,2,5,7,-7,4,31,0,0,3,0,0,8,9
