,,,,Overall,,,,,,,PP,,SH,,Defense,
Marcus Foligno,MIN,LW,57,8,12,20,-5,50,66,0,0,1,0,1,193,48
Matt Martin,NYI,LW,78,8,6,14,-4,114,90,2,0,0,0,0,382,36
Matt Irwin,WAS,D,53,8,11,19,3,18,93,1,1,2,0,0,55,65
Matt Fraser,FA,RW,60,8,4,12,-16,17,92,1,1,0,0,0,111,20
Mikael Granlund,NSH,C,68,8,31,39,17,20,99,2,0,8,0,0,47,45
Riley Nash,FA,C,68,8,17,25,-10,12,94,0,1,5,0,0,88,46
Kevin Shattenkirk,ANH,D,56,8,36,44,19,52,135,1,4,21,0,0,42,86
Ryan McDonagh,NSH,D,71,8,25,33,23,26,148,2,3,9,0,3,77,139
Alexander Edler,LA,D,74,8,23,31,13,54,175,2,5,9,0,0,94,126
Joe Colborne,FA,C,64,8,20,28,7,43,67,1,1,4,1,0,158,35
Matt Hendricks,FA,LW,71,8,8,16,-14,76,103,0,0,1,1,0,220,72
Artem Anisimov,FA,C,52,7,20,27,-6,8,88,2,0,4,0,3,33,26
Tyler Myers,VAN,D,71,7,21,28,-6,77,124,0,2,4,0,2,65,132
Drew Doughty,LA,D,82,7,39,46,3,56,219,2,1,16,0,1,152,144
Alex Pietrangelo,VGK,D,81,7,39,46,-2,28,195,2,1,11,0,0,70,161
David Booth,FA,LW,59,7,6,13,-8,25,107,2,0,0,0,1,87,8
Cody McLeod,FA,LW,82,7,5,12,-2,191,94,2,0,0,1,0,268,43
Mark Letestu,FA,C,54,7,6,13,-9,0,63,1,0,1,1,0,51,24
Derek Dorsett,FA,RW,79,7,18,25,4,175,89,3,0,0,2,0,166,37
Cal Clutterbuck,NYI,RW,76,7,9,16,1,60,124,4,0,1,2,1,343,31
Cam Fowler,ANH,D,80,7,27,34,4,14,87,2,1,8,1,1,47,107
Marcus Kruger,FA,C,81,7,10,17,-5,32,126,1,0,0,0,0,29,50
Ben Smith,FA,RW,80,7,7,14,2,2,92,1,0,0,0,0,72,75
Jeff Petry,PIT,D,78,7,15,22,-28,42,126,1,1,3,0,1,145,109
Matt Stajan,FA,C,59,7,10,17,7,28,46,0,0,0,0,1,72,21
Brooks Laich,FA,C,66,7,13,20,-2,24,106,2,0,1,0,1,107,53
Tuomo Ruutu,FA,LW,77,7,6,13,-3,28,74,0,0,0,0,0,174,23
Chris Kelly,FA,RW,80,7,21,28,6,48,112,2,0,0,1,1,126,61
Jay McClement,FA,C,82,7,14,21,-7,17,68,2,0,0,0,0,79,53
Marek Zidlicky,FA,D,84,7,27,34,-9,56,130,1,6,14,0,0,95,92
Matt Cullen,FA,C,62,7,18,25,8,16,90,1,0,4,0,0,10,18
Scott Gomez,FA,C,58,7,27,34,-10,23,70,1,0,14,0,0,24,15
Jason Chimera,FA,LW,77,7,12,19,-1,51,96,2,0,0,0,0,132,18
Eric Nystrom,FA,LW,60,7,5,12,0,15,60,1,0,0,1,0,104,29
Johan Franzen,FA,RW,33,7,15,22,-12,30,74,3,4,7,0,0,45,13
Andrej Meszaros,FA,D,60,7,7,14,-13,36,67,1,1,0,0,0,67,94
Chris Thorburn,FA,RW,81,7,7,14,-5,76,67,2,0,0,0,0,126,29
James Sheppard,FA,LW,71,7,11,18,-4,37,79,1,0,1,0,0,121,43
Cody Franson,FA,D,78,7,29,36,-7,28,127,0,5,12,0,0,177,132
David Krejci,BOS,C,47,7,24,31,7,22,70,1,1,7,1,0,35,29
Jacob Trouba,NYR,D,65,7,15,22,2,46,133,0,1,5,0,0,97,120
Hampus Lindholm,BOS,D,78,7,27,34,25,32,107,1,0,6,0,0,59,77
Vincent Trocheck,NYR,C,50,7,15,22,9,24,89,0,1,0,0,0,93,19
Erik Haula,NJ,C,72,7,7,14,-7,32,92,1,1,0,0,1,31,42
Brad Malone,EDM,C,65,7,8,15,-8,74,65,2,0,0,0,0,162,16
Andrej Nestrasil,FA,C,54,7,13,20,-1,8,82,0,2,3,0,0,54,17
Mattias Ekholm,NSH,D,80,7,11,18,12,52,86,1,1,1,0,0,57,102
Calle Jarnkrok,TOR,C,74,7,11,18,2,18,95,1,0,0,0,1,32,21
Johan Larsson,FA,C,39,6,10,16,0,12,50,0,1,3,0,0,59,19
Jesper Fast,CAR,RW,58,6,8,14,-1,8,52,0,0,1,0,0,102,28
Devante Smith-Pelly,FA,RW,74,6,14,20,-1,24,104,1,0,1,1,1,205,49
Anton Lander,FA,C,38,6,14,20,-12,14,61,2,4,3,0,0,59,12
Brett Ritchie,CGY,RW,31,6,3,9,-1,12,78,1,0,1,0,0,89,5
Justin Schultz,SEA,D,81,6,25,31,-17,12,122,1,0,12,0,0,41,114
Chris Tierney,FLA,C,43,6,15,21,3,6,48,1,1,3,0,0,11,17
Seth Griffith,EDM,RW,30,6,4,10,-2,6,33,1,1,2,0,0,14,13
Curtis Lazar,VAN,C,67,6,9,15,1,14,92,0,0,0,0,0,167,40
Pierre-Edouard Bellemare,TB,C,81,6,6,12,-3,18,113,1,0,0,0,0,121,61
Keith Yandle,FA,D,84,6,46,52,-26,40,232,2,2,27,0,0,53,101
Dave Bolland,FA,C,53,6,17,23,4,48,76,0,0,5,1,0,88,21
Jack Skille,FA,RW,45,6,2,8,-18,16,95,0,0,0,0,0,96,15
Tyler Kennedy,FA,LW,38,6,8,14,-2,10,79,2,0,0,0,0,49,8
Jordan Staal,CAR,C,46,6,18,24,-6,14,92,1,1,6,0,0,85,15
Rene Bourque,FA,LW,51,6,8,14,-15,22,85,1,2,1,0,0,71,11
Lauri Korpikoski,FA,LW,69,6,15,21,-27,12,82,1,5,3,0,1,141,48
Daniel Paille,FA,LW,71,6,7,13,-9,12,66,1,0,0,1,1,77,34
Jarret Stoll,FA,C,73,6,11,17,3,58,83,2,3,1,0,2,167,57
Pascal Dupuis,FA,RW,16,6,5,11,2,4,44,1,2,1,0,1,20,8
Michael Ryder,FA,RW,47,6,13,19,-1,30,89,0,0,2,0,0,53,14
Alexander Semin,FA,LW,57,6,13,19,-10,32,93,0,0,4,0,0,30,17
Gregory Campbell,FA,C,70,6,6,12,1,45,64,2,0,0,1,0,119,41
Boyd Gordon,FA,C,68,6,7,13,-5,17,65,1,1,0,1,1,31,80
Kyle Clifford,TOR,LW,80,6,9,15,5,87,117,1,0,0,0,0,200,14
Eric Gelinas,FA,D,61,6,13,19,-2,42,112,2,3,6,0,0,82,50
Jordan Nolan,FA,RW,60,6,3,9,-6,54,44,1,0,0,0,0,102,11
Jacob Josefson,FA,C,62,6,5,11,0,24,61,1,0,2,3,0,55,30
Paul Byron,MON,C,57,6,13,19,-2,8,62,0,1,0,0,2,101,24
Ryan Reaves,MIN,RW,81,6,6,12,-3,116,55,1,0,0,0,0,276,14
Torrey Mitchell,FA,C,65,6,8,14,-8,34,55,2,0,0,0,0,58,61
Cody Hodgson,FA,LW,78,6,7,13,-28,12,127,0,0,1,0,0,40,21
Ryan White,FA,RW,34,6,6,12,4,30,45,1,0,0,0,1,108,14
Alec Martinez,VGK,D,56,6,16,22,9,10,103,1,1,3,0,0,95,117
Rob Klinkhammer,FA,LW,69,5,4,9,-4,27,64,0,0,0,0,0,236,12
Nick Holden,OTT,D,78,5,9,14,-11,28,94,2,2,4,0,0,156,96
Stephen Gionta,FA,C,61,5,8,13,4,12,84,1,0,0,0,2,92,41
Karl Alzner,FA,D,82,5,16,21,14,20,72,0,0,0,0,0,120,165
Ian Cole,TB,D,74,5,12,17,14,51,83,0,0,1,0,0,73,99
Andrew Desjardins,FA,C,69,5,5,10,-1,57,59,1,0,0,0,0,128,35
Jason Demers,FA,D,81,5,20,25,-3,71,99,2,2,3,0,0,118,85
Travis Hamonic,OTT,D,71,5,28,33,15,85,132,0,1,7,0,0,213,131
Tim Jackman,FA,RW,55,5,2,7,-4,86,55,1,0,0,0,0,110,19
Derek MacKenzie,FA,C,82,5,6,11,-17,45,72,0,1,0,0,0,273,51
Jim Slater,FA,C,82,5,8,13,-4,58,51,1,0,0,0,1,134,52
Martin Havlat,FA,RW,40,5,9,14,-11,10,49,1,3,3,0,0,11,11
Lubomir Visnovsky,FA,D,53,5,15,20,-3,8,85,1,2,3,0,0,38,61
Nate Thompson,FA,C,80,5,13,18,0,39,87,3,0,0,1,0,204,52
Nicklas Grossmann,FA,D,68,5,9,14,8,32,43,0,0,0,0,0,132,89
Maxime Talbot,FA,C,81,5,13,18,-1,29,97,1,0,0,0,0,132,51
Mike Richards,FA,C,53,5,11,16,-10,39,63,1,1,2,0,0,62,10
Patrick Dwyer,FA,RW,71,5,7,12,-12,10,77,0,0,0,0,1,145,38
Roman Polak,FA,D,56,5,4,9,-22,48,61,1,0,0,0,0,225,128
Marc Staal,FLA,D,80,5,15,20,18,42,97,0,0,0,0,2,99,123
Jakub Kindl,FA,D,35,5,8,13,2,22,54,0,2,5,0,0,31,25
Drew Miller,FA,LW,82,5,8,13,-3,25,98,0,0,1,1,0,119,99
Damon Severson,NJ,D,51,5,12,17,-13,22,93,0,0,7,0,0,19,34
Cody Ceci,EDM,D,81,5,16,21,-4,6,130,0,1,3,0,0,89,113
Brian Flynn,FA,C,63,5,12,17,-5,8,82,0,0,1,0,2,44,46
Zach Redmond,FA,D,59,5,15,20,-1,24,93,1,1,5,0,0,59,76
Nicolas Deslauriers,PHI,LW,82,5,10,15,-24,71,76,1,0,0,0,1,261,36
Teemu Pulkkinen,FA,RW,31,5,3,8,5,10,67,2,1,1,0,0,3,4
Emerson Etem,FA,RW,45,5,5,10,-6,4,77,0,0,0,0,0,63,20
Connor Murphy,CHI,D,73,4,3,7,-27,42,72,0,0,0,0,0,137,142
Ryan Murphy,FA,D,37,4,9,13,-11,8,61,1,3,2,0,0,20,37
Tom Wilson,WAS,RW,67,4,13,17,-1,172,79,0,0,0,0,0,205,24
Teuvo Teravainen,CAR,C,34,4,5,9,4,2,66,1,0,1,0,0,11,14
Curtis McKenzie,FA,LW,36,4,1,5,-8,48,41,0,0,0,0,0,85,13
Barclay Goodrow,NYR,LW,60,4,8,12,-1,35,68,2,0,0,0,1,76,24
Ronalds Kenins,FA,C,30,4,8,12,-2,8,38,0,0,0,0,0,71,7
Jacob De La Rose,FA,C,33,4,2,6,-5,12,38,0,0,0,1,0,71,24
Alexander Wennberg,SEA,C,68,4,16,20,-19,22,85,0,1,3,0,0,58,45
Jonathan Drouin,MON,C,70,4,28,32,3,34,76,0,3,3,0,0,55,16
Kevin Bieksa,FA,D,60,4,10,14,0,77,99,1,0,1,0,1,109,93
Matt Niskanen,FA,D,82,4,27,31,7,47,117,0,2,8,0,1,143,106
Dan Girardi,FA,D,82,4,16,20,12,22,111,1,1,2,0,1,224,184
Kris Russell,FA,D,79,4,30,34,18,17,111,0,1,13,0,0,61,283
Matt Carle,FA,D,59,4,14,18,12,26,73,0,1,0,0,0,26,104
David Moss,FA,RW,60,4,8,12,-18,24,96,0,1,1,0,1,115,36
Brandon Prust,FA,LW,82,4,14,18,6,134,78,0,0,0,0,1,122,34
Daniel Carcillo,FA,LW,39,4,4,8,3,54,42,0,0,0,0,0,36,7
Kyle Chipchura,FA,C,70,4,10,14,-23,82,81,0,1,0,0,0,130,29
Chris Neil,FA,RW,38,4,3,7,5,78,23,0,1,0,0,0,136,11
Matt Cooke,FA,LW,29,4,6,10,0,13,24,0,0,0,0,0,39,22
Dainius Zubrus,FA,RW,74,4,6,10,-9,42,72,1,0,1,0,1,99,41
Olli Jokinen,FA,C,62,4,6,10,6,28,110,1,0,0,0,0,64,19
Zbynek Michalek,FA,D,68,4,8,12,-3,18,86,0,0,0,0,0,85,160
Tom Gilbert,FA,D,72,4,8,12,10,30,70,0,0,0,0,0,55,164
Joakim Lindstrom,FA,LW,53,4,6,10,-15,12,61,0,2,3,0,0,14,5
Paul Gaustad,FA,C,73,4,10,14,7,60,54,1,0,0,0,0,143,58
Jason Garrison,FA,D,70,4,26,30,27,19,111,3,1,10,0,0,46,94
Nikita Nikitin,FA,D,42,4,6,10,-12,12,80,1,2,1,0,0,21,49
Beau Bennett,FA,RW,49,4,8,12,-1,16,81,1,0,0,0,0,68,13
Erik Gudbranson,CLS,D,76,4,9,13,-4,58,110,0,0,4,0,0,212,75
Brendan Smith,NJ,D,76,4,9,13,-2,68,88,1,0,2,0,0,60,68
Jamie McGinn,FA,LW,19,4,2,6,-9,6,36,0,1,0,0,0,29,7
Toby Enstrom,FA,D,60,4,19,23,13,36,58,0,1,6,0,0,27,93
Jake Gardiner,CAR,D,79,4,20,24,-23,24,100,0,0,8,0,0,109,83
Alex Goligoski,MIN,D,81,4,32,36,0,24,122,0,0,8,0,2,100,157
Chris Butler,FA,D,33,3,6,9,8,23,54,0,0,0,1,0,31,38
Luca Sbisa,FA,D,76,3,8,11,-8,46,79,2,0,0,0,0,151,128
Zach Boychuk,FA,RW,31,3,3,6,0,4,35,0,0,0,0,0,40,9
Luke Schenn,VAN,D,58,3,11,14,-2,18,67,0,0,0,0,0,194,89
Matt Halischuk,FA,RW,47,3,5,8,5,6,59,1,0,0,0,0,55,24
Zach Bogosian,TB,D,62,3,17,20,-6,78,125,0,0,2,0,0,189,90
Niklas Hjalmarsson,FA,D,82,3,16,19,25,44,97,1,0,0,0,0,39,127
John Scott,FA,LW,38,3,1,4,0,87,19,0,0,0,0,0,94,14
Gabriel Bourque,FA,LW,69,3,10,13,-13,10,76,0,0,0,0,0,141,44
Ryan Stanton,FA,D,54,3,8,11,9,35,59,0,0,0,0,0,93,113
Patrick Wiercioch,FA,D,56,3,10,13,3,28,79,2,1,4,0,0,50,44
Jamie McBain,FA,D,26,3,6,9,4,4,18,0,1,2,0,0,21,28
Michael Stone,CGY,D,81,3,15,18,-24,60,144,0,0,5,0,0,202,189
Joakim Andersson,FA,C,68,3,5,8,-4,22,74,1,0,0,0,0,27,24
Joe Vitale,FA,C,70,3,6,9,-11,36,55,0,0,0,0,0,104,65
Robert Bortuzzo,STL,D,51,3,5,8,-9,93,56,0,0,0,0,0,157,61
Simon Despres,FA,D,75,3,20,23,11,86,103,1,0,1,0,0,233,101
David Rundblad,FA,D,49,3,11,14,17,12,58,1,0,1,0,0,23,38
Jordan Schroeder,FA,C,25,3,5,8,9,2,48,0,0,0,0,0,24,6
Dmitry Kulikov,ANH,D,73,3,19,22,0,48,83,0,1,5,0,1,114,105
Jared Cowen,FA,D,54,3,6,9,-11,45,47,1,0,0,0,0,159,76
Marcel Goc,FA,C,74,3,6,9,-3,8,77,0,0,0,0,1,87,35
Paul Martin,FA,D,74,3,17,20,17,20,61,0,0,1,0,0,60,139
Matt Greene,FA,D,82,3,6,9,1,54,69,0,0,0,0,0,209,129
Jay Harrison,FA,D,55,3,6,9,-1,65,50,0,1,1,0,0,76,74
Travis Moen,FA,LW,44,3,6,9,0,18,34,0,0,0,0,0,62,24
Christian Ehrhoff,FA,D,49,3,11,14,8,26,110,3,0,2,0,0,73,49
Fedor Tyutin,FA,D,67,3,12,15,8,40,56,0,0,1,0,2,106,117
Steve Ott,FA,C,78,3,9,12,-8,86,49,0,0,0,0,0,184,14
Eric Brewer,FA,D,44,3,8,11,-5,36,33,1,0,0,0,1,87,72
Brad Stuart,FA,D,65,3,10,13,-4,16,64,0,0,1,0,0,177,134
Robyn Regehr,FA,D,67,3,10,13,10,45,63,0,0,0,0,1,203,83
Brenden Morrow,FA,LW,70,3,5,8,-1,64,28,0,0,0,0,0,112,16
Simon Gagne,FA,LW,23,3,1,4,0,4,27,1,0,0,0,0,20,7
Brian Campbell,FA,D,82,3,24,27,4,22,118,0,1,11,0,0,44,85
Andrew Ference,FA,D,70,3,11,14,-17,39,58,0,0,0,0,1,156,86
Willie Mitchell,FA,D,66,3,5,8,1,25,78,0,0,0,0,1,99,144
Dennis Seidenberg,FA,D,82,3,11,14,-1,34,103,0,0,0,0,0,212,146
Kyle Quincey,FA,D,73,3,15,18,10,77,90,0,0,0,0,1,104,82
B.J. Crombeen,FA,RW,58,3,3,6,-6,79,43,0,0,0,0,0,68,12
Dion Phaneuf,FA,D,70,3,26,29,-11,108,138,1,2,13,0,1,166,126
Ryan Carter,FA,LW,53,3,10,13,3,55,47,0,0,0,1,0,77,30
Jonathan Ericsson,FA,D,82,3,12,15,-5,70,82,0,0,0,0,1,114,55
Andrej Sekera,FA,D,73,3,20,23,-3,14,100,0,1,5,0,1,59,118
Andy Greene,FA,D,82,3,19,22,1,20,83,1,0,1,0,1,82,172
Peter Harrold,FA,D,43,3,2,5,-10,4,31,0,0,0,0,0,40,39
Nikita Zadorov,CGY,D,60,3,12,15,-10,51,52,1,2,3,0,0,134,73
Mikhail Grigorenko,FA,C,25,3,3,6,-10,2,35,0,1,1,0,0,28,15
JT Brown,FA,RW,52,3,6,9,-2,30,74,0,0,0,0,0,43,20
William Karlsson,VGK,C,21,3,2,5,3,2,29,1,0,1,0,0,18,7
Philip Varone,FA,C,28,3,2,5,-14,10,28,0,0,0,0,0,30,22
Tomas Jurco,FA,RW,63,3,15,18,6,14,92,0,1,1,0,0,97,11
Alexei Emelin,FA,D,68,3,11,14,5,59,43,0,0,0,0,0,204,116
Jonas Brodin,MIN,D,71,3,14,17,21,8,95,1,0,2,0,1,31,128
Adam Larsson,SEA,D,64,3,21,24,2,34,91,1,0,0,0,3,92,120
Michael Bournival,FA,C,29,3,2,5,3,4,27,1,0,0,0,0,26,10
Craig Cunningham,FA,LW,51,3,4,7,-7,4,54,0,0,0,1,0,107,31
Dennis Everberg,FA,RW,55,3,9,12,-7,10,62,0,0,0,0,0,73,41
Leon Draisaitl,EDM,C,37,2,7,9,-17,4,49,1,1,1,0,0,21,8
Tye McGinn,VGK,LW,51,2,5,7,0,21,60,0,0,0,0,0,71,17
Micheal Ferland,VAN,LW,26,2,3,5,1,16,34,1,0,1,0,0,67,10
Mark Fayne,FA,D,74,2,6,8,-21,14,78,0,0,0,0,2,81,125
Brayden McNabb,VGK,D,71,2,22,24,11,52,74,1,0,5,0,0,175,56
Brenden Dillon,WPG,D,80,2,8,10,-13,77,91,1,0,0,1,1,154,139
Radko Gudas,FLA,D,31,2,3,5,-5,34,63,1,0,0,0,0,115,63
Mark Pysyk,DET,D,7,2,1,3,4,2,4,1,0,0,0,0,1,11
Jon Merrill,MIN,D,66,2,12,14,-14,24,47,0,2,2,0,1,59,89
Tyler Pitlick,STL,C,17,2,0,2,-3,4,18,1,0,0,0,0,55,17
Raphael Diaz,FA,D,56,2,2,4,-3,10,52,1,1,0,0,0,24,67
Kevan Miller,FA,D,41,2,5,7,20,15,37,1,0,0,0,0,87,60
Xavier Ouellet,PIT,D,21,2,1,3,4,2,27,0,0,0,0,0,11,13
Sven Baertschi,FA,LW,18,2,4,6,-3,10,15,0,0,0,0,0,8,7
Oscar Klefbom,EDM,D,60,2,18,20,-21,4,98,0,0,2,0,0,45,102
Matt Puempel,FA,LW,13,2,1,3,6,8,14,0,0,0,0,0,9,1
Nikita Nesterov,FA,D,27,2,5,7,6,16,44,0,1,1,0,0,42,17
Lucas Lessio,FA,LW,26,2,3,5,-10,8,44,0,0,0,0,0,59,6
Andy Andreoff,NYI,C,18,2,1,3,1,18,14,1,0,0,0,0,33,0
Matt Tennyson,FA,D,27,2,6,8,0,16,37,0,1,1,0,1,48,34
Derrick Pouliot,FA,D,34,2,5,7,-11,4,56,2,1,3,0,0,15,20
Sven Andrighetto,FA,RW,12,2,1,3,0,0,12,0,0,0,0,0,5,4
Christian Folin,FA,D,40,2,8,10,3,13,39,0,0,1,0,0,46,42
Danny DeKeyser,FA,D,80,2,29,31,11,42,89,1,0,6,0,0,74,88
Scott Laughton,PHI,C,31,2,4,6,-1,17,51,0,0,1,0,0,58,11
Damien Brunner,FA,RW,17,2,5,7,-1,8,29,0,0,4,0,0,7,3
Petteri Lindbohm,FLA,D,23,2,1,3,-1,26,32,0,0,0,0,0,26,22
Mark Stuart,FA,D,70,2,12,14,5,69,51,1,0,0,0,2,166,142
Deryk Engelland,FA,D,76,2,9,11,-16,53,51,0,0,0,0,1,132,141
Colin McDonald,NYI,RW,18,2,6,8,-3,0,29,0,0,0,0,0,72,6
John-Michael Liles,FA,D,57,2,20,22,-9,14,90,0,0,7,0,0,71,74
Maxim Lapierre,FA,C,80,2,9,11,-15,32,86,0,0,0,0,0,153,36
Nick Schultz,FA,D,80,2,13,15,2,47,69,1,0,1,0,0,113,166
Jay Bouwmeester,FA,D,72,2,11,13,7,24,92,0,0,4,0,0,42,99
Ron Hainsey,FA,D,81,2,8,10,-14,16,83,0,0,1,0,0,110,120
Eric Boulton,FA,LW,10,2,0,2,-1,30,9,0,0,0,0,0,10,4
Barret Jackman,FA,D,80,2,13,15,3,47,86,1,0,0,0,1,108,126
Scott Hannan,FA,D,58,2,5,7,0,26,53,0,0,0,0,0,32,69
Tomas Kopecky,FA,RW,64,2,6,8,-19,28,106,1,0,0,0,0,88,22
Carlo Colaiacovo,FA,D,33,2,6,8,0,10,42,0,0,2,0,0,46,33
Nate Guenin,FA,D,76,2,13,15,-1,32,38,0,0,0,0,0,94,162
Ryan Suter,DAL,D,77,2,36,38,7,48,150,1,1,10,0,1,69,127
Tim Erixon,FA,D,42,2,5,7,-7,14,36,0,1,4,0,0,34,32
John Moore,ANH,D,57,2,9,11,-4,30,77,0,0,4,0,0,77,52
Dylan Olsen,FA,D,44,2,6,8,-7,20,44,0,0,1,0,0,77,52
Brian Strait,FA,D,52,2,5,7,-1,32,59,0,0,0,0,1,124,85
Jordie Benn,TOR,D,73,2,14,16,-5,34,70,0,0,2,0,0,92,121
Carl Gunnarsson,FA,D,61,2,10,12,10,2,54,0,0,1,0,0,42,114
Luke Gazdic,FA,LW,40,2,1,3,-4,43,26,0,0,0,0,0,76,15
Paul Postma,FA,D,42,2,4,6,1,16,40,0,2,0,0,0,17,28
Viktor Stalberg,FA,LW,25,2,8,10,0,18,27,1,0,0,0,0,54,10
Steven Kampfer,DET,D,25,2,2,4,-4,12,28,1,0,1,0,0,49,33
Nate Prosser,FA,D,63,2,5,7,-1,32,38,1,0,0,0,0,34,102
Michal Jordan,FA,D,38,2,4,6,-7,4,44,0,2,0,0,0,35,61
Brandon Kozun,FA,RW,20,2,2,4,-3,6,8,0,0,0,0,0,21,4
Brandon Gormley,FA,D,27,2,2,4,-7,10,39,0,1,0,0,0,26,32
Jeremy Morin,FA,LW,43,2,4,6,1,28,73,0,0,0,0,0,45,5
Chris Tanev,CGY,D,70,2,18,20,8,12,53,1,0,2,0,0,23,170
Ben Chiarot,DET,D,40,2,6,8,5,22,37,0,0,0,0,0,70,51
Marc-Andre Cliche,TOR,C,74,2,5,7,-2,17,68,0,0,0,0,0,27,28
Andrew MacDonald,FA,D,58,2,10,12,-5,41,62,0,1,4,0,0,35,86
Johnny Oduya,FA,D,76,2,8,10,5,26,76,0,0,0,0,0,69,123
Thomas Hickey,FA,D,81,2,20,22,-12,26,82,1,0,0,0,2,117,136
Trevor Smith,FA,C,54,2,3,5,-9,12,46,0,0,0,0,0,75,25
Matt Hunwick,FA,D,55,2,9,11,17,16,72,1,0,2,0,0,55,43
Steve Pinizzotto,FA,RW,18,2,2,4,1,30,15,0,0,0,0,0,32,2
Zack Smith,FA,C,37,2,1,3,-8,18,38,0,0,0,0,0,64,13
Ben Lovejoy,FA,D,60,2,12,14,-4,25,86,0,0,0,0,2,170,105
Brett Bellemore,FA,D,49,2,8,10,1,27,26,1,0,0,0,0,148,54
Jesse Joensuu,FA,RW,20,2,2,4,-8,14,18,0,0,0,1,0,37,9
David Schlemko,FA,D,44,1,3,4,1,12,45,0,0,2,0,0,45,84
Mike Weber,FA,D,64,1,6,7,-22,68,41,0,0,0,0,1,172,168
Tanner Glass,FA,LW,66,1,5,6,-12,98,53,0,0,0,0,0,213,32
Chris Porter,FA,LW,24,1,1,2,-3,6,24,1,0,0,0,0,63,1
Chris Mueller,PHI,C,7,1,1,2,-1,0,10,0,1,0,0,0,3,1
Bryan Lerg,FA,LW,2,1,0,1,-1,0,8,1,0,0,0,0,3,0
T.J. Galiardi,FA,LW,38,1,0,1,-8,2,35,0,0,0,0,0,38,14
Jared Boll,FA,RW,72,1,4,5,-13,109,28,0,0,0,0,0,131,17
Andrew Ebbett,FA,C,24,1,5,6,1,2,21,0,0,0,0,0,10,12
Landon Ferraro,FA,RW,3,1,0,1,1,0,4,1,0,0,0,0,3,3
Alex Biega,FA,D,7,1,0,1,-2,0,7,1,0,0,0,0,34,8
Kael Mouillierat,FA,LW,6,1,1,2,-3,8,1,0,0,0,0,0,8,3
Joey Hishon,FA,C,13,1,1,2,-1,0,19,1,0,0,0,0,3,7
Mark Barberio,FA,D,52,1,6,7,-4,16,53,0,0,0,0,0,35,46
Justin Braun,PHI,D,70,1,22,23,8,48,94,0,0,2,0,0,79,130
Colin Greening,FA,LW,26,1,0,1,-5,29,39,0,0,0,0,0,85,14
Justin Hodgman,STL,C,5,1,0,1,-2,2,3,0,1,0,0,0,8,0
Jordan Szwarz,FA,RW,9,1,0,1,-2,2,8,0,0,0,0,0,5,9
Zac Dalpe,FLA,C,21,1,2,3,-11,4,29,0,0,0,0,0,15,8
Brandon McMillan,FA,LW,58,1,3,4,-19,16,51,0,0,0,0,0,91,23
Brandon Bollig,FA,LW,62,1,4,5,-9,88,67,0,0,0,0,0,137,23
Anthony Peluso,EDM,RW,49,1,1,2,-3,86,23,0,0,0,0,0,100,5
Justin Falk,FA,D,18,1,1,2,-9,14,18,0,0,0,0,0,12,19
Zac Rinaldo,FA,C,58,1,5,6,-9,102,45,0,0,0,0,0,216,20
Zach Sill,FA,RW,63,1,3,4,-5,84,43,0,0,0,0,0,173,27
Calvin de Haan,CAR,D,65,1,11,12,3,24,92,0,0,1,1,0,140,130
Braydon Coburn,FA,D,43,1,10,11,2,25,46,0,0,0,0,0,62,66
Robert Scuderi,FA,D,82,1,9,10,9,17,52,0,0,0,0,1,41,110
Tim Gleason,FA,D,72,1,8,9,-13,55,54,0,0,0,0,0,167,108
Dan Hamhuis,FA,D,59,1,22,23,0,44,82,0,1,2,0,0,82,71
Cody McCormick,FA,C,33,1,3,4,-9,40,31,0,0,0,1,0,77,29
Shawn Thornton,FA,LW,46,1,4,5,-13,50,53,0,0,0,0,0,93,5
Stephane Veilleux,FA,LW,12,1,1,2,0,10,9,1,0,0,0,0,9,8
Jordan Leopold,FA,D,43,1,3,4,-6,19,39,0,1,0,0,0,33,50
Matt Ellis,FA,C,39,1,1,2,-12,4,29,1,0,0,0,0,10,16
Stephane Robidas,FA,D,52,1,6,7,8,34,34,0,0,0,0,1,141,75
Michal Rozsival,FA,D,65,1,12,13,0,22,56,0,0,0,0,0,103,87
Dan Cleary,FA,LW,17,1,1,2,-4,6,17,0,0,0,0,0,21,9
Sergei Gonchar,FA,D,48,1,13,14,6,18,46,0,0,4,0,0,45,71
Manny Malhotra,FA,C,58,1,3,4,-6,12,46,1,0,0,0,0,37,62
Craig Adams,FA,RW,70,1,6,7,-1,44,51,1,0,0,0,1,183,29
Ryane Clowe,FA,LW,13,1,3,4,-1,4,15,0,0,0,0,0,21,1
Marc Methot,FA,D,45,1,10,11,22,18,49,0,0,0,0,0,94,70
Adam Burish,FA,RW,20,1,2,3,-6,33,22,0,0,0,0,0,11,19
Andre Benoit,FA,D,59,1,8,9,-19,20,45,0,0,1,1,0,38,98
Adam McQuaid,FA,D,63,1,6,7,-2,85,60,0,0,0,0,0,141,91
Clayton Stoner,FA,D,69,1,7,8,-2,68,68,1,0,0,0,0,128,84
Jan Hejda,FA,D,81,1,12,13,-12,42,84,0,0,0,0,1,170,140
Ryan Hamilton,FA,LW,16,1,1,2,-8,6,12,0,1,0,0,0,27,13
Olli Maatta,DET,D,20,1,8,9,1,10,27,0,0,2,0,0,18,33
Stefan Matteau,FA,RW,7,1,0,1,0,4,8,0,0,0,0,0,17,1
