,,,,Overall,,,,,,,PP,,SH,,Defense,
David Kampf,TOR,RW,70,8,8,16,-11,8,90,2,0,0,1,0,52,26
Kirby Dach,MON,C,64,8,15,23,-1,24,101,2,0,3,0,0,33,23
Filip Zadina,DET,RW,28,8,7,15,-13,2,60,1,4,3,0,0,11,10
Quinn Hughes,VAN,D,68,8,45,53,-10,22,126,2,3,22,0,0,7,46
Joel Farabee,PHI,LW,52,8,13,21,6,39,81,1,1,1,0,0,31,18
Jack Hughes,NJ,C,61,7,14,21,-26,10,123,2,4,5,0,0,12,21
Eric Robinson,CLS,LW,50,7,5,12,10,12,69,3,0,0,0,0,79,15
Ondrej Kase,CAR,RW,55,7,17,24,-7,14,144,0,0,2,1,0,13,17
Colin White,FLA,C,61,7,16,23,-12,39,83,0,1,3,0,0,47,30
Dominik Simon,FA,C,64,7,15,22,-9,12,102,0,0,1,0,0,57,20
Kyle Clifford,TOR,LW,69,7,10,17,-7,68,110,0,0,0,0,0,133,15
Antoine Roussel,FA,LW,41,7,6,13,0,43,55,1,1,1,0,0,44,14
Nicolas Deslauriers,PHI,LW,59,7,6,13,-1,92,64,1,0,0,0,0,137,32
Mark Borowiecki,NSH,D,53,7,11,18,1,58,63,0,0,0,1,0,199,120
Marcus Sorensen,FA,RW,66,7,11,18,-12,26,78,0,0,0,1,0,56,18
Alexander Steen,FA,LW,55,7,10,17,7,12,71,0,0,1,0,0,26,47
Joe Thornton,FA,C,70,7,24,31,-19,34,76,1,3,5,0,0,20,29
P.K. Subban,FA,D,68,7,11,18,-21,79,151,3,2,4,0,0,88,90
Drew Doughty,LA,D,67,7,28,35,-16,36,141,2,5,9,0,1,106,87
Mathieu Perreault,FA,C,49,7,8,15,-9,10,71,0,2,0,0,0,69,19
Nic Dowd,WAS,C,56,7,8,15,11,28,52,1,0,0,3,0,117,26
Sonny Milano,WAS,LW,55,7,16,23,-7,26,75,2,1,2,0,0,26,13
Nicolas Aube-Kubel,WAS,C,36,7,8,15,1,19,48,1,2,1,0,0,82,16
Jonathan Drouin,MON,C,27,7,8,15,-6,14,51,1,1,3,0,0,25,5
Nate Schmidt,WPG,D,59,7,24,31,11,12,112,0,1,6,0,0,25,91
Frederik Gauthier,FA,C,61,7,5,12,-4,10,42,0,0,0,0,0,66,23
MacKenzie Weegar,CGY,D,45,7,11,18,6,33,77,1,0,0,0,0,76,71
Carson Soucy,SEA,D,55,7,7,14,16,18,61,1,0,0,1,0,69,50
William Carrier,VGK,LW,71,7,12,19,0,39,99,1,0,0,0,0,213,11
Joel Edmundson,MON,D,68,7,13,20,7,72,97,0,0,0,0,0,118,91
Stefan Noesen,CAR,C,40,7,2,9,-1,32,67,2,1,0,0,0,74,17
Josh Leivo,STL,LW,36,7,12,19,0,4,69,0,0,5,0,0,17,8
Jacob Trouba,NYR,D,70,7,20,27,-12,61,168,1,4,4,0,2,173,128
Mackenzie MacEachern,CAR,LW,51,7,3,10,2,33,63,2,0,0,0,0,82,13
Brock McGinn,PIT,LW,68,7,10,17,-4,17,93,1,0,0,2,0,80,28
Cedric Paquette,FA,C,61,7,11,18,-1,42,78,0,0,0,1,1,175,49
Erik Gustafsson,WAS,D,66,6,23,29,-9,27,103,0,2,7,0,0,86,58
Jaccob Slavin,CAR,D,68,6,30,36,30,10,145,3,0,3,0,1,43,107
Martin Frk,STL,RW,17,6,2,8,-1,4,26,1,1,0,0,0,14,3
Jujhar Khaira,CHI,C,64,6,4,10,-19,38,69,1,0,0,0,0,136,30
Sean Kuraly,CLS,C,69,6,17,23,-2,34,95,0,0,1,0,1,145,31
Matt Dumba,MIN,D,69,6,18,24,-7,41,167,1,1,7,0,1,98,88
Luke Glendening,DAL,C,60,6,3,9,-29,14,76,1,0,0,1,0,147,68
Mattias Janmark,EDM,C,62,6,15,21,-5,12,86,0,1,4,1,1,22,37
Rasmus Ristolainen,PHI,D,69,6,27,33,-2,46,128,0,2,7,0,1,203,82
Seth Jones,CHI,D,56,6,24,30,10,20,126,0,2,7,0,1,62,123
Brendan Lemieux,LA,LW,59,6,12,18,-14,111,86,0,2,3,1,1,164,52
Sam Lafferty,CHI,RW,50,6,7,13,5,23,56,1,0,0,0,0,95,17
Devon Toews,COL,D,68,6,22,28,1,16,122,1,1,5,0,0,55,75
Michael Amadio,VGK,C,68,6,10,16,-11,10,99,0,0,3,0,0,21,22
Melker Karlsson,FA,C,61,6,6,12,-7,20,56,0,0,0,0,0,38,39
Nick Holden,OTT,D,61,6,8,14,-1,13,101,0,1,0,0,1,129,74
Tyler Myers,VAN,D,68,6,15,21,-7,49,134,1,1,6,1,0,99,108
Erik Karlsson,SJ,D,56,6,34,40,-15,16,120,0,1,12,1,0,26,74
Colton Sceviour,FA,RW,69,6,10,16,2,6,114,0,0,0,0,0,91,72
Sam Gagner,WPG,C,42,6,7,13,-10,12,79,0,2,1,0,0,22,10
Brad Richardson,FA,C,59,6,5,11,1,20,76,3,0,0,1,1,77,44
Brian Boyle,FA,C,39,6,9,15,-5,17,56,1,1,0,0,0,65,34
Loui Eriksson,FA,RW,49,6,7,13,-2,12,59,0,0,0,0,0,10,15
Valtteri Filppula,FA,C,70,6,15,21,-42,24,63,0,1,4,1,0,28,31
Trevor Lewis,CGY,C,56,6,6,12,-7,16,92,1,0,0,0,0,68,22
Michael Frolik,FA,LW,57,6,8,14,-12,28,70,1,0,0,2,1,32,22
John Klingberg,ANH,D,58,6,26,32,-10,22,120,0,2,15,0,0,29,72
Johan Larsson,FA,C,62,6,12,18,8,26,60,0,0,0,0,0,85,31
Chris Wagner,BOS,RW,67,6,4,10,-8,47,78,0,0,0,1,0,192,31
Jake Muzzin,TOR,D,53,6,17,23,12,40,99,1,0,0,0,1,109,110
Austin Watson,OTT,LW,53,6,8,14,-9,65,50,1,0,0,0,2,131,48
John Marino,NJ,D,56,6,20,26,17,20,61,0,1,3,0,0,72,77
Austin Wagner,LA,LW,65,6,5,11,-5,39,124,0,0,0,0,0,145,19
Sam Steel,MIN,C,65,6,16,22,-13,20,85,1,1,7,0,0,24,25
Christian Fischer,ARI,RW,56,6,3,9,2,16,83,1,0,0,0,0,140,22
Kevin Stenlund,WPG,C,32,6,4,10,2,8,57,1,3,2,0,0,19,22
Sammy Blais,NYR,LW,40,6,7,13,-2,20,56,1,0,0,0,0,155,15
Evan Rodrigues,COL,C,45,6,4,10,-8,14,75,1,1,0,0,0,24,15
Thomas Chabot,OTT,D,71,6,33,39,-18,42,186,0,0,11,0,0,79,85
Jesperi Kotkaniemi,CAR,LW,36,6,2,8,-11,23,55,0,1,1,0,0,51,16
Alexandre Texier,CLS,C,36,6,7,13,3,10,49,1,0,1,0,0,20,7
Blake Lizotte,LA,LW,65,6,17,23,-4,20,87,0,2,1,2,1,42,22
Neal Pionk,WPG,D,71,6,39,45,10,32,177,1,3,22,0,0,165,78
Zach Aston-Reese,TOR,C,57,6,7,13,6,28,98,0,0,0,1,0,136,30
Dillon Dube,CGY,C,45,6,10,16,0,6,60,2,1,1,0,0,59,13
Trevor Moore,LA,LW,42,6,4,10,-4,6,60,0,0,0,0,1,60,17
Dylan Gambrell,OTT,C,50,5,6,11,-8,17,43,1,0,1,0,0,40,29
Zack MacEwen,PHI,C,17,5,1,6,6,20,17,0,0,0,0,0,41,5
Cody Glass,NSH,C,39,5,7,12,-7,6,51,1,1,5,0,0,15,6
Max Comtois,ANH,LW,29,5,6,11,-4,24,32,0,2,1,0,0,61,8
Sean Walker,LA,D,70,5,19,24,-12,26,127,0,0,5,0,0,81,84
Gaetan Haas,FA,C,58,5,5,10,-1,6,54,0,0,1,0,0,58,28
Noah Hanifin,CGY,D,70,5,17,22,-12,12,132,0,1,4,0,0,82,89
Rasmus Andersson,CGY,D,70,5,17,22,-7,57,124,0,0,4,0,0,51,83
Erik Cernak,TB,D,67,5,7,12,11,59,125,1,0,0,0,0,172,97
Charlie McAvoy,BOS,D,67,5,27,32,24,41,101,1,1,1,0,1,131,131
Dante Fabbro,NSH,D,64,5,6,11,-7,38,92,0,1,0,0,0,54,85
Troy Stecher,ARI,D,69,5,12,17,10,32,86,0,0,0,0,0,69,70
Nicolas Roy,VGK,C,28,5,5,10,3,8,42,1,1,0,0,0,39,7
Ethan Bear,VAN,D,71,5,16,21,-4,33,99,1,1,1,0,0,59,106
Vladislav Gavrikov,CLS,D,69,5,13,18,1,18,81,1,0,0,0,0,79,92
Mason Appleton,WPG,C,46,5,3,8,-9,20,55,0,0,0,1,0,20,12
Cody Eakin,FA,C,49,5,10,15,-3,16,61,1,0,1,0,0,49,16
Matt Martin,NYI,LW,55,5,3,8,-1,40,49,2,0,0,0,0,242,24
Tyson Barrie,EDM,D,70,5,34,39,-7,16,169,0,1,11,0,0,47,76
Sami Vatanen,FA,D,47,5,18,23,-12,22,95,0,1,9,0,1,50,80
Greg McKegg,EDM,C,53,5,4,9,-2,17,40,0,0,0,1,1,69,24
Justin Faulk,STL,D,69,5,11,16,-3,32,147,1,1,2,0,1,82,76
Keith Yandle,FA,D,69,5,40,45,0,20,129,0,2,19,0,0,18,51
Bobby Ryan,FA,RW,24,5,3,8,3,22,43,0,0,0,0,0,41,13
Marc-Edouard Vlasic,SJ,D,70,5,10,15,-10,10,74,1,0,0,1,0,37,97
Mark Giordano,TOR,D,60,5,26,31,2,34,157,0,2,9,0,2,42,148
Corey Perry,TB,RW,57,5,16,21,-2,70,77,0,1,6,0,0,60,33
Zdeno Chara,FA,D,68,5,9,14,26,60,86,2,0,0,0,0,78,101
Riley Nash,FA,C,64,5,9,14,6,10,64,1,0,0,1,0,68,36
Anton Stralman,BOS,D,69,5,14,19,-6,14,89,3,0,0,0,1,68,96
Alexander Edler,LA,D,59,5,28,33,13,62,118,1,1,6,0,0,108,162
Aaron Ekblad,FLA,D,67,5,36,41,12,26,147,1,0,6,0,1,34,84
Brandon Montour,FLA,D,54,5,13,18,13,28,86,0,0,2,0,0,60,53
Darnell Nurse,EDM,D,71,5,28,33,-2,48,170,1,0,5,0,0,172,141
Josh Morrissey,WPG,D,65,5,26,31,1,24,120,0,1,11,0,0,34,59
Alexander Wennberg,SEA,C,57,5,17,22,-5,16,72,1,1,4,0,0,21,31
Curtis Lazar,VAN,C,38,5,5,10,-3,9,33,0,0,0,0,1,70,24
Oscar Klefbom,EDM,D,62,5,29,34,-17,24,159,0,2,16,0,0,45,180
Connor Murphy,CHI,D,58,5,14,19,2,27,117,0,0,0,0,1,128,138
Scott Mayfield,NYI,D,67,5,8,13,8,53,98,1,0,0,0,2,93,117
Victor Rask,FA,C,43,5,8,13,7,6,38,2,0,0,0,0,26,8
Devin Shore,EDM,C,45,5,7,12,-10,8,50,1,0,2,0,0,52,15
Shayne Gostisbehere,ARI,D,42,5,7,12,-4,20,73,1,1,4,0,0,14,37
Mark Jankowski,NSH,C,56,5,2,7,-12,14,38,0,0,0,0,0,14,33
Tim Schaller,FA,C,53,5,1,6,-14,14,49,0,0,0,1,0,51,28
Vinnie Hinostroza,BUF,RW,68,5,17,22,1,14,132,0,0,1,0,1,51,26
Ben Hutton,VGK,D,65,4,12,16,5,14,114,1,0,0,0,0,51,76
Nikolai Prokhorkin,FA,LW,43,4,10,14,-6,6,63,1,0,3,0,0,38,7
Dominic Toninato,WPG,LW,46,4,7,11,4,37,38,0,0,0,0,0,57,28
Matt Grzelcyk,BOS,D,68,4,17,21,15,34,112,1,1,6,0,1,56,67
Olli Maatta,DET,D,65,4,13,17,0,20,80,0,0,0,0,2,119,110
Adam Lowry,WPG,LW,49,4,6,10,-4,23,68,1,0,0,1,1,137,22
Leo Komarov,FA,LW,48,4,10,14,2,10,46,1,0,0,0,1,123,29
Tobias Rieder,FA,RW,55,4,6,10,-12,6,77,0,0,0,1,1,30,26
Nikita Zadorov,CGY,D,64,4,9,13,6,65,65,0,0,0,0,0,175,66
Brett Pesce,CAR,D,61,4,14,18,7,27,104,0,0,0,0,2,22,91
Tyler Motte,OTT,C,34,4,4,8,-10,10,38,0,0,0,0,0,118,37
Will Butcher,DAL,D,56,4,17,21,-8,6,62,1,0,1,0,0,31,75
Tucker Poolman,VAN,D,57,4,12,16,-1,24,64,1,0,0,1,0,58,59
Michael Dal Colle,FA,LW,53,4,6,10,-8,12,59,0,0,0,0,0,81,21
Haydn Fleury,TB,D,45,4,10,14,-2,8,65,0,0,0,0,1,48,45
Ian Cole,TB,D,65,4,22,26,21,36,92,1,0,0,0,0,83,122
Marco Scandella,STL,D,62,4,9,13,14,20,77,0,0,0,0,0,78,60
Paul Byron,MON,C,29,4,6,10,5,4,29,0,0,0,1,0,42,18
Jake Gardiner,CAR,D,68,4,20,24,-24,30,87,2,1,10,0,0,43,42
Zack Smith,FA,C,50,4,7,11,2,29,43,1,0,0,1,1,112,18
Alex Goligoski,MIN,D,70,4,28,32,8,24,101,0,2,9,0,0,91,134
Nathan Gerbe,FA,LW,30,4,6,10,-7,22,55,0,0,0,0,0,46,8
Mikko Koivu,FA,C,55,4,17,21,2,28,74,0,1,6,0,1,25,33
Nate Thompson,FA,C,70,4,11,15,-1,30,67,1,0,0,0,1,118,50
Frans Nielsen,FA,C,60,4,5,9,-13,8,86,0,0,2,1,1,44,35
Joakim Nordstrom,FA,C,48,4,3,7,-6,17,49,0,0,0,0,0,91,31
Dmitry Orlov,WAS,D,69,4,23,27,5,36,105,2,1,4,0,1,106,82
T.J. Brodie,TOR,D,64,4,15,19,7,36,65,1,0,1,0,0,20,87
Erik Gudbranson,CLS,D,51,4,5,9,0,95,78,0,0,0,0,1,89,58
Matt Roy,LA,D,70,4,14,18,16,10,112,0,0,1,0,0,132,100
Philippe Myers,TB,D,50,4,12,16,17,30,78,0,0,0,0,0,80,44
Troy Terry,ANH,C,47,4,11,15,-5,6,73,0,0,2,0,0,3,9
Dmytro Timashov,FA,LW,44,4,5,9,1,16,37,1,0,0,0,0,93,11
Caleb Jones,CHI,D,43,4,5,9,-1,10,38,1,0,1,0,0,33,46
Mathieu Joseph,OTT,RW,37,4,3,7,-2,16,35,0,0,0,0,1,47,10
Denis Malgin,TOR,C,44,4,8,12,-9,14,50,0,1,0,0,1,35,16
Kevin Rooney,CGY,C,49,4,5,9,8,20,59,0,0,0,2,1,64,32
Travis Dermott,VAN,D,56,4,7,11,14,37,65,1,0,0,0,0,76,58
Brandon Carlo,BOS,D,67,4,15,19,16,33,111,0,0,0,0,0,126,76
Brendan Guhle,FA,D,30,4,4,8,-2,10,39,1,0,0,0,0,21,43
Rasmus Dahlin,BUF,D,59,4,36,40,-7,38,90,1,2,17,0,0,72,51
Henri Jokiharju,BUF,D,69,4,11,15,-6,32,78,0,1,1,0,0,74,63
Adam Boqvist,CLS,D,41,4,9,13,-3,6,50,1,0,2,0,0,33,43
Casey Mittelstadt,BUF,C,31,4,5,9,-5,2,34,1,1,1,0,0,11,8
Jesper Boqvist,NJ,C,35,4,0,4,-11,8,41,0,1,0,0,0,37,16
Joey Anderson,TOR,RW,18,4,2,6,1,2,21,0,0,0,0,0,16,6
Samuel Girard,COL,D,70,4,30,34,1,17,96,1,1,12,0,0,46,92
Jordan Kyrou,STL,RW,28,4,5,9,1,8,39,0,0,1,0,0,8,8
Victor Mete,TOR,D,51,4,7,11,5,20,57,1,0,1,0,0,20,60
Noah Gregor,SJ,C,28,3,2,5,-5,8,33,0,1,1,0,0,50,6
Gabriel Vilardi,LA,C,10,3,4,7,0,4,19,0,1,1,0,0,1,4
Joel Kellman,FA,C,31,3,4,7,-1,4,31,1,0,0,0,1,28,18
Joakim Nygard,FA,LW,33,3,6,9,0,8,39,0,1,0,0,0,18,8
Morgan Geekie,SEA,C,2,3,1,4,3,2,4,0,0,0,0,0,1,4
Drake Batherson,OTT,RW,23,3,7,10,-12,13,32,0,1,5,0,0,51,11
Par Lindholm,FA,C,40,3,3,6,6,4,35,1,0,0,0,0,23,26
Mitchell Stephens,MON,C,38,3,3,6,-9,10,43,0,0,0,0,0,36,9
Michal Kempny,FA,D,58,3,15,18,19,22,73,0,0,0,0,0,42,72
Filip Chlapik,FA,C,31,3,3,6,-7,10,27,1,0,0,0,0,71,11
Markus Nutivaara,SJ,D,37,3,6,9,2,4,47,0,0,1,0,0,35,33
Vladimir Tarasenko,STL,RW,10,3,7,10,-2,0,26,0,1,2,0,0,17,7
Zac Rinaldo,FA,C,19,3,2,5,-1,34,19,2,0,0,0,0,69,8
Nick Leddy,STL,D,60,3,18,21,-1,14,72,0,1,3,0,0,62,72
Travis Hamonic,OTT,D,50,3,9,12,-3,27,83,0,0,0,0,0,39,110
Justin Braun,PHI,D,62,3,16,19,-2,18,70,0,0,1,0,0,91,84
Justin Dowling,VAN,C,29,3,3,6,-3,8,29,1,0,0,0,0,25,12
Tom Kuhnhackl,NYI,RW,28,3,3,6,-4,2,28,1,0,0,0,1,31,22
Erik Johnson,COL,D,59,3,13,16,9,20,99,1,0,0,0,0,97,115
Jack Johnson,CHI,D,67,3,8,11,-1,26,63,0,0,0,1,0,183,97
Andrew Cogliano,COL,LW,68,3,11,14,2,30,68,0,0,0,0,0,86,31
Mike Green,FA,D,50,3,8,11,-34,32,76,1,1,3,0,0,61,66
Duncan Keith,FA,D,61,3,24,27,1,18,111,0,2,9,0,0,26,117
Brent Seabrook,TB,D,32,3,1,4,1,8,40,1,1,0,0,0,52,61
Alec Martinez,VGK,D,51,3,13,16,-4,23,75,0,0,4,0,0,43,117
Brendan Smith,NJ,D,62,3,5,8,-12,71,45,0,0,0,1,1,90,41
Cal Clutterbuck,NYI,RW,37,3,4,7,6,22,35,0,0,0,1,1,127,38
Ross Johnston,NYI,LW,32,3,1,4,1,78,16,0,0,0,0,0,93,14
Ryan Carpenter,NYR,C,69,3,12,15,-6,28,80,0,0,0,1,2,117,48
Jordan Oesterle,DET,D,58,3,10,13,-9,14,69,0,0,2,0,0,48,88
Jayce Hawryluk,OTT,C,26,3,7,10,1,16,26,0,0,0,0,0,65,9
Josh Brown,ARI,D,56,3,5,8,1,39,48,1,0,0,0,0,77,53
John Hayden,SEA,C,43,3,1,4,-2,77,39,1,0,0,0,0,87,27
Madison Bowey,MON,D,53,3,14,17,-16,34,70,0,0,1,0,0,53,58
Robert Hagg,DET,D,49,3,10,13,14,30,38,0,1,0,0,0,136,79
Andrew Shaw,FA,C,26,3,7,10,-4,33,46,0,1,1,0,0,74,9
Travis Boyd,ARI,C,24,3,7,10,9,2,26,0,0,1,0,0,14,9
Colin Blackwell,CHI,C,27,3,7,10,7,10,31,0,0,0,0,0,43,23
Morgan Rielly,TOR,D,47,3,24,27,6,24,123,2,0,7,0,0,38,67
Logan Shaw,FA,RW,35,3,2,5,0,0,20,0,0,1,0,0,24,13
Nick Shore,FA,C,63,3,3,6,1,20,45,0,0,0,0,0,55,20
Markus Granlund,FA,C,34,3,1,4,-1,14,26,1,0,0,0,0,15,18
Jamie Oleksiak,SEA,D,69,3,7,10,-6,41,76,1,0,0,0,0,153,59
Justin Schultz,SEA,D,46,3,9,12,-13,6,86,0,0,6,0,0,36,50
Esa Lindell,DAL,D,69,3,20,23,5,12,98,2,1,6,0,3,89,127
Jake McCabe,CHI,D,66,3,10,13,-11,41,75,1,0,0,1,0,91,90
Brendan Leipsic,FA,LW,61,3,8,11,3,13,49,1,0,1,0,0,57,20
Kurtis MacDermid,COL,D,45,3,5,8,-9,47,51,0,0,0,0,1,95,43
Joseph Blandisi,FA,C,21,2,3,5,-3,10,12,1,0,0,0,0,26,9
Jordan Martinook,CAR,LW,45,2,11,13,-2,22,44,1,0,0,0,2,72,23
Stefan Matteau,FA,RW,9,2,1,3,0,5,18,0,0,0,0,0,27,10
Brett Ritchie,CGY,RW,27,2,4,6,-3,21,34,1,0,1,0,0,89,3
Hampus Lindholm,BOS,D,56,2,21,23,-10,34,109,1,1,7,0,2,34,71
Ryan Murray,EDM,D,27,2,7,9,-9,4,32,0,0,2,0,0,12,50
Tyler Graovac,FA,C,8,2,0,2,-2,2,5,0,2,0,0,0,6,3
Adam Erne,DET,RW,56,2,3,5,-24,28,63,0,0,0,0,0,142,25
Jacob De La Rose,FA,C,50,2,7,9,2,10,46,0,0,0,0,0,120,16
Mirco Mueller,FA,D,50,2,5,7,-13,23,29,0,0,1,0,0,63,91
Scott Sabourin,OTT,RW,35,2,4,6,-6,33,29,0,0,0,0,0,74,13
Chad Ruhwedel,PIT,D,41,2,4,6,4,12,44,0,0,0,0,0,74,25
Connor Clifton,BOS,D,31,2,0,2,4,12,20,0,0,0,0,0,90,33
Marcus Pettersson,PIT,D,69,2,20,22,9,35,79,0,0,2,0,0,106,84
Christoffer Ehn,FA,C,54,2,2,4,-21,2,36,0,0,0,0,0,59,18
Jay Beagle,FA,C,55,2,6,8,-9,38,49,1,0,0,1,1,69,42
Mikkel Boedker,FA,LW,20,2,2,4,-1,0,29,0,0,0,1,0,12,5
Luca Sbisa,FA,D,44,2,8,10,1,37,49,0,0,0,0,0,91,71
Michael Del Zotto,FLA,D,49,2,13,15,5,14,57,0,0,1,0,0,101,55
Carl Gunnarsson,FA,D,36,2,5,7,8,16,31,0,0,0,0,1,27,51
Michael Stone,CGY,D,33,2,5,7,-5,16,57,0,0,0,0,0,52,54
Johnny Boychuk,FA,D,64,2,9,11,-11,14,96,0,1,0,0,0,135,128
Marc Staal,FLA,D,52,2,9,11,5,16,46,0,0,0,0,0,69,76
Andy Greene,FA,D,63,2,12,14,1,16,60,0,0,1,0,2,30,155
Bryan Little,ARI,C,7,2,3,5,4,2,13,1,0,0,0,0,3,3
Andrej Sekera,FA,D,57,2,6,8,9,14,63,0,0,0,1,0,34,75
Jon Merrill,MIN,D,49,2,5,7,9,32,37,0,0,0,0,1,51,71
Justin Holl,TOR,D,68,2,16,18,13,43,89,0,0,0,0,0,89,83
Radko Gudas,FLA,D,63,2,13,15,15,40,90,1,0,0,0,0,164,75
Stephen Johns,FA,D,17,2,3,5,0,10,30,0,0,0,0,0,50,20
Jonas Brodin,MIN,D,69,2,26,28,15,24,103,0,0,1,0,2,41,112
Brayden McNabb,VGK,D,71,2,7,9,1,40,73,0,0,0,1,0,201,133
Taylor Fedun,PIT,D,27,2,7,9,3,8,40,0,0,0,0,0,16,19
Dmitry Kulikov,ANH,D,51,2,8,10,-4,32,54,1,0,0,0,0,104,77
John Moore,ANH,D,24,2,1,3,-2,11,33,0,0,0,0,0,36,27
Robert Bortuzzo,STL,D,42,2,4,6,12,21,36,1,0,0,0,0,66,43
Gabriel Bourque,FA,LW,52,2,4,6,-1,7,33,0,0,0,0,0,125,40
Chris Tanev,CGY,D,69,2,18,20,4,41,45,1,0,1,0,1,32,159
Kieffer Bellows,PHI,LW,8,2,1,3,3,2,11,1,0,0,0,0,12,4
Dennis Cholowski,NYI,D,36,2,6,8,-26,6,51,1,1,4,0,0,15,35
Jansen Harkins,WPG,C,29,2,5,7,-2,5,29,0,0,0,0,0,8,10
Jacob Larsson,OTT,D,60,2,9,11,-9,12,58,0,0,0,0,0,34,57
Yakov Trenin,NSH,C,21,2,4,6,1,9,25,0,0,0,0,0,46,9
Jonas Siegenthaler,NJ,D,64,2,7,9,11,43,49,1,0,0,0,0,51,105
Oliver Kylington,CGY,D,48,2,5,7,-6,16,37,0,0,0,0,0,36,34
Aleksi Saarela,FLA,C,9,2,2,4,2,0,15,0,0,1,0,0,1,3
Jake Evans,MON,LW,13,2,1,3,1,0,14,0,0,0,0,0,16,5
Austin Czarnik,DET,C,8,2,1,3,1,0,9,0,1,0,0,0,1,2
Mario Ferraro,SJ,D,61,2,9,11,-15,30,63,0,0,0,0,1,120,58
Jakob Lilja,FA,LW,37,2,3,5,5,2,23,0,0,0,0,0,18,25
Martin Kaut,COL,RW,9,2,1,3,-1,2,13,0,1,0,0,0,9,0
Logan O'Connor,COL,C,16,2,0,2,0,2,15,1,0,0,0,0,20,8
Taro Hirose,DET,LW,26,2,5,7,-12,6,21,0,0,5,0,0,13,16
Morgan Frost,PHI,C,20,2,5,7,-3,4,31,0,0,0,1,0,4,4
Givani Smith,DET,LW,21,2,1,3,-2,9,22,0,0,0,0,0,42,3
Matthew Highmore,STL,C,36,2,4,6,-1,6,35,0,0,0,0,0,38,9
Gerald Mayhew,FLA,C,13,2,0,2,4,2,16,0,0,0,0,0,11,6
Radim Simek,SJ,D,48,2,7,9,-13,14,40,0,0,0,0,0,91,60
Jan Rutta,PIT,D,33,1,6,7,6,14,43,0,0,0,0,0,19,21
Matt Luff,DET,RW,18,1,4,5,-5,2,25,0,0,0,0,0,16,5
Ryan Poehling,PIT,C,27,1,1,2,-4,4,26,0,0,0,0,0,38,10
Connor Bunnaman,FLA,C,21,1,1,2,7,2,18,0,0,0,0,0,29,2
Nick Caamano,DAL,RW,12,1,1,2,2,4,13,0,0,0,0,0,17,3
Oscar Fantenberg,FA,D,36,1,5,6,-10,6,45,0,0,1,0,0,67,62
Klim Kostin,EDM,RW,4,1,0,1,1,0,5,0,0,0,0,0,6,0
Rasmus Asplund,BUF,C,29,1,2,3,-4,6,36,0,0,0,0,1,20,7
Andrew Peeke,CLS,D,22,1,2,3,1,4,23,0,0,0,0,0,25,21
Ryan Lindgren,NYR,D,60,1,13,14,16,47,47,0,0,0,0,0,94,70
Carsen Twarynski,SEA,LW,15,1,0,1,-2,4,14,0,0,0,0,0,40,8
Josh Mahura,FLA,D,11,1,3,4,-3,2,11,0,0,0,0,0,2,11
Vitali Abramov,FA,RW,2,1,0,1,0,2,3,0,0,0,0,0,0,0
Adam Johnson,FA,C,7,1,1,2,-1,2,5,0,0,0,0,0,4,3
Noah Dobson,NYI,D,34,1,6,7,-1,8,37,0,0,1,0,0,25,31
Rasmus Sandin,TOR,D,28,1,7,8,-7,10,22,1,0,2,0,0,33,22
David Gustafsson,WPG,C,22,1,0,1,-2,0,4,1,0,0,0,0,5,6
Ville Heinola,WPG,D,8,1,4,5,3,4,10,0,0,1,0,0,3,5
Joel Kiviranta,DAL,RW,11,1,0,1,-1,4,13,0,0,0,0,0,17,3
Nicolas Hague,VGK,D,38,1,10,11,0,32,54,0,1,3,0,0,69,26
Cale Fleury,SEA,D,41,1,0,1,-4,6,45,0,0,0,0,0,102,45
Mikey Anderson,LA,D,6,1,0,1,4,0,9,1,0,0,0,0,10,10
Juuso Riikola,FA,D,36,1,6,7,3,6,38,0,0,2,0,0,74,24
Joel L'Esperance,FA,C,3,1,0,1,0,2,2,0,0,0,0,0,1,1
Antti Suomela,FA,C,20,1,6,7,4,4,18,0,0,0,0,0,27,5
Barrett Hayton,ARI,C,20,1,3,4,2,14,27,1,0,0,0,0,14,3
Karson Kuhlman,WPG,C,25,1,5,6,3,13,45,0,1,0,0,0,36,8
Colby Cave,FA,C,11,1,0,1,-3,4,5,0,0,0,0,0,17,3
Cole Bardreau,NYI,LW,10,1,1,2,-2,6,10,1,0,0,0,0,21,1
Dean Kukan,FA,D,33,1,4,5,-9,12,51,0,1,0,0,0,24,28
Dylan Sikura,CHI,LW,9,1,2,3,1,0,10,0,0,0,0,0,0,2
Anthony Angello,STL,C,8,1,0,1,-1,4,5,0,0,0,0,0,13,5
Dennis Gilbert,CGY,D,21,1,2,3,-8,38,12,0,0,0,0,0,74,33
Lukas Vejdemo,FA,C,7,1,0,1,0,0,7,0,0,0,0,0,8,3
Kyle Capobianco,WPG,D,9,1,0,1,-1,2,10,0,0,0,0,0,14,10
Jeremy Lauzon,NSH,D,19,1,1,2,5,29,20,0,0,0,0,0,32,23
Nicholas Merkley,NYR,C,4,1,1,2,0,2,8,0,0,0,0,0,9,2
Daniel Sprong,SEA,RW,8,1,1,2,-2,0,17,0,1,0,0,0,4,3
Logan Brown,STL,C,23,1,7,8,0,4,23,1,1,2,0,0,13,11
Yegor Korshkov,FLA,RW,1,1,0,1,1,0,1,0,0,0,0,0,1,0
