,,,,Overall,,,,,,,PP,,SH,,Defense,
Chris Stewart,FA,RW,56,8,12,20,2,73,78,1,1,4,0,0,72,10
Matt Moulson,FA,LW,81,8,13,21,-5,16,111,1,2,5,0,0,45,23
Cody McLeod,FA,LW,82,8,5,13,1,138,73,1,1,0,0,0,240,28
Ryan Carter,FA,LW,60,7,5,12,-3,48,62,0,0,0,1,0,87,37
Kyle Brodziak,FA,C,76,7,4,11,-1,37,49,4,0,0,3,0,50,37
Mike Green,FA,D,74,7,28,35,-6,38,124,0,5,15,0,0,106,71
Mike Ribeiro,FA,C,81,7,43,50,11,62,76,0,2,13,0,0,61,20
Eric Nystrom,FA,LW,46,7,0,7,-6,20,27,1,0,0,1,0,92,26
Milan Michalek,FA,LW,45,7,9,16,0,18,64,0,3,3,0,0,42,27
Zach Bogosian,TB,D,64,7,17,24,-11,68,121,1,3,3,0,1,86,98
Alex Pietrangelo,VGK,D,73,7,30,37,10,20,182,1,1,4,0,1,48,136
Dwight King,FA,LW,47,7,6,13,-6,24,48,2,0,0,0,0,73,6
Jake Gardiner,CAR,D,79,7,24,31,-15,32,122,2,1,11,0,1,87,67
Jason Demers,FA,D,62,7,16,23,16,72,94,1,3,2,1,0,86,73
Alex Burmistrov,FA,C,81,7,14,21,-11,32,102,2,0,1,0,1,125,35
Tommy Wingels,FA,RW,68,7,11,18,-10,63,111,0,1,2,0,2,203,54
Colin Greening,FA,LW,31,7,8,15,-2,13,58,0,1,1,0,0,90,10
Emerson Etem,FA,RW,58,7,8,15,-12,11,100,1,0,0,0,0,87,43
Ryan Garbutt,FA,RW,80,7,7,14,-11,48,135,3,0,0,1,0,165,28
Jonathan Marchessault,VGK,LW,45,7,11,18,-10,17,81,1,4,3,0,0,61,9
Zemgus Girgensons,BUF,C,71,7,11,18,0,20,110,1,1,1,0,1,125,41
Tom Wilson,WAS,RW,82,7,16,23,3,163,99,1,0,1,0,1,253,48
Scott Laughton,PHI,C,71,7,14,21,-2,34,85,0,0,0,0,0,86,29
Adam Lowry,WPG,LW,74,7,10,17,-9,53,73,2,0,0,0,0,187,48
Chris Tierney,FLA,C,79,7,13,20,-16,20,96,2,1,0,1,0,24,39
Phil Di Giuseppe,VAN,LW,41,7,10,17,0,18,68,1,0,0,0,0,113,21
Sven Andrighetto,FA,RW,44,7,10,17,1,6,74,0,1,1,0,0,71,17
Andrew Copp,DET,C,77,7,6,13,8,6,54,0,0,0,0,0,87,18
Conor Sheary,WAS,LW,44,7,3,10,-1,8,51,0,0,0,0,0,15,5
Pierre-Edouard Bellemare,TB,C,74,7,7,14,-8,27,102,1,0,0,1,1,65,61
Jake Virtanen,FA,LW,55,7,6,13,-7,45,94,1,1,0,0,0,128,22
William Nylander,TOR,C,22,6,7,13,1,4,43,1,1,2,0,0,5,5
Daniel Carr,FA,LW,23,6,3,9,0,8,39,1,1,0,0,0,25,5
Cedric Paquette,FA,C,56,6,5,11,-2,51,50,1,0,0,1,0,137,31
Curtis Lazar,VAN,C,76,6,14,20,-1,18,78,0,1,1,1,3,118,47
Nick Cousins,FLA,C,36,6,5,11,5,4,41,1,0,2,0,0,38,17
Shane Prince,FA,LW,62,6,11,17,5,10,88,1,0,0,0,0,24,14
Markus Granlund,FA,C,47,6,4,10,-4,14,56,1,0,0,1,1,31,23
Nicolas Deslauriers,PHI,LW,70,6,6,12,-14,59,72,1,0,0,0,0,206,30
Connor Murphy,CHI,D,78,6,11,17,5,48,101,1,1,2,0,0,175,139
Olli Maatta,DET,D,67,6,13,19,27,22,95,2,0,1,0,1,81,87
Mikhail Grigorenko,FA,C,74,6,21,27,2,8,84,0,1,3,0,0,23,39
Jacob Trouba,NYR,D,81,6,15,21,10,62,133,0,0,4,1,1,144,177
Chris Wideman,MON,D,64,6,7,13,4,34,87,2,1,1,0,0,57,71
Tyler Randell,BUF,RW,27,6,0,6,-2,47,18,1,0,0,0,0,39,8
Teemu Pulkkinen,FA,RW,36,6,6,12,2,14,65,1,1,2,0,0,5,8
Quinton Howden,FA,LW,58,6,5,11,-1,18,54,0,0,0,0,0,116,10
Beau Bennett,FA,RW,33,6,6,12,-1,10,52,0,1,2,0,0,65,6
Michael Stone,CGY,D,75,6,30,36,-10,62,161,1,0,14,0,0,137,143
P.K. Subban,FA,D,68,6,45,51,4,75,176,0,2,22,0,0,102,80
Colin Wilson,FA,LW,64,6,18,24,-1,14,108,0,1,0,0,0,61,25
Nick Holden,OTT,D,82,6,16,22,-1,24,98,0,0,1,0,0,217,118
Richard Panik,NYI,RW,30,6,2,8,4,6,39,1,0,0,0,0,54,11
T.J. Brodie,TOR,D,70,6,39,45,4,18,79,1,2,7,0,2,15,104
Matt Bartkowski,FA,D,80,6,12,18,-19,50,85,0,0,0,0,0,141,42
Erik Condra,FA,RW,54,6,5,11,-4,34,58,0,0,0,0,0,20,16
Matt Stajan,FA,C,80,6,11,17,-4,52,58,0,0,0,2,1,77,45
Dominic Moore,FA,C,80,6,9,15,-2,32,94,2,0,0,0,0,51,35
Chris Thorburn,FA,RW,82,6,6,12,-1,81,70,2,0,0,1,0,146,32
John-Michael Liles,FA,D,81,6,15,21,-10,18,111,1,1,2,1,0,81,127
Scottie Upshall,FA,LW,70,6,8,14,5,44,113,1,0,0,0,3,92,16
Derek MacKenzie,FA,C,64,6,7,13,7,36,79,3,0,0,0,1,154,38
Trevor Daley,FA,D,82,6,22,28,9,34,130,0,1,8,0,0,42,79
Shawn Horcoff,FA,C,59,6,9,15,1,34,73,2,0,0,1,1,58,24
Brian Campbell,FA,D,82,6,25,31,31,26,99,1,0,8,1,0,27,80
Jack Johnson,CHI,D,60,6,8,14,-16,25,86,2,3,3,0,0,98,102
Mark Streit,FA,D,62,6,17,23,-1,18,110,1,2,6,0,0,28,90
Andrej Sekera,FA,D,81,6,24,30,-15,12,155,2,2,12,0,1,60,156
Daniel Winnik,FA,LW,76,6,13,19,4,38,101,0,0,0,0,0,53,46
Alexander Edler,LA,D,52,6,14,20,-8,46,111,0,3,6,0,0,84,106
Thomas Hickey,FA,D,62,6,12,18,9,30,55,2,0,0,0,0,65,90
David Schlemko,FA,D,67,6,13,19,-22,16,104,3,1,11,0,0,47,88
Matt Hendricks,FA,LW,68,5,7,12,2,82,62,0,0,0,1,1,175,68
Alex Goligoski,MIN,D,82,5,32,37,21,34,127,1,1,4,0,1,100,159
Brandon Sutter,FA,C,20,5,4,9,3,2,45,2,1,0,1,0,12,10
Derek Dorsett,FA,RW,71,5,11,16,-13,177,91,0,0,0,0,1,127,44
Keith Yandle,FA,D,82,5,42,47,-4,40,160,1,2,20,0,0,43,68
Adam Cracknell,ARI,C,52,5,5,10,-1,20,68,1,0,0,0,0,124,25
Matt Niskanen,FA,D,82,5,27,32,10,38,150,3,2,14,0,0,157,145
David Legwand,FA,C,79,5,9,14,-4,14,61,0,0,1,1,1,28,18
Andrei Markov,FA,D,82,5,39,44,-6,38,117,0,4,13,0,0,57,142
Chris Neil,FA,RW,80,5,8,13,-3,165,70,0,0,0,0,0,215,12
Ron Hainsey,FA,D,81,5,14,19,-13,37,131,2,0,0,0,0,85,126
Marc Methot,FA,D,69,5,7,12,12,34,74,0,0,0,0,0,124,90
Nick Leddy,STL,D,81,5,35,40,-9,25,121,1,3,16,0,0,83,87
Jeff Petry,PIT,D,51,5,11,16,-6,16,98,2,1,4,0,3,86,73
Travis Hamonic,OTT,D,72,5,16,21,-5,35,147,1,0,0,1,0,148,128
Jason Garrison,FA,D,72,5,6,11,-4,18,99,1,0,0,0,0,88,105
Marco Scandella,STL,D,73,5,16,21,6,22,126,0,2,1,0,1,66,105
Radko Gudas,FLA,D,76,5,9,14,-3,116,150,1,0,0,0,0,304,157
Kevin Connauton,PHI,D,65,5,12,17,7,60,109,0,0,3,0,0,100,58
Landon Ferraro,FA,RW,68,5,5,10,-11,27,77,1,0,0,0,0,101,29
Cam Fowler,ANH,D,69,5,23,28,-8,27,113,0,3,14,0,0,43,112
Tom Kuhnhackl,NYI,RW,42,5,10,15,3,24,52,1,0,0,2,0,57,32
Kevan Miller,FA,D,71,5,13,18,15,53,64,0,0,1,0,0,164,123
Justin Fontaine,FA,RW,60,5,11,16,3,20,54,1,0,0,0,1,9,24
Radek Faksa,DAL,C,45,5,7,12,9,16,67,1,0,1,0,0,48,33
Scott Wilson,FA,LW,24,5,1,6,0,12,39,1,0,0,0,0,38,6
Josh Manson,COL,D,71,5,10,15,11,74,88,1,0,0,0,0,158,67
Iiro Pakarinen,FA,RW,63,5,8,13,-10,8,76,0,0,2,0,0,152,21
Miikka Salomaki,FA,RW,61,5,5,10,-1,28,61,1,0,0,0,1,164,30
Logan Shaw,FA,RW,53,5,2,7,-7,13,72,1,1,0,0,0,88,20
Josh Leivo,STL,LW,12,5,0,5,2,6,20,1,1,0,0,0,7,3
Joseph Blandisi,FA,C,41,5,12,17,-14,34,43,1,4,2,0,0,39,13
Marko Dano,FA,C,34,5,5,10,-7,10,54,0,0,1,0,0,62,15
Josh Jooris,FA,C,59,4,9,13,-1,39,80,0,0,0,0,2,62,33
Brett Pesce,CAR,D,69,4,12,16,-7,16,85,1,1,4,0,0,30,83
Oliver Bjorkstrand,SEA,RW,12,4,4,8,6,0,25,1,0,0,0,0,9,5
Yevgeni Medvedev,FA,D,45,4,8,12,5,34,71,1,1,2,0,0,38,34
Dennis Rasmussen,FA,RW,44,4,5,9,9,4,42,1,0,0,0,0,36,20
Andrej Sustr,MIN,D,77,4,17,21,-2,30,65,1,0,0,0,0,29,66
Jonathan Drouin,MON,C,21,4,6,10,1,4,25,1,0,2,0,0,18,2
Jake McCabe,CHI,D,77,4,10,14,6,51,62,0,0,0,0,0,114,109
Colton Sissons,NSH,RW,34,4,2,6,5,12,25,0,0,0,0,0,35,20
Dmitrij Jaskin,FA,RW,65,4,9,13,3,26,92,1,0,0,0,0,126,16
Oscar Klefbom,EDM,D,30,4,8,12,-4,6,48,1,0,3,0,0,21,62
Phillip Danault,LA,C,51,4,6,10,-5,14,72,1,0,0,0,0,45,28
Ty Rattie,FA,RW,13,4,2,6,1,4,16,0,0,0,0,0,6,2
Tomas Jurco,FA,RW,44,4,2,6,-6,16,43,0,0,0,0,0,50,4
Joel Armia,MON,RW,43,4,6,10,2,12,52,1,0,0,0,2,59,20
Torey Krug,STL,D,81,4,40,44,9,33,244,1,1,18,0,0,61,94
Brian Flynn,FA,C,56,4,6,10,-3,6,73,0,0,0,1,1,23,33
Justin Schultz,SEA,D,63,4,14,18,-15,16,82,0,2,6,0,0,36,72
Ryan Murray,EDM,D,82,4,21,25,-10,40,90,0,1,10,0,0,51,171
Andreas Martinsen,FA,LW,55,4,7,11,-4,47,52,1,0,0,0,0,155,27
Noah Hanifin,CGY,D,79,4,18,22,-14,22,122,0,1,6,0,0,67,78
Linden Vey,FA,C,41,4,11,15,-14,6,40,0,3,2,0,0,4,9
Brandon Davidson,FA,D,51,4,7,11,7,20,63,0,2,0,0,1,74,92
Micheal Ferland,VAN,LW,71,4,14,18,-15,45,122,0,1,1,0,0,207,22
Chris Wagner,BOS,RW,43,4,2,6,-2,28,55,1,0,0,0,0,95,27
Zach Hyman,EDM,RW,16,4,2,6,0,18,37,0,0,0,0,0,31,8
Chris Tanev,CGY,D,69,4,14,18,-8,8,42,0,2,1,0,1,18,166
Justin Braun,PHI,D,80,4,19,23,11,36,114,0,0,1,0,0,95,140
David Savard,MON,D,65,4,21,25,-7,45,122,0,1,4,0,1,122,111
Bryan Rust,PIT,RW,41,4,7,11,1,12,68,1,0,1,0,0,62,23
Brandon Mashinter,FA,LW,41,4,1,5,-7,23,25,0,0,0,0,0,62,3
Michael Del Zotto,FLA,D,52,4,9,13,-8,16,98,1,0,1,0,0,140,104
Luke Schenn,VAN,D,72,4,12,16,-2,82,76,0,1,0,0,0,234,106
Ben Lovejoy,FA,D,66,4,6,10,9,30,90,0,0,0,0,1,154,104
Jacob Josefson,FA,C,58,4,10,14,-21,20,86,1,3,8,0,1,67,40
John Moore,ANH,D,73,4,15,19,-12,28,106,3,1,5,0,0,93,83
Kyle Chipchura,FA,C,70,4,8,12,-10,38,47,1,0,1,0,0,73,13
Dion Phaneuf,FA,D,71,4,28,32,-7,90,144,0,0,9,0,2,168,89
Marek Zidlicky,FA,D,53,4,12,16,5,20,48,1,0,4,0,0,39,68
Jarret Stoll,FA,C,80,4,5,9,-1,36,49,0,0,0,0,0,117,69
Jordin Tootoo,FA,RW,66,4,5,9,-26,102,90,0,2,3,0,0,99,18
Kyle Quincey,FA,D,47,4,7,11,1,36,62,2,0,0,0,0,49,62
Andy Greene,FA,D,82,4,9,13,7,26,63,0,1,1,0,0,73,154
Kevin Bieksa,FA,D,71,4,11,15,-7,99,109,1,2,4,0,0,152,108
Kris Russell,FA,D,62,4,15,19,-5,10,70,1,2,2,0,0,40,210
Cody Franson,FA,D,59,4,13,17,-5,26,92,1,1,6,0,0,61,56
Mason Raymond,FA,LW,29,4,1,5,-3,8,53,0,0,0,0,0,12,7
Johnny Oduya,FA,D,82,4,17,21,8,26,63,0,0,0,1,1,73,172
Karl Alzner,FA,D,82,4,17,21,14,26,75,1,0,0,0,0,135,207
Tanner Glass,FA,LW,57,4,3,7,-3,66,49,0,0,0,0,0,224,18
Chris Porter,FA,LW,61,4,3,7,-6,6,45,0,0,0,0,0,157,12
Brendan Smith,NJ,D,63,3,12,15,1,62,82,0,1,0,0,0,94,42
Cal O'Reilly,FA,C,20,3,4,7,-1,2,10,1,1,1,0,0,3,5
Ryan Reaves,MIN,RW,64,3,1,4,-6,68,31,0,0,0,0,0,206,10
Tyler Kennedy,FA,LW,50,3,13,16,-14,14,72,0,1,5,0,0,35,9
Michael Blunden,FA,RW,20,3,2,5,3,34,14,1,0,0,0,0,41,3
Jonathan Ericsson,FA,D,71,3,12,15,2,56,68,0,0,0,0,0,121,48
Nicklas Grossmann,FA,D,58,3,4,7,-3,24,42,1,0,0,0,0,106,73
Nate Thompson,FA,C,49,3,3,6,-1,47,42,0,0,0,1,0,103,40
Steve Downie,ARI,RW,26,3,3,6,1,53,22,0,0,0,0,0,29,7
Chris Higgins,FA,LW,33,3,1,4,-14,4,51,0,0,0,1,0,15,18
Jay Bouwmeester,FA,D,72,3,16,19,-4,18,105,0,1,1,0,0,71,110
Brooks Orpik,FA,D,41,3,7,10,11,24,31,1,0,0,0,0,125,102
Dainius Zubrus,FA,RW,50,3,4,7,4,20,33,0,0,0,0,0,68,15
Niklas Kronwall,FA,D,64,3,23,26,-21,30,61,2,0,14,0,0,93,81
Dan Hamhuis,FA,D,58,3,10,13,-2,28,72,1,1,2,0,0,64,72
Paul Martin,FA,D,78,3,17,20,13,22,49,0,1,1,0,0,54,123
Gregory Campbell,FA,C,82,3,8,11,-6,78,58,2,0,0,0,0,100,56
Jay McClement,FA,C,77,3,8,11,-17,24,64,0,0,0,1,0,79,31
Rene Bourque,FA,LW,49,3,5,8,-9,38,77,0,0,0,0,0,82,19
Deryk Engelland,FA,D,69,3,9,12,7,54,71,0,0,0,0,1,105,107
Zack Kassian,ARI,RW,36,3,5,8,-7,114,42,0,0,0,0,0,95,6
Magnus Paajarvi,FA,LW,48,3,6,9,-9,8,88,1,0,0,0,0,44,16
Carl Gunnarsson,FA,D,72,3,6,9,7,31,51,0,1,0,0,0,67,119
Jordie Benn,TOR,D,64,3,9,12,2,21,58,2,1,0,0,1,90,94
Kyle Clifford,TOR,LW,56,3,6,9,-1,55,68,0,0,0,0,0,111,11
Michael Latta,FA,C,43,3,4,7,0,50,29,0,0,0,0,0,58,10
Cody Hodgson,FA,LW,39,3,5,8,2,6,65,2,0,1,0,0,25,6
Nathan Gerbe,FA,LW,47,3,4,7,-15,14,73,0,0,1,0,0,54,10
Tyler Ennis,FA,LW,23,3,8,11,-9,11,57,0,2,2,0,0,30,8
Viktor Tikhonov,FA,LW,50,3,3,6,-10,20,41,1,2,0,0,0,54,25
Nick Spaling,FA,C,58,3,10,13,-2,24,53,0,0,0,0,0,65,45
Austin Watson,OTT,LW,57,3,7,10,-4,32,55,0,0,0,0,0,74,45
Dalton Prout,FA,D,64,3,6,9,-6,102,69,0,0,0,0,0,139,70
Mike Sislo,FA,RW,18,3,1,4,-2,4,29,0,1,0,0,0,25,6
Mark Arcobello,FA,RW,20,3,1,4,0,0,43,0,0,0,0,0,22,3
Ryan Dzingel,CAR,C,30,3,6,9,4,11,23,0,0,0,0,0,54,4
Nikita Nesterov,FA,D,57,3,6,9,-6,41,57,0,2,2,0,0,95,31
Adam Larsson,SEA,D,82,3,15,18,15,77,65,1,0,0,0,1,163,148
Rocco Grimaldi,FA,C,20,3,2,5,-4,2,29,0,0,0,0,0,17,2
Nick Shore,FA,C,68,3,7,10,-10,32,90,1,0,2,0,0,97,17
Brock McGinn,PIT,LW,21,3,1,4,-14,10,25,0,0,0,0,0,28,6
Colin Miller,DAL,D,42,3,13,16,0,39,59,0,0,5,0,0,45,36
Seth Jones,CHI,D,81,3,28,31,-14,22,157,0,1,12,0,1,86,118
Darnell Nurse,EDM,D,69,3,7,10,-13,60,120,0,0,1,0,1,160,103
Trevor van Riemsdyk,WAS,D,82,3,11,14,-5,31,85,1,0,2,0,1,44,155
Shea Theodore,VGK,D,19,3,5,8,7,2,28,1,2,1,0,0,6,22
Hunter Shinkaruk,FA,C,8,2,1,3,-4,2,12,0,1,1,0,0,9,3
Kerby Rychel,FA,LW,32,2,7,9,5,15,32,0,0,0,0,0,39,9
Anthony Mantha,WAS,RW,10,2,1,3,-6,2,18,1,2,0,0,0,4,3
Nicolas Petan,MIN,C,26,2,4,6,2,10,25,0,0,1,0,0,7,4
Nick Paul,TB,LW,24,2,3,5,-3,6,28,0,0,0,0,0,43,9
Viktor Svedberg,FA,D,27,2,2,4,-5,4,40,0,0,0,0,0,11,28
Nick Ritchie,ARI,LW,33,2,2,4,-2,37,55,0,0,0,0,0,93,10
Corban Knight,FA,C,20,2,5,7,3,4,11,0,0,0,0,0,18,2
Ryan Pulock,NYI,D,15,2,2,4,1,5,15,0,0,0,0,0,13,11
Nate Schmidt,WPG,D,72,2,14,16,12,16,80,1,0,0,0,0,69,111
Connor Carrick,BOS,D,19,2,2,4,-5,15,21,1,0,1,0,0,38,19
Jaccob Slavin,CAR,D,63,2,18,20,1,8,84,0,0,4,0,1,41,119
Klas Dahlbeck,FA,D,71,2,6,8,-5,28,64,0,0,0,0,1,178,76
Matt Puempel,FA,LW,26,2,1,3,-3,9,26,1,0,0,0,0,18,10
Brad Malone,EDM,C,57,2,4,6,-11,75,31,0,0,0,0,0,124,15
Nathan Beaulieu,ANH,D,64,2,17,19,-6,55,74,0,1,2,0,0,59,89
Jonas Brodin,MIN,D,68,2,5,7,-5,18,58,0,0,0,0,0,34,110
Alexey Marchenko,FA,D,66,2,9,11,-5,10,40,0,0,0,0,1,47,100
Dylan DeMelo,WPG,D,45,2,2,4,0,14,42,0,2,2,0,0,39,35
Jyrki Jokipakka,FA,D,58,2,10,12,4,14,45,1,0,0,0,0,69,66
Max McCormick,SEA,LW,20,2,2,4,-4,37,37,0,0,0,0,0,46,11
Daniel Sprong,SEA,RW,18,2,0,2,-1,0,23,0,0,0,0,0,14,3
Derek Ryan,EDM,C,6,2,0,2,1,2,5,0,1,0,0,0,2,0
Jakub Nakladal,FA,D,27,2,3,5,-5,6,42,0,0,1,0,0,41,23
Joonas Kemppainen,FA,C,44,2,3,5,-6,4,35,0,0,0,1,0,36,18
Nikita Soshnikov,NYI,LW,11,2,3,5,-4,6,33,0,1,0,0,0,34,6
Zach Redmond,FA,D,37,2,4,6,5,10,22,0,1,0,0,0,47,39
Brenden Dillon,WPG,D,76,2,9,11,8,61,93,1,0,0,0,0,154,89
Byron Froese,VGK,C,56,2,3,5,-11,16,64,0,0,0,0,0,51,23
Mark Fayne,FA,D,69,2,5,7,-6,18,61,0,0,0,0,1,53,100
Stefan Elliott,FA,D,21,2,4,6,-3,4,37,0,0,0,0,0,12,18
Brayden McNabb,VGK,D,81,2,12,14,11,92,91,1,0,1,0,1,206,95
Zach Trotman,FA,D,38,2,5,7,3,22,60,0,0,0,0,0,71,49
Greg McKegg,EDM,C,15,2,0,2,1,2,14,0,0,0,0,0,20,6
Dylan McIlrath,WAS,D,34,2,2,4,7,64,28,0,0,0,0,0,93,35
Erik Gudbranson,CLS,D,64,2,7,9,3,49,73,0,0,0,0,0,150,73
Mark Barberio,FA,D,30,2,8,10,0,6,32,0,0,0,0,0,12,18
Alex Petrovic,DAL,D,66,2,15,17,17,90,53,0,0,0,0,1,157,76
Lance Bouma,LA,C,44,2,5,7,-6,31,49,0,0,0,0,2,110,42
Jamie McBain,FA,D,44,2,7,9,2,6,32,0,1,5,0,0,20,38
Paul Postma,FA,D,26,2,0,2,-3,4,24,0,0,0,0,0,13,14
Luca Sbisa,FA,D,41,2,6,8,5,26,29,1,0,0,0,1,71,58
Ben Smith,FA,RW,22,2,4,6,2,0,17,1,0,0,0,0,18,16
Brandon Bollig,FA,LW,54,2,2,4,-10,103,56,0,0,0,0,0,117,25
Chris VandeVelde,FA,C,79,2,12,14,-7,27,77,0,0,0,1,0,139,60
Robert Bortuzzo,STL,D,40,2,1,3,2,52,47,0,0,0,0,0,93,42
Calvin de Haan,CAR,D,72,2,14,16,3,20,102,0,0,1,0,0,128,198
Jordan Schroeder,FA,C,26,2,2,4,2,2,30,0,0,0,0,0,15,13
Josh Gorges,FA,D,77,2,10,12,-7,72,57,0,0,0,0,0,143,167
Dennis Wideman,FA,D,51,2,17,19,-9,30,75,0,2,6,0,0,37,77
Maxime Talbot,FA,C,38,2,5,7,-11,15,29,1,0,1,0,0,66,28
Matt Carle,FA,D,64,2,7,9,4,26,54,1,0,0,0,0,30,91
Mike Richards,FA,C,39,2,3,5,-2,8,46,1,0,0,0,0,39,19
Brooks Laich,FA,C,81,2,12,14,-13,18,101,1,0,0,0,1,126,34
Chris Kelly,FA,RW,11,2,0,2,3,0,8,0,0,0,1,0,13,13
Paul Gaustad,FA,C,63,2,4,6,-4,46,46,0,0,0,1,1,114,33
Zbynek Michalek,FA,D,70,2,5,7,3,20,69,0,0,0,0,0,84,125
R.J. Umberger,FA,LW,39,2,9,11,1,15,48,0,1,1,0,0,59,15
Patrik Elias,FA,LW,16,2,6,8,5,10,21,0,0,2,0,0,10,1
Christian Ehrhoff,FA,D,48,2,10,12,-11,34,80,0,0,8,0,0,39,35
Pascal Dupuis,FA,RW,18,2,2,4,-1,12,28,0,0,0,0,0,35,12
Boyd Gordon,FA,C,65,2,2,4,-7,10,53,0,0,0,1,0,21,51
Jakub Kindl,FA,D,44,2,6,8,13,18,63,1,0,1,0,0,39,24
Marc Staal,FLA,D,77,2,13,15,2,36,65,1,0,0,0,0,65,120
David Clarkson,FA,RW,23,2,2,4,-8,23,24,1,0,0,0,0,45,6
Dan Girardi,FA,D,74,2,15,17,18,20,77,1,0,0,0,1,168,195
Jiri Tlusty,FA,LW,30,2,2,4,-1,6,38,0,1,1,0,0,39,13
Mike Brown,FA,RW,58,2,3,5,-5,90,51,0,0,0,0,0,176,25
Matt Hunwick,FA,D,60,2,8,10,-17,32,74,1,0,2,0,0,126,98
Niklas Hjalmarsson,FA,D,81,2,22,24,13,32,77,0,0,2,0,3,32,151
Toby Enstrom,FA,D,72,2,14,16,8,44,50,0,0,1,0,0,25,96
Mike Weber,FA,D,45,1,4,5,2,60,40,0,0,0,0,0,108,61
Mike Angelidis,FA,LW,4,1,0,1,2,5,1,1,0,0,0,0,6,1
Jared Boll,FA,RW,30,1,2,3,-3,61,11,0,0,0,0,0,53,15
Andrew MacDonald,FA,D,28,1,7,8,10,6,20,0,0,2,0,0,14,72
Roman Polak,FA,D,79,1,15,16,6,72,91,0,0,0,0,0,303,146
Adam McQuaid,FA,D,64,1,8,9,6,89,42,0,0,0,0,0,142,121
Drew Miller,FA,LW,28,1,1,2,-5,2,27,0,0,0,0,0,39,33
Brandon Prust,FA,LW,35,1,6,7,-3,59,19,1,0,0,0,0,40,15
Clayton Stoner,FA,D,50,1,5,6,4,67,32,0,0,0,0,1,123,55
Dave Bolland,FA,C,25,1,4,5,-2,16,26,0,0,3,0,0,36,9
Dennis Seidenberg,FA,D,61,1,11,12,-1,24,66,0,0,1,0,0,127,120
Shawn Thornton,FA,LW,50,1,4,5,-2,80,58,0,0,0,0,0,73,2
Fedor Tyutin,FA,D,61,1,2,3,-6,28,25,0,0,0,0,0,128,71
Scott Gomez,FA,C,34,1,8,9,-7,6,20,1,0,4,0,0,3,10
Willie Mitchell,FA,D,46,1,6,7,-2,18,33,1,0,0,0,0,68,70
Martin Havlat,FA,RW,2,1,0,1,0,0,3,1,0,0,0,0,1,0
Michal Rozsival,FA,D,51,1,12,13,3,33,41,0,0,2,0,1,81,63
Barret Jackman,FA,D,73,1,4,5,1,76,64,1,0,0,0,0,100,86
Nick Schultz,FA,D,81,1,9,10,-1,42,70,0,0,0,0,0,85,174
Alexander Semin,FA,LW,15,1,3,4,1,12,18,0,0,0,0,0,6,4
Carlo Colaiacovo,FA,D,36,1,4,5,-11,10,29,0,0,1,0,0,36,41
Tom Gilbert,FA,D,45,1,1,2,3,12,36,0,0,0,0,1,29,88
Braydon Coburn,FA,D,80,1,9,10,12,53,92,0,0,0,0,1,111,88
Mark Stuart,FA,D,64,1,2,3,-7,66,39,0,0,0,0,1,162,120
Steve Bernier,NYI,RW,24,1,5,6,3,9,27,0,0,0,0,0,42,13
Colin McDonald,NYI,RW,5,1,0,1,0,7,4,0,0,0,0,0,16,1
Dmitry Kulikov,ANH,D,74,1,16,17,8,51,99,1,0,6,0,0,122,121
Brian Strait,FA,D,52,1,5,6,1,31,43,0,0,0,0,1,106,65
Joakim Andersson,FA,C,29,1,2,3,1,6,17,0,0,0,0,0,14,5
Zach Sill,FA,RW,10,1,0,1,0,2,13,0,0,0,0,0,20,6
Zac Rinaldo,FA,C,52,1,2,3,-5,83,38,0,0,0,0,0,154,15
David Dziurzynski,FA,LW,14,1,3,4,-4,9,14,0,0,0,0,0,55,7
Eric Gryba,FA,D,53,1,5,6,0,75,58,0,0,0,0,0,132,78
Zac Dalpe,FLA,C,2,1,0,1,0,0,3,0,0,0,0,0,3,0
Gabriel Bourque,FA,LW,22,1,3,4,0,18,25,0,0,0,0,0,55,22
Michal Jordan,FA,D,36,1,0,1,-5,12,36,0,0,0,0,0,24,34
Cody Goloubef,FA,D,43,1,7,8,-3,20,40,0,0,0,0,0,31,48
Eric Gelinas,FA,D,40,1,5,6,-6,16,55,0,1,3,0,0,61,23
Taylor Chorney,FA,D,55,1,5,6,8,21,28,0,0,0,0,0,56,58
Luke Gazdic,FA,LW,29,1,0,1,-6,24,18,0,0,0,0,0,35,9
T.J. Brennan,FA,D,7,1,0,1,-6,6,11,0,0,0,0,0,7,5
Anthony Peluso,EDM,RW,35,1,4,5,4,44,16,0,0,0,0,0,81,4
Dustin Jeffrey,FA,C,7,1,1,2,2,2,5,0,0,0,0,0,2,1
Rob Klinkhammer,FA,LW,14,1,0,1,-6,6,10,0,0,0,0,0,47,4
Micheal Haley,FA,LW,16,1,0,1,-2,48,10,0,0,0,0,0,39,4
Stephen Gionta,FA,C,82,1,10,11,-13,43,62,0,0,0,0,0,113,36
Mark Pysyk,DET,D,55,1,10,11,-1,32,44,0,0,1,0,1,37,49
Stephen Johns,FA,D,14,1,2,3,-6,6,13,0,0,0,0,0,55,21
Martin Marincin,FA,D,65,1,6,7,-3,34,55,0,0,0,0,0,37,63
Connor Brickley,FA,C,23,1,4,5,1,14,13,1,0,0,0,0,46,6
Jon Merrill,MIN,D,47,1,4,5,-15,28,30,1,0,1,0,0,48,54
Ben Chiarot,DET,D,70,1,9,10,-9,43,74,0,0,0,0,0,130,105
