,,,,Overall,,,,,,,PP,,SH,,Defense,
Viktor Arvidsson,LA,LW,66,20,29,49,1,22,227,3,4,4,0,0,23,45
Artturi Lehkonen,COL,LW,74,19,19,38,1,22,155,2,2,1,2,0,82,39
Dillon Dube,CGY,C,79,18,14,32,1,20,143,1,2,1,1,2,87,15
Adam Lowry,WPG,LW,79,13,8,21,1,59,115,0,0,2,3,2,231,43
Taylor Raddysh,CHI,RW,74,11,11,22,1,10,104,1,3,1,1,0,103,21
Michael Amadio,VGK,C,56,11,7,18,1,15,64,2,0,0,0,0,42,16
Eetu Luostarinen,FLA,LW,78,9,17,26,1,12,84,4,0,1,2,1,103,46
Brendan Lemieux,LA,LW,50,8,5,13,1,97,65,2,0,0,0,0,122,17
Nathan Walker,STL,C,30,8,4,12,1,2,38,2,0,0,0,0,58,22
Dominic Toninato,WPG,LW,77,7,7,14,1,22,44,1,0,1,1,3,92,32
Ryan Suter,DAL,D,82,7,25,32,1,40,118,0,4,9,0,0,46,88
Jordan Martinook,CAR,LW,59,6,9,15,1,22,77,2,0,0,0,0,83,11
Artem Zub,OTT,D,81,6,16,22,1,60,92,0,0,0,0,0,155,124
Matthew Highmore,STL,C,46,5,7,12,1,14,61,0,1,0,0,0,41,38
Ethan Bear,VAN,D,58,5,9,14,1,20,97,2,0,1,0,0,55,41
Jani Hakanpaa,DAL,D,80,4,8,12,1,43,68,0,0,0,0,1,248,112
Brett Leason,ANH,RW,36,3,3,6,1,4,45,0,0,0,0,0,16,14
Liam O'Brien,ARI,C,39,2,1,3,1,106,36,0,0,0,0,0,139,10
Will Borgen,SEA,D,36,2,6,8,1,28,49,0,0,0,0,0,89,33
Kurtis MacDermid,COL,D,58,2,3,5,1,89,46,0,0,0,0,0,105,22
Cole Perfetti,WPG,LW,18,2,5,7,1,0,21,1,0,1,0,0,17,2
Paul Cotter,VGK,C,7,2,0,2,1,6,11,0,0,0,0,0,17,1
Nolan Patrick,VGK,C,25,2,5,7,1,6,34,0,0,1,0,0,26,3
Garrett Pilon,WAS,C,2,1,0,1,1,0,1,0,0,0,0,0,2,0
John Marino,NJ,D,81,1,24,25,1,23,90,0,0,2,0,2,73,88
Logan Stanley,WPG,D,58,1,12,13,1,44,80,1,0,0,0,1,131,100
Jake Christiansen,CLS,D,8,1,0,1,1,0,4,0,0,0,0,0,9,6
Jonny Brodzinski,NYR,RW,22,1,1,2,1,10,34,0,0,0,0,0,8,8
Mark Friedman,PIT,D,26,1,4,5,1,23,27,1,0,0,0,0,27,25
Jordie Benn,TOR,D,39,1,7,8,1,10,37,0,0,0,0,0,51,41
Josh Leivo,STL,LW,7,1,2,3,1,2,10,0,0,0,0,0,4,1
Max McCormick,SEA,LW,10,0,0,0,1,10,8,0,0,0,0,0,11,3
Stefan Noesen,CAR,C,2,0,0,0,1,0,4,0,0,0,0,0,5,0
Darren Raddysh,TB,D,4,0,0,0,1,0,2,0,0,0,0,0,4,6
Michael Dal Colle,FA,LW,1,0,0,0,1,0,2,0,0,0,0,0,0,0
Jakub Zboril,BOS,D,10,0,3,3,1,4,13,0,0,0,0,0,24,10
Seth Griffith,EDM,RW,1,0,0,0,1,0,0,0,0,0,0,0,1,0
Adam Raska,SJ,LW,5,0,0,0,1,7,2,0,0,0,0,0,15,0
Mitchell Chaffee,MIN,RW,2,0,0,0,1,0,1,0,0,0,0,0,7,0
Kaedan Korczak,VGK,D,1,0,0,0,1,0,0,0,0,0,0,0,0,1
Declan Chisholm,WPG,D,2,0,0,0,1,0,4,0,0,0,0,0,1,1
Lucas Johansen,WAS,D,1,0,1,1,1,0,0,0,0,0,0,0,0,0
Jalen Chatfield,CAR,D,16,0,3,3,1,8,25,0,0,0,0,0,32,10
Kyle Criscuolo,DET,C,6,0,2,2,1,2,5,0,0,0,0,0,6,1
Jayden Halbgewachs,FA,C,3,0,1,1,1,4,7,0,0,0,0,0,3,0
Jacob Bernard-Docker,OTT,D,8,0,1,1,1,4,6,0,0,0,0,0,4,3
Johnny Kovacevic,MON,D,4,0,0,0,1,2,7,0,0,0,0,0,0,3
Jesper Bratt,NJ,LW,76,26,47,73,0,16,197,6,3,15,0,0,26,30
Rickard Rakell,PIT,C,70,20,21,41,0,12,184,2,5,5,0,0,99,44
Jean-Gabriel Pageau,NYI,C,77,18,21,39,0,30,126,0,4,3,1,3,171,53
Kyle Palmieri,NYI,RW,69,15,18,33,0,57,156,6,2,4,0,0,77,18
Daniel Sprong,SEA,RW,63,14,6,20,0,8,153,0,2,0,0,0,43,12
Brock McGinn,PIT,LW,64,12,10,22,0,14,99,2,0,0,0,0,94,50
Alexandre Texier,CLS,C,36,11,9,20,0,12,59,0,0,0,1,1,13,12
Colin Blackwell,CHI,C,58,10,10,20,0,14,77,1,0,0,2,0,91,24
Derek Stepan,CAR,C,58,9,10,19,0,14,96,0,0,0,0,0,29,25
Steven Lorentz,SJ,C,67,8,5,13,0,8,80,1,0,0,0,0,67,13
Ryan Pulock,NYI,D,56,5,16,21,0,2,122,0,2,4,0,1,86,130
Nick Holden,OTT,D,76,5,14,19,0,12,75,1,0,0,0,0,115,112
Alex Barre-Boulet,TB,C,16,3,3,6,0,4,16,0,0,1,0,0,10,3
Dominik Simon,FA,C,72,3,10,13,0,34,88,1,0,1,0,0,72,38
Haydn Fleury,TB,D,36,2,2,4,0,13,52,1,0,0,0,0,60,62
Jordan Spence,LA,D,24,2,6,8,0,2,41,1,0,2,0,0,32,29
Axel Jonsson-Fjallby,WPG,LW,23,2,2,4,0,4,29,0,0,0,0,0,18,8
Jonas Rondbjerg,VGK,RW,30,2,4,6,0,4,30,0,0,0,0,0,13,11
Benoit-Olivier Groulx,ANH,C,18,1,2,3,0,2,17,0,0,0,0,0,19,6
Carson Meyer,CLS,RW,13,1,2,3,0,6,13,0,0,0,0,0,27,2
Riley Tufte,DAL,LW,10,1,0,1,0,4,5,0,0,0,0,0,9,4
Riley Damiani,DAL,C,7,1,1,2,0,2,10,0,0,0,0,0,4,0
Vladislav Kolyachonok,ARI,D,32,1,2,3,0,6,24,0,0,0,0,0,39,36
Jack Quinn,BUF,C,2,1,1,2,0,0,6,0,1,0,0,0,0,1
A.J. Greer,BOS,LW,9,1,1,2,0,2,14,0,0,0,0,0,20,3
Matt Irwin,WAS,D,17,1,3,4,0,6,29,0,0,0,0,0,36,21
Greg Pateryn,FA,D,10,1,1,2,0,10,16,0,0,0,0,0,18,7
Matt Tennyson,FA,D,8,0,3,3,0,4,5,0,0,0,0,0,12,4
Leo Komarov,FA,LW,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Rocco Grimaldi,FA,C,7,0,0,0,0,2,8,0,0,0,0,0,5,0
Joseph Cramarossa,MIN,C,1,0,1,1,0,2,1,0,0,0,0,0,1,0
T.J. Tynan,LA,C,2,0,0,0,0,0,3,0,0,0,0,0,1,2
Andrew Agozzino,SJ,LW,1,0,0,0,0,0,1,0,0,0,0,0,4,0
Dylan Sikura,CHI,LW,5,0,1,1,0,0,3,0,0,0,0,0,0,3
C.J. Suess,SJ,LW,3,0,0,0,0,2,0,0,0,0,0,0,2,5
Brandon Baddock,MIN,LW,1,0,0,0,0,0,0,0,0,0,0,0,6,0
Anthony Angello,STL,C,4,0,0,0,0,2,2,0,0,0,0,0,13,0
Ryan MacInnis,FA,C,1,0,0,0,0,0,2,0,0,0,0,0,0,0
Glenn Gawdin,ANH,C,2,0,0,0,0,2,3,0,0,0,0,0,1,1
Chase Pearson,DET,LW,3,0,0,0,0,0,2,0,0,0,0,0,4,0
Kevin Stenlund,WPG,C,3,0,0,0,0,2,3,0,0,0,0,0,2,2
Brendan Guhle,FA,D,6,0,0,0,0,0,6,0,0,0,0,0,11,4
Kurtis Gabriel,FA,RW,2,0,0,0,0,0,0,0,0,0,0,0,7,0
Alex Belzile,MON,LW,11,0,0,0,0,4,13,0,0,0,0,0,17,5
Luke Witkowski,STL,D,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Petteri Lindbohm,FLA,D,9,0,1,1,0,5,9,0,0,0,0,0,25,8
Stefan Matteau,FA,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Walker Duehr,CGY,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jeff Malott,WPG,C,1,0,0,0,0,2,0,0,0,0,0,0,3,0
Linus Sandin,FA,RW,1,0,0,0,0,0,1,0,0,0,0,0,0,2
Bryce Kindopp,ANH,RW,1,0,0,0,0,0,2,0,0,0,0,0,0,0
Cole Reinhardt,OTT,LW,1,0,0,0,0,2,1,0,0,0,0,0,2,0
Jon Lizotte,PIT,D,1,0,0,0,0,2,1,0,0,0,0,0,3,4
John-Jason Peterka,BUF,RW,2,0,0,0,0,0,3,0,0,0,0,0,1,2
Brandon Biro,BUF,LW,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Shane Pinto,OTT,C,5,0,1,1,0,2,5,0,0,1,0,0,0,1
Ben McCartney,ARI,LW,2,0,0,0,0,4,2,0,0,0,0,0,7,0
Tyce Thompson,NJ,C,2,0,0,0,0,0,3,0,0,0,0,0,2,0
Viktor Lodin,OTT,LW,1,0,0,0,0,0,3,0,0,0,0,0,0,0
Josiah Slavin,CHI,LW,15,0,1,1,0,4,13,0,0,0,0,0,12,4
Hunter Drew,ANH,D,2,0,0,0,0,5,0,0,0,0,0,0,5,0
Alex Turcotte,LA,C,8,0,0,0,0,2,13,0,0,0,0,0,8,2
Brett Seney,CHI,LW,2,0,0,0,0,0,1,0,0,0,0,0,3,2
Cooper Marody,PHI,C,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Markus Nutivaara,SJ,D,1,0,1,1,0,0,0,0,0,0,0,0,1,0
Kole Sherwood,FA,C,1,0,0,0,0,0,2,0,0,0,0,0,3,0
Anthony Greco,FA,C,1,0,0,0,0,0,5,0,0,0,0,0,1,1
Gavin Bayreuther,CLS,D,43,0,8,8,0,22,44,0,0,0,0,0,50,45
Linus Hogberg,PHI,D,5,0,2,2,0,2,3,0,0,0,0,0,0,8
Tim Gettinger,NYR,LW,8,0,0,0,0,0,3,0,0,0,0,0,15,5
Mikey Eyssimont,WPG,C,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Joey Anderson,TOR,RW,5,0,0,0,0,0,10,0,0,0,0,0,3,0
Jordan Gross,NSH,D,1,0,0,0,0,4,0,0,0,0,0,0,1,0
Ben Jones,CGY,C,2,0,0,0,0,2,1,0,0,0,0,0,4,1
Daniil Miromanov,VGK,D,11,0,1,1,0,2,15,0,0,0,0,0,5,6
Grigori Denisenko,FLA,LW,1,0,0,0,0,2,3,0,0,0,0,0,1,2
Alexander Alexeyev,WAS,D,1,0,0,0,0,2,0,0,0,0,0,0,1,0
Filip Hallander,PIT,C,1,0,0,0,0,0,0,0,0,0,0,0,0,0
David Gustafsson,WPG,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Cameron Hillis,CHI,C,1,0,0,0,0,0,2,0,0,0,0,0,0,0
Joey Keane,CAR,D,1,0,0,0,0,2,1,0,0,0,0,0,1,0
Jakub Galvas,CHI,D,6,0,0,0,0,0,8,0,0,0,0,0,2,9
Reilly Walsh,NJ,D,1,0,1,1,0,0,2,0,0,0,0,0,0,2
Cody Glass,NSH,C,8,0,1,1,0,0,9,0,0,0,0,0,13,4
Juuso Valimaki,ARI,D,9,0,2,2,0,10,11,0,0,0,0,0,8,9
Nico Hischier,NJ,C,70,21,39,60,-1,17,153,2,4,8,0,2,50,48
Kailer Yamamoto,EDM,LW,81,20,21,41,-1,40,114,4,3,3,1,1,114,36
Jacob Peterson,DAL,LW,65,12,5,17,-1,12,85,5,0,1,0,0,22,23
Eric Robinson,CLS,LW,67,10,17,27,-1,18,104,1,0,0,2,0,95,20
Mason Appleton,WPG,C,68,8,13,21,-1,30,98,3,0,0,0,0,64,20
Filip Chytil,NYR,C,67,8,14,22,-1,14,135,1,0,1,0,0,24,27
Trevor Lewis,CGY,C,80,6,10,16,-1,12,108,1,0,1,1,0,176,40
Kevin Rooney,CGY,C,61,6,6,12,-1,18,71,1,0,0,0,0,84,47
Kieffer Bellows,PHI,LW,45,6,13,19,-1,19,79,2,0,4,0,0,103,14
Emil Bemstrom,CLS,C,41,6,5,11,-1,4,62,1,0,0,0,0,36,6
Jason Dickinson,CHI,C,62,5,6,11,-1,19,66,0,0,0,0,0,101,43
Mike Reilly,BOS,D,70,4,13,17,-1,32,135,0,0,3,1,0,94,54
Brad Richardson,FA,C,44,4,4,8,-1,35,31,1,0,0,0,0,59,20
Drew O'Connor,PIT,C,22,3,2,5,-1,4,40,0,0,0,0,0,12,7
Matty Beniers,SEA,C,10,3,6,9,-1,0,18,0,2,2,0,0,7,4
Marc McLaughlin,BOS,C,11,3,0,3,-1,8,12,0,0,0,0,0,15,2
Marc Staal,FLA,D,71,3,13,16,-1,28,76,1,0,0,0,0,94,75
Joel Edmundson,MON,D,24,3,3,6,-1,35,32,0,0,0,0,0,61,45
James Neal,FA,RW,19,2,2,4,-1,0,31,1,1,1,0,0,17,3
Jaycob Megna,SJ,D,44,2,6,8,-1,16,40,0,0,0,0,0,71,92
Arttu Ruotsalainen,BUF,C,18,2,2,4,-1,6,23,0,0,0,0,0,14,6
Oskar Steen,BOS,C,20,2,4,6,-1,6,25,0,0,0,0,0,32,8
Mark Kastelic,OTT,C,16,2,2,4,-1,14,11,1,0,0,0,0,51,10
Nathan Smith,ARI,C,10,2,2,4,-1,2,14,0,0,0,0,0,26,6
Kole Lind,SEA,RW,23,2,6,8,-1,12,31,0,0,0,0,0,18,10
Isaac Ratcliffe,PHI,LW,10,1,3,4,-1,10,14,0,0,2,0,0,16,8
Alec Regula,CHI,D,15,1,0,1,-1,12,18,0,0,0,0,0,21,21
Kasper Bjorkqvist,PIT,RW,6,1,0,1,-1,2,8,0,0,0,0,0,9,2
Ethan Prow,FA,D,4,1,0,1,-1,0,2,0,0,0,0,0,2,3
Grant Hutton,NYI,D,16,1,0,1,-1,4,22,0,0,0,0,0,15,12
Trey Fix-Wolansky,CLS,RW,6,1,1,2,-1,0,5,0,0,0,0,0,7,4
Nick Abruzzese,TOR,C,9,1,0,1,-1,2,8,1,0,0,0,0,7,3
Christian Wolanin,VAN,D,9,1,1,2,-1,2,5,0,0,0,0,0,5,13
Hayden Hodgson,PHI,C,6,1,2,3,-1,11,10,0,0,0,0,0,12,2
Blake Comeau,FA,LW,6,1,0,1,-1,4,2,0,0,0,0,0,13,3
Andy Andreoff,NYI,C,6,1,0,1,-1,0,6,0,0,0,0,0,11,1
Jamie Oleksiak,SEA,D,72,1,16,17,-1,54,95,0,0,0,0,1,182,86
Matthew Peca,STL,C,5,0,1,1,-1,0,3,0,0,0,0,0,3,1
Turner Elson,NYR,LW,2,0,0,0,-1,0,1,0,0,0,0,0,3,1
Sven Baertschi,FA,LW,1,0,0,0,-1,0,1,0,0,0,0,0,0,0
Chris Wagner,BOS,RW,1,0,0,0,-1,0,2,0,0,0,0,0,11,0
Zac Dalpe,FLA,C,1,0,0,0,-1,0,0,0,0,0,0,0,2,1
Jacob MacDonald,COL,D,8,0,0,0,-1,2,17,0,0,0,0,0,9,3
Chase De Leo,ANH,C,2,0,0,0,-1,0,2,0,0,0,0,0,5,0
Zachary Senyshyn,FA,RW,2,0,0,0,-1,2,0,0,0,0,0,0,4,0
Guillaume Brisebois,VAN,D,1,0,0,0,-1,0,0,0,0,0,0,0,0,1
Tyler Lewington,BOS,D,2,0,0,0,-1,7,2,0,0,0,0,0,1,2
Dillon Heatherington,OTT,D,9,0,0,0,-1,7,4,0,0,0,0,0,18,2
Frederik Gauthier,FA,C,8,0,0,0,-1,0,4,0,0,0,0,0,16,3
Danny O'Regan,ANH,C,5,0,1,1,-1,0,2,0,0,0,0,0,3,4
Mackenzie MacEachern,CAR,LW,14,0,2,2,-1,4,14,0,0,0,0,0,19,1
Marco Rossi,MIN,C,2,0,0,0,-1,4,5,0,0,0,0,0,1,1
Alex Steeves,TOR,LW,3,0,1,1,-1,0,2,0,0,0,0,0,1,1
Jacob Perreault,ANH,RW,1,0,0,0,-1,0,0,0,0,0,0,0,0,1
Thomas Bordeleau,SJ,LW,8,0,5,5,-1,0,13,0,0,1,0,0,3,4
Isaak Phillips,CHI,D,4,0,0,0,-1,4,4,0,0,0,0,0,3,1
Connor Mackey,CGY,D,3,0,1,1,-1,2,4,0,0,0,0,0,4,1
Brayden Tracey,ANH,LW,1,0,0,0,-1,0,1,0,0,0,0,0,0,0
Adam Beckman,MIN,LW,3,0,1,1,-1,2,4,0,0,0,0,0,1,1
Pavel Dorofeyev,VGK,LW,2,0,0,0,-1,2,1,0,0,0,0,0,0,1
Max Jones,ANH,LW,2,0,0,0,-1,15,2,0,0,0,0,0,2,0
Olli Juolevi,ANH,D,18,0,0,0,-1,6,18,0,0,0,0,0,14,10
Andrew Poturalski,SEA,C,2,0,2,2,-1,0,4,0,0,2,0,0,0,1
C.J. Smith,NYR,LW,1,0,0,0,-1,0,0,0,0,0,0,0,1,0
Mike Vecchione,WAS,C,1,0,0,0,-1,0,3,0,0,0,0,0,0,0
Rhett Gardner,DAL,C,4,0,0,0,-1,0,0,0,0,0,0,0,5,1
Tanner Laczynski,PHI,C,1,0,0,0,-1,0,0,0,0,0,0,0,3,1
Wade Allison,PHI,RW,1,0,0,0,-1,0,2,0,0,0,0,0,1,0
Ty Dellandrea,DAL,C,1,0,0,0,-1,0,1,0,0,0,0,0,3,0
Sheldon Rempal,VGK,LW,1,0,0,0,-1,0,2,0,0,0,0,0,0,0
Sean Walker,LA,D,6,0,2,2,-1,4,18,0,0,1,0,0,9,9
Austin Strand,ANH,D,8,0,2,2,-1,0,9,0,0,0,0,0,7,5
Liam Foudy,CLS,C,1,0,0,0,-1,0,1,0,0,0,0,0,1,0
Nicolas Beaudin,MON,D,2,0,0,0,-1,0,1,0,0,0,0,0,0,1
Adrian Kempe,LA,C,78,35,19,54,-2,46,247,7,6,10,3,0,111,28
Ryan Johansen,NSH,C,79,26,37,63,-2,53,118,6,11,13,0,0,72,35
Cam Atkinson,PHI,RW,73,23,27,50,-2,10,215,6,2,3,3,0,20,45
Conor Sheary,WAS,LW,71,19,24,43,-2,14,129,5,2,4,0,0,45,44
Adam Henrique,ANH,C,58,19,23,42,-2,14,141,0,6,5,0,0,22,47
Zach Parise,NYI,LW,82,15,20,35,-2,28,138,4,2,5,2,0,60,57
Owen Tippett,PHI,RW,63,10,11,21,-2,12,126,1,1,2,0,0,98,16
Ryan McLeod,EDM,C,71,9,12,21,-2,12,82,1,2,3,0,0,28,25
Jason Zucker,PIT,LW,41,8,9,17,-2,15,102,0,2,0,0,0,66,20
Curtis Lazar,VAN,C,70,8,8,16,-2,16,95,0,0,0,0,1,186,51
Nick Bjugstad,ARI,C,57,7,6,13,-2,20,81,0,1,0,0,0,99,14
Brandon Duhaime,MIN,LW,80,6,11,17,-2,122,91,1,0,0,0,0,201,18
Brendan Perlini,FA,LW,23,4,1,5,-2,6,24,0,0,0,0,0,29,3
Karson Kuhlman,WPG,C,44,3,7,10,-2,6,68,0,0,0,0,0,71,20
Jeffrey Viel,SJ,LW,34,3,2,5,-2,114,30,0,0,0,0,0,84,11
Dean Kukan,FA,D,41,3,8,11,-2,16,41,0,0,0,0,0,43,39
Matt Martin,NYI,LW,71,3,4,7,-2,70,66,0,0,0,0,0,235,26
Connor Clifton,BOS,D,60,2,8,10,-2,32,80,0,0,0,0,0,156,62
Colin Miller,DAL,D,38,2,12,14,-2,21,48,0,0,3,0,0,50,42
Ronnie Attard,PHI,D,15,2,2,4,-2,8,16,0,0,0,0,0,24,17
Ilya Lyubushkin,BUF,D,77,2,13,15,-2,51,54,0,0,0,0,1,187,92
Calle Rosen,STL,D,18,2,5,7,-2,4,18,0,0,0,0,0,6,16
Jake Leschyshyn,VGK,C,41,2,4,6,-2,8,35,0,0,0,0,0,45,23
Gabriel Fortier,TB,LW,10,1,0,1,-2,4,14,0,0,0,0,0,24,5
Bokondji Imama,ARI,LW,4,1,0,1,-2,5,3,0,0,0,0,0,10,0
Kristian Reichel,WPG,C,13,1,1,2,-2,7,18,0,0,0,0,0,14,10
Rafael Harvey-Pinard,MON,LW,4,1,0,1,-2,0,6,0,0,0,0,0,12,3
Nikita Okhotyuk,NJ,D,5,1,1,2,-2,2,5,0,0,0,0,0,16,1
Alex Vlasic,CHI,D,15,1,1,2,-2,2,12,0,0,0,0,0,15,16
Jake Neighbours,STL,LW,9,1,1,2,-2,2,8,1,0,0,0,0,10,1
Jackson Cates,PHI,C,11,1,0,1,-2,0,8,0,0,0,0,0,4,3
Ben Meyers,COL,LW,5,1,0,1,-2,0,8,0,0,0,0,0,1,1
Nicholas Merkley,NYR,C,9,1,2,3,-2,0,7,0,0,1,0,0,9,2
Brad Malone,EDM,C,8,1,1,2,-2,2,7,0,0,0,0,0,22,1
Josh Archibald,PIT,RW,8,0,1,1,-2,7,4,0,0,0,0,0,27,2
Steven Fogarty,MIN,C,2,0,0,0,-2,2,2,0,0,0,0,0,0,0
Richard Panik,NYI,RW,4,0,1,1,-2,0,4,0,0,1,0,0,9,2
Alex Biega,FA,D,2,0,0,0,-2,0,2,0,0,0,0,0,5,1
Vladimir Tkachev,FA,LW,4,0,2,2,-2,2,1,0,0,2,0,0,1,0
Miles Wood,NJ,LW,3,0,0,0,-2,4,2,0,0,0,0,0,5,1
Nicolas Petan,MIN,C,18,0,2,2,-2,4,21,0,0,1,0,0,6,3
Remi Elie,FA,LW,1,0,0,0,-2,0,2,0,0,0,0,0,3,0
Scott Sabourin,OTT,RW,7,0,2,2,-2,11,4,0,0,0,0,0,14,4
Jayson Megna,ANH,LW,20,0,3,3,-2,4,19,0,0,0,0,0,27,9
Riley Barber,DAL,RW,4,0,0,0,-2,2,4,0,0,0,0,0,3,1
Paul LaDue,NYI,D,1,0,0,0,-2,0,1,0,0,0,0,0,2,1
Gemel Smith,TB,C,3,0,1,1,-2,5,1,0,0,0,0,0,0,1
Zack Hayes,CAR,D,3,0,0,0,-2,0,1,0,0,0,0,0,12,1
Ville Heinola,WPG,D,12,0,5,5,-2,10,25,0,0,0,0,0,9,7
Artemi Kniazev,SJ,D,1,0,0,0,-2,0,2,0,0,0,0,0,1,0
Samuel Fagemo,LA,LW,4,0,0,0,-2,0,5,0,0,0,0,0,2,3
Brayden Pachal,VGK,D,2,0,0,0,-2,0,1,0,0,0,0,0,2,1
Kristians Rubins,OTT,D,3,0,0,0,-2,4,5,0,0,0,0,0,12,2
Dan Renouf,BOS,D,4,0,0,0,-2,7,3,0,0,0,0,0,4,2
Kirill Semyonov,FA,C,3,0,0,0,-2,0,1,0,0,0,0,0,4,0
Otto Koivula,NYI,C,8,0,2,2,-2,0,8,0,0,0,0,0,8,4
Sean Day,TB,D,2,0,0,0,-2,0,2,0,0,0,0,0,4,2
Alex True,SEA,LW,8,0,0,0,-2,2,6,0,0,0,0,0,22,2
Dmitri Samorukov,STL,D,1,0,0,0,-2,0,0,0,0,0,0,0,0,0
Mason Shaw,MIN,C,3,0,0,0,-2,5,7,0,0,0,0,0,6,1
Pierre-Olivier Joseph,PIT,D,4,0,0,0,-2,2,7,0,0,0,0,0,6,4
Kyle Connor,WPG,LW,79,47,46,93,-3,4,317,9,8,20,3,0,32,23
Timo Meier,SJ,LW,77,35,41,76,-3,54,326,8,12,6,0,0,162,61
Isac Lundestrom,ANH,LW,80,16,13,29,-3,8,83,3,0,0,4,0,38,55
Arthur Kaliyev,LA,RW,80,14,13,27,-3,37,194,2,6,3,0,0,31,12
Noah Dobson,NYI,D,80,13,38,51,-3,18,190,4,3,19,0,0,78,154
Jason Spezza,FA,C,71,12,13,25,-3,26,97,1,3,7,0,0,31,24
Alex Tuch,BUF,RW,50,12,26,38,-3,14,139,0,2,6,1,0,32,49
Josh Morrissey,WPG,D,79,12,25,37,-3,66,173,3,6,9,0,0,150,104
Rudolfs Balcers,TB,LW,61,11,12,23,-3,20,98,1,0,0,0,1,115,43
Austin Watson,OTT,LW,67,10,6,16,-3,91,88,1,0,0,1,0,213,63
Casey Cizikas,NYI,C,74,10,6,16,-3,48,91,3,0,0,1,0,138,43
Connor McMichael,WAS,C,68,9,9,18,-3,10,105,0,0,0,0,0,46,22
Dustin Brown,FA,RW,64,9,19,28,-3,20,146,0,1,2,0,0,88,20
Thomas Chabot,OTT,D,59,7,31,38,-3,26,173,1,1,12,0,0,73,93
Vladislav Gavrikov,CLS,D,80,5,28,33,-3,68,108,1,0,0,0,1,124,138
Caleb Jones,CHI,D,51,5,10,15,-3,18,57,1,0,1,0,0,77,58
Jakob Silfverberg,ANH,RW,53,5,16,21,-3,30,120,0,1,4,0,0,16,40
Logan Brown,STL,C,39,4,7,11,-3,8,34,0,0,1,0,0,22,13
Klim Kostin,EDM,RW,40,4,5,9,-3,23,31,1,0,0,0,0,90,9
Jake Walman,DET,D,51,3,7,10,-3,10,87,0,0,1,0,0,47,58
Brad Hunt,COL,D,50,3,14,17,-3,12,67,0,0,2,0,0,22,48
Justin Dowling,VAN,C,22,2,2,4,-3,2,17,0,0,0,0,0,10,9
Ross Johnston,NYI,LW,32,2,5,7,-3,44,9,0,0,0,0,0,90,16
Anton Blidh,COL,LW,32,2,7,9,-3,24,28,0,0,0,0,0,82,17
Brett Murray,BUF,LW,19,2,4,6,-3,23,14,0,0,1,0,0,17,2
Sheldon Dries,VAN,C,11,2,1,3,-3,0,17,1,1,0,0,0,9,6
Michal Kempny,FA,D,15,1,1,2,-3,16,10,0,0,0,0,0,22,19
Justin Barron,MON,D,7,1,1,2,-3,0,13,0,0,0,0,0,5,5
Jack Ahcan,BOS,D,6,1,0,1,-3,0,5,0,1,0,0,0,8,5
Nick Blankenburg,CLS,D,7,1,2,3,-3,4,13,1,1,0,0,0,19,12
Kyle Burroughs,VAN,D,42,1,4,5,-3,39,39,0,0,0,0,0,122,59
Trevor van Riemsdyk,WAS,D,72,1,16,17,-3,40,75,0,0,0,0,1,25,129
Lukas Vejdemo,FA,C,6,1,0,1,-3,0,10,0,0,0,0,0,7,4
Andrej Sekera,FA,D,32,1,3,4,-3,16,26,0,0,0,0,0,15,25
Kevin Connauton,PHI,D,39,1,2,3,-3,4,30,0,0,0,0,0,74,32
Nick Seeler,PHI,D,43,1,2,3,-3,29,32,0,0,0,0,0,75,67
Logan Shaw,FA,RW,17,1,2,3,-3,2,17,0,0,0,0,0,11,5
Ryan Murray,EDM,D,37,0,4,4,-3,2,26,0,0,0,0,1,32,41
Kyle Rau,FA,C,5,0,0,0,-3,0,3,0,0,0,0,0,6,0
Fredrik Claesson,FA,D,9,0,0,0,-3,0,4,0,0,0,0,0,12,6
Brett Connolly,FA,RW,9,0,1,1,-3,15,6,0,0,0,0,0,7,3
Thomas Hickey,FA,D,2,0,0,0,-3,0,0,0,0,0,0,0,2,3
Clark Bishop,CGY,C,9,0,1,1,-3,6,8,0,0,0,0,0,12,3
Austin Poganski,SEA,RW,16,0,0,0,-3,7,9,0,0,0,0,0,23,5
Jacob Larsson,OTT,D,6,0,1,1,-3,2,5,0,0,0,0,0,1,5
Blake Speers,FA,RW,2,0,0,0,-3,2,1,0,0,0,0,0,3,2
Hudson Fasching,NYI,RW,11,0,0,0,-3,0,3,0,0,0,0,0,16,6
Madison Bowey,MON,D,2,0,0,0,-3,0,0,0,0,0,0,0,4,2
William Eklund,SJ,LW,9,0,4,4,-3,2,8,0,0,3,0,0,4,4
Cole Smith,NSH,LW,8,0,0,0,-3,0,3,0,0,0,0,0,21,1
Dennis Cholowski,NYI,D,11,0,3,3,-3,2,11,0,0,0,0,0,5,13
Mathieu Olivier,CLS,RW,10,0,1,1,-3,14,5,0,0,0,0,0,23,4
