,,,,Overall,,,,,,,PP,,SH,,Defense,
Nick Bjugstad,ARI,C,44,6,11,17,7,17,78,3,0,1,0,0,48,22
Jamie Oleksiak,SEA,D,56,6,8,14,-3,35,84,2,0,0,0,0,148,88
Carl Hagelin,WAS,LW,56,6,10,16,7,19,85,0,0,0,1,0,22,19
Mattias Ekholm,NSH,D,48,6,17,23,19,14,110,2,0,2,0,1,23,46
Josh Leivo,STL,LW,38,6,3,9,-3,10,50,2,0,0,0,0,33,2
Sam Steel,MIN,C,42,6,6,12,-7,8,42,0,0,0,0,0,41,19
Nico Hischier,NJ,C,21,6,5,11,-9,4,44,0,3,1,1,0,11,20
Carl Grundstrom,LA,LW,47,6,5,11,-10,16,66,3,0,2,0,0,104,23
Mikhail Maltsev,COL,C,33,6,3,9,-4,4,55,0,0,0,0,0,26,8
Vince Dunn,SEA,D,43,6,14,20,-8,18,73,0,2,5,0,0,36,51
Nicolas Roy,VGK,C,50,6,9,15,9,14,52,1,0,0,0,0,50,23
Joel Kiviranta,DAL,RW,26,6,5,11,3,6,31,0,1,0,0,0,40,11
Filip Zadina,DET,RW,49,6,13,19,-4,0,97,1,3,3,0,0,22,22
Isac Lundestrom,ANH,LW,41,6,3,9,-9,14,52,0,0,0,0,0,16,19
K'Andre Miller,NYR,D,53,5,7,12,9,20,62,1,0,1,0,1,93,77
Jesperi Kotkaniemi,CAR,LW,56,5,15,20,-1,12,87,1,0,4,0,0,84,27
Arttu Ruotsalainen,BUF,C,17,5,1,6,-9,8,28,0,0,0,0,0,16,4
Nicolas Hague,VGK,D,52,5,12,17,14,31,78,0,0,0,0,0,94,65
Rasmus Dahlin,BUF,D,56,5,18,23,-36,26,115,0,1,10,0,0,80,45
Sean Walker,LA,D,47,5,13,18,-13,18,92,0,0,1,0,0,43,72
Adam Gaudette,TOR,C,40,5,6,11,-15,12,66,0,0,3,0,0,16,22
Charlie McAvoy,BOS,D,51,5,25,30,22,38,92,0,1,7,0,1,65,80
Noah Gregor,SJ,C,30,5,1,6,-16,6,60,0,0,0,0,0,47,19
Adam Fox,NYR,D,55,5,42,47,19,14,102,1,2,21,1,1,23,102
Dylan Gambrell,OTT,C,49,5,7,12,-18,13,48,1,0,0,1,0,77,54
Samuel Girard,COL,D,48,5,27,32,15,16,79,0,0,9,0,0,31,52
Tanner Jeannot,NSH,LW,15,5,2,7,6,2,23,0,0,0,1,1,53,7
Nick Cousins,FLA,C,52,5,13,18,4,41,60,1,0,4,0,0,48,16
Matt Nieto,SJ,LW,28,5,2,7,-4,4,45,0,0,0,0,0,25,19
Travis Boyd,ARI,C,39,5,5,10,-5,2,23,0,1,0,0,0,18,15
Tobias Rieder,FA,RW,44,5,2,7,-9,2,63,0,0,0,0,0,21,34
Nicolas Deslauriers,PHI,LW,49,5,5,10,-7,53,65,2,0,0,0,0,136,20
Phillip Danault,LA,C,53,5,19,24,9,24,73,0,0,0,0,1,76,28
Cam Fowler,ANH,D,56,5,18,23,-4,18,75,1,0,4,0,0,27,36
Andrew Cogliano,COL,LW,54,5,6,11,-8,24,88,0,0,0,1,0,79,24
James Neal,FA,RW,29,5,5,10,-2,11,51,0,1,2,0,0,26,6
Eric Staal,FLA,C,53,5,8,13,-30,10,82,1,1,2,0,0,23,15
Ryan Getzlaf,FA,C,48,5,12,17,-14,43,70,1,3,1,0,0,66,46
Joe Thornton,FA,C,44,5,15,20,6,14,42,0,0,5,0,0,32,10
Trevor Lewis,CGY,C,56,5,5,10,7,2,68,1,0,0,2,0,71,22
Brendan Smith,NJ,D,48,5,5,10,3,73,58,0,0,0,0,0,84,41
Ryan Ellis,PHI,D,35,5,13,18,1,10,75,0,2,2,0,0,21,63
Colton Sceviour,FA,RW,46,5,5,10,0,2,53,0,0,0,0,0,64,28
Tyler Bozak,FA,C,31,5,12,17,-3,10,35,0,1,3,2,1,17,20
P.K. Subban,FA,D,44,5,14,19,-16,26,99,0,2,3,0,0,41,46
Paul Byron,MON,C,46,5,11,16,5,12,44,1,0,0,1,0,116,22
Alex Galchenyuk,COL,RW,34,5,8,13,-8,20,62,0,1,0,0,0,44,10
Morgan Rielly,TOR,D,55,5,30,35,11,14,101,1,1,11,0,1,63,61
Teuvo Teravainen,CAR,C,21,5,10,15,5,4,49,2,0,2,0,0,8,9
Mike Matheson,MON,D,44,5,11,16,9,28,86,1,0,1,0,0,41,40
Nate Schmidt,WPG,D,54,5,10,15,-7,4,76,1,0,0,0,1,15,72
Devin Shore,EDM,C,38,5,4,9,-4,6,27,1,0,0,1,0,73,26
Jimmy Vesey,NYR,LW,50,5,5,10,-14,10,58,1,0,0,0,1,38,19
Esa Lindell,DAL,D,56,5,11,16,11,19,100,0,0,2,1,0,114,104
Matt Grzelcyk,BOS,D,37,5,15,20,11,22,80,1,1,6,0,0,19,34
Andreas Johnsson,NJ,LW,50,5,6,11,-1,12,65,0,1,0,0,0,39,17
Tyler Bertuzzi,DET,LW,9,5,2,7,0,4,20,1,3,1,0,0,13,3
Nick Paul,TB,LW,56,5,15,20,5,19,105,0,0,2,1,3,74,35
Seth Jones,CHI,D,56,5,23,28,-18,26,141,1,2,6,0,0,102,101
Rasmus Andersson,CGY,D,56,5,16,21,-9,34,96,0,1,5,0,0,49,68
Yakov Trenin,NSH,C,45,5,6,11,4,22,62,0,0,0,0,0,94,21
Kevin Stenlund,WPG,C,32,5,5,10,-4,8,42,1,0,1,0,0,17,13
Erik Cernak,TB,D,46,5,13,18,8,38,85,0,0,0,0,0,98,46
Jake DeBrusk,BOS,LW,41,5,9,14,1,6,92,1,2,1,0,0,33,20
Anders Bjork,BUF,LW,45,5,6,11,-13,14,41,0,0,0,0,1,48,13
Jake Virtanen,FA,LW,38,5,0,5,-4,41,50,1,1,0,0,0,83,12
Ivan Barbashev,STL,LW,38,5,7,12,5,6,43,1,1,0,0,0,49,15
Gustav Forsling,FLA,D,43,5,12,17,17,8,94,0,1,3,0,0,30,42
Brendan Lemieux,LA,LW,49,4,7,11,-2,73,50,1,0,0,0,0,109,26
Juho Lammikko,FA,RW,44,4,1,5,-8,10,43,0,0,0,1,0,50,16
Ryan Carpenter,NYR,C,40,4,1,5,-10,19,51,0,1,0,1,0,78,17
Lawson Crouse,ARI,LW,51,4,9,13,-10,46,70,0,0,2,0,0,155,30
Noah Hanifin,CGY,D,47,4,11,15,-2,18,89,1,0,3,0,0,28,40
Noel Acciari,STL,C,41,4,7,11,0,9,68,1,1,2,0,1,91,63
Rasmus Ristolainen,PHI,D,49,4,14,18,-18,36,73,0,1,6,0,0,193,68
Michael Raffl,FA,LW,44,4,7,11,-4,33,50,3,0,0,0,0,71,28
Josh Morrissey,WPG,D,56,4,17,21,-1,25,116,0,1,8,0,0,78,86
Brett Pesce,CAR,D,55,4,21,25,14,20,89,0,1,4,0,0,17,82
Oskar Sundqvist,DET,C,28,4,5,9,-6,14,32,0,1,2,0,0,50,25
Cedric Paquette,FA,C,47,4,4,8,-12,21,33,0,0,0,0,0,136,26
Adam Pelech,NYI,D,56,4,10,14,15,18,82,0,0,0,1,1,66,73
Danny DeKeyser,FA,D,47,4,8,12,3,18,43,0,0,0,0,0,44,81
Nikita Gusev,FA,LW,31,4,6,10,-12,2,72,0,0,2,0,0,4,1
Colin Miller,DAL,D,48,4,8,12,-20,27,64,0,1,3,0,0,91,51
Vinnie Hinostroza,BUF,RW,26,4,8,12,0,8,33,0,0,0,0,0,37,3
Mark Jankowski,NSH,C,45,4,7,11,4,6,35,0,0,0,0,0,35,21
Jordan Martinook,CAR,LW,44,4,9,13,-3,25,62,1,0,0,0,1,90,20
Cody Ceci,EDM,D,53,4,13,17,18,10,58,1,0,0,0,0,74,70
Mikhail Grigorenko,FA,C,32,4,8,12,-2,6,36,1,0,0,0,0,14,17
Brian Dumoulin,PIT,D,41,4,10,14,18,12,50,0,0,0,0,1,63,55
Kyle Clifford,TOR,LW,50,4,3,7,-5,30,65,0,0,0,0,1,69,17
Richard Panik,NYI,RW,48,4,9,13,-9,18,59,0,1,0,0,0,70,21
Patrick Maroon,TB,LW,55,4,14,18,2,60,46,0,2,2,0,0,75,6
Michael Del Zotto,FLA,D,53,4,9,13,5,8,77,0,0,0,0,0,125,54
Blake Comeau,FA,LW,51,4,10,14,-13,37,76,0,0,0,0,2,106,18
Cal Clutterbuck,NYI,RW,50,4,7,11,-5,10,50,1,0,0,1,0,191,23
Ryan McDonagh,NSH,D,50,4,8,12,13,14,85,0,0,0,0,0,69,96
Patrick Marleau,FA,LW,56,4,5,9,-9,10,54,0,2,0,0,0,40,19
Duncan Keith,FA,D,54,4,11,15,-13,30,110,1,1,5,0,0,33,91
Alexander Radulov,FA,RW,11,4,8,12,9,6,25,0,1,5,0,0,4,5
Riley Sheahan,FA,C,53,4,9,13,-8,8,44,0,0,0,1,0,17,15
Vladimir Tarasenko,STL,RW,24,4,10,14,-7,0,65,0,2,4,0,0,30,15
Jake Muzzin,TOR,D,53,4,23,27,21,29,103,0,1,1,1,0,101,94
Adam Larsson,SEA,D,56,4,6,10,2,24,52,0,0,0,0,0,166,128
Sean Kuraly,CLS,C,47,4,5,9,-10,20,88,2,0,0,0,1,99,21
Brett Ritchie,CGY,RW,32,4,4,8,-5,24,36,0,0,0,0,0,97,6
Nolan Patrick,VGK,C,52,4,5,9,-30,20,49,0,2,1,0,0,45,18
Trent Frederic,BOS,C,42,4,1,5,-8,65,44,3,0,0,0,0,61,15
Wade Allison,PHI,RW,14,4,3,7,1,4,24,1,1,0,0,0,28,10
Adam Brooks,PHI,C,11,4,1,5,4,0,10,0,1,0,1,0,14,2
Mikhail Sergachev,TB,D,56,4,26,30,5,30,108,1,0,8,0,0,66,73
Nikita Zaitsev,OTT,D,55,4,13,17,-13,26,70,1,0,0,0,1,114,110
Austin Wagner,LA,LW,44,4,4,8,-14,15,67,1,0,0,0,0,97,10
Wyatt Kalynuk,VAN,D,21,4,5,9,-6,4,26,0,0,0,0,0,25,21
Jesper Boqvist,NJ,C,28,4,3,7,-5,2,34,1,0,0,0,0,15,10
Alexandre Texier,CLS,C,49,4,11,15,-13,22,75,0,0,0,0,0,49,19
Alex Formenton,OTT,LW,20,4,2,6,6,6,27,0,0,0,1,0,23,8
Cody Glass,NSH,C,27,4,6,10,6,8,28,0,4,1,0,0,10,9
Dylan Cozens,BUF,C,41,4,9,13,-15,16,62,0,1,0,0,0,30,11
Cole Caufield,MON,RW,10,4,1,5,-1,2,30,2,0,0,0,0,3,0
Trevor Zegras,ANH,C,24,3,10,13,6,12,53,0,0,0,0,0,7,4
John Leonard,NSH,C,44,3,10,13,-7,2,60,0,1,0,0,0,25,17
Logan O'Connor,COL,C,22,3,2,5,6,6,37,0,0,0,0,0,29,12
Blake Lizotte,LA,LW,41,3,7,10,2,16,42,0,0,0,0,0,32,21
Quinn Hughes,VAN,D,56,3,38,41,-24,22,98,0,0,19,0,0,18,43
Noah Dobson,NYI,D,46,3,11,14,1,8,69,0,0,5,0,0,40,59
Ty Dellandrea,DAL,C,26,3,2,5,0,23,31,0,2,1,0,0,47,10
Lias Andersson,LA,LW,23,3,3,6,-4,12,23,0,0,0,0,0,8,9
Michael Rasmussen,DET,C,40,3,9,12,-5,26,62,1,0,2,0,0,72,28
Eetu Luostarinen,FLA,LW,44,3,5,8,-11,12,34,1,0,0,0,0,55,25
Henri Jokiharju,BUF,D,46,3,5,8,-11,4,50,0,0,0,0,0,47,53
Robert Thomas,STL,C,33,3,9,12,1,10,22,1,0,0,0,0,5,11
Alex Barre-Boulet,TB,C,15,3,0,3,0,0,26,0,2,0,0,0,8,5
Emil Bemstrom,CLS,C,20,3,2,5,2,0,28,0,1,0,0,0,15,8
Ian Mitchell,CHI,D,39,3,4,7,-10,14,23,0,0,0,0,0,18,37
Morgan Geekie,SEA,C,36,3,6,9,1,10,30,0,2,0,0,0,28,6
John Marino,NJ,D,52,3,10,13,5,8,56,1,1,3,0,1,48,50
Artem Zub,OTT,D,47,3,11,14,4,26,39,1,0,0,0,0,89,70
Keegan Kolesar,VGK,RW,44,3,10,13,-4,30,46,0,0,0,0,0,107,15
Alexander Barabanov,SJ,RW,22,3,5,8,1,6,23,1,1,0,0,0,7,14
Troy Stecher,ARI,D,44,3,8,11,-13,12,55,0,0,0,0,0,33,46
Drake Caggiula,PIT,LW,38,3,7,10,-6,19,46,0,0,0,0,0,64,9
Dryden Hunt,COL,LW,26,3,5,8,-6,4,39,0,0,0,0,0,94,5
Kieffer Bellows,PHI,LW,14,3,0,3,0,4,19,1,0,0,0,0,36,5
Nathan Bastian,NJ,RW,41,3,7,10,0,21,46,0,0,0,0,0,136,25
Neal Pionk,WPG,D,54,3,29,32,6,20,100,0,1,9,0,0,137,74
Matthew Highmore,STL,C,42,3,4,7,-5,8,40,1,0,0,0,0,43,21
Dylan Coghlan,CAR,D,29,3,3,6,-3,2,31,0,0,0,0,0,29,16
Mathieu Olivier,CLS,RW,30,3,2,5,-1,70,25,0,1,0,0,0,62,19
Jamie Drysdale,ANH,D,24,3,5,8,-12,6,28,0,0,1,0,0,7,23
Joel Edmundson,MON,D,55,3,10,13,28,25,77,0,0,0,0,0,98,75
Tyler Graovac,FA,C,14,3,1,4,-3,6,17,0,1,0,0,0,13,5
Connor Murphy,CHI,D,50,3,12,15,1,35,78,1,1,0,0,1,102,123
Austin Watson,OTT,LW,34,3,7,10,-7,40,41,0,0,0,0,1,100,49
Brett Connolly,FA,RW,31,3,3,6,3,4,26,0,0,1,0,0,44,8
Mark Pysyk,DET,D,36,3,1,4,6,20,51,0,0,0,0,0,36,16
Patrik Nemeth,ARI,D,52,3,7,10,5,20,53,0,0,0,0,0,87,67
Marc Staal,FLA,D,56,3,7,10,-5,20,53,0,0,0,0,0,58,45
Ryan Suter,DAL,D,56,3,16,19,9,12,86,0,1,5,0,0,38,65
Darren Helm,COL,C,47,3,5,8,-3,10,83,0,0,0,0,0,39,20
Anton Stralman,BOS,D,38,3,6,9,-1,8,38,0,0,0,0,0,37,30
David Backes,FA,RW,15,3,1,4,-4,4,30,1,0,0,0,0,31,16
Keith Yandle,FA,D,56,3,24,27,-8,38,113,1,1,17,0,0,18,27
Andrej Sekera,FA,D,46,3,2,5,12,4,33,0,0,0,0,0,47,62
Tyler Ennis,FA,LW,30,3,6,9,0,6,38,2,0,0,0,0,43,6
Alex Goligoski,MIN,D,56,3,19,22,2,14,72,0,0,7,0,0,76,108
Travis Hamonic,OTT,D,38,3,7,10,-3,39,79,0,0,0,0,0,48,81
Cody Eakin,FA,C,46,3,4,7,-9,14,39,0,0,0,0,0,33,20
Marco Scandella,STL,D,49,3,6,9,14,24,55,1,0,0,0,1,60,64
Oliver Ekman-Larsson,VAN,D,46,3,21,24,-17,32,83,0,2,12,0,0,72,26
Damon Severson,NJ,D,56,3,18,21,-8,29,91,0,0,4,0,1,57,50
Justin Schultz,SEA,D,46,3,24,27,12,10,67,1,0,8,0,0,28,49
Brady Skjei,CAR,D,52,3,7,10,6,30,104,1,0,0,0,1,66,62
Jujhar Khaira,CHI,C,40,3,8,11,-1,42,41,2,0,0,0,0,151,21
Jaccob Slavin,CAR,D,52,3,12,15,22,2,101,0,0,1,0,1,35,87
Tanner Kero,DAL,LW,39,3,7,10,0,6,39,2,0,2,0,0,31,14
Jake Evans,MON,LW,47,3,10,13,2,29,55,0,0,0,1,1,79,26
Brandon Carlo,BOS,D,27,3,1,4,1,12,43,1,0,0,0,0,38,35
Evgeny Svechnikov,SJ,LW,21,3,5,8,-3,10,21,1,1,1,0,0,20,6
Christian Fischer,ARI,RW,52,3,8,11,-10,6,47,0,0,1,0,0,148,27
Haydn Fleury,TB,D,47,3,1,4,-12,8,62,0,0,0,0,0,63,55
Travis Sanheim,PHI,D,55,3,12,15,-22,23,100,1,0,0,0,0,48,73
Nicolas Aube-Kubel,WAS,C,50,3,9,12,-3,44,53,0,0,0,0,0,120,16
Jayce Hawryluk,OTT,C,30,2,3,5,-7,9,18,1,0,0,0,0,43,11
Marcus Pettersson,PIT,D,47,2,7,9,8,22,46,0,0,0,0,0,51,39
Mark Friedman,PIT,D,9,2,1,3,1,9,9,0,0,0,0,0,14,7
Nicholas Merkley,NYR,C,27,2,8,10,-5,7,38,0,0,1,0,0,28,5
Travis Dermott,VAN,D,51,2,4,6,-1,19,36,0,0,0,0,0,44,35
Dylan Sikura,CHI,LW,6,2,0,2,0,0,8,0,0,0,0,0,3,1
Anthony Angello,STL,C,19,2,2,4,4,8,19,0,1,0,0,0,51,2
Frederick Gaudreau,MIN,C,19,2,8,10,10,2,20,0,0,0,0,1,9,9
Jack Eichel,VGK,C,21,2,16,18,-9,6,61,1,1,8,0,0,20,15
Derek Ryan,EDM,C,43,2,11,13,6,16,37,0,0,0,0,0,13,21
Colton Parayko,STL,D,32,2,10,12,-2,14,60,0,0,0,0,0,35,64
Christian Djoos,FA,D,36,2,9,11,-13,14,39,0,1,3,0,0,10,26
Kurtis MacDermid,COL,D,28,2,2,4,-14,36,16,0,0,0,0,0,46,35
Brett Kulak,EDM,D,46,2,6,8,3,20,57,0,0,0,0,0,28,54
Hampus Lindholm,BOS,D,18,2,4,6,-1,16,29,0,0,1,0,0,9,19
Jacob Trouba,NYR,D,38,2,10,12,3,22,70,1,0,1,0,0,111,84
John Hayden,SEA,C,29,2,3,5,-4,37,21,2,0,0,0,0,84,16
Ryan Graves,NJ,D,54,2,13,15,15,55,101,0,0,0,0,0,77,91
Ryan Pulock,NYI,D,56,2,15,17,15,8,121,1,0,1,0,0,97,106
Robert Hagg,DET,D,34,2,3,5,-3,18,29,0,0,0,0,0,100,31
Jonathan Drouin,MON,C,44,2,21,23,-8,20,76,0,0,5,0,0,42,7
Nick Jensen,WAS,D,53,2,12,14,5,14,60,0,0,0,0,0,56,65
Zack Kassian,ARI,RW,27,2,3,5,-4,15,18,0,0,0,0,0,73,3
Michael Stone,CGY,D,21,2,2,4,-1,6,41,0,0,0,0,0,24,27
Nick Leddy,STL,D,56,2,29,31,-3,8,79,1,1,10,0,0,58,54
Artem Anisimov,FA,C,19,2,7,9,1,2,30,0,1,0,0,0,9,9
Kevin Shattenkirk,ANH,D,55,2,13,15,-8,28,93,0,1,4,0,0,57,58
Riley Nash,FA,C,37,2,5,7,-1,4,40,1,0,0,0,0,33,21
Luke Schenn,VAN,D,38,2,2,4,2,51,43,0,0,0,0,0,99,17
Kyle Okposo,BUF,RW,35,2,11,13,-1,0,45,0,0,0,1,1,29,14
Kyle Turris,FA,C,27,2,3,5,-11,10,27,0,0,0,0,0,16,8
Zdeno Chara,FA,D,55,2,8,10,5,44,67,0,0,0,0,0,88,67
Nate Thompson,FA,C,44,2,3,5,4,4,20,1,0,0,0,1,60,20
Justin Holl,TOR,D,55,2,18,20,16,25,57,1,0,0,0,1,82,84
Radko Gudas,FLA,D,54,2,9,11,6,40,84,1,0,0,0,0,250,72
Jani Hakanpaa,DAL,D,57,2,2,4,4,35,54,1,0,0,0,1,215,83
Brayden McNabb,VGK,D,41,2,6,8,10,16,39,0,0,0,0,0,98,76
Sam Carrick,ANH,C,13,2,4,6,4,28,23,0,0,1,0,0,29,3
Chris Wagner,BOS,RW,41,2,3,5,-9,24,57,0,0,0,1,0,75,21
Derek Forbort,BOS,D,56,2,10,12,1,35,67,0,0,0,0,0,80,115
Zac Dalpe,FLA,C,12,2,1,3,-2,0,22,0,0,0,0,0,11,8
Steven Kampfer,DET,D,20,2,3,5,3,4,28,0,1,0,0,0,20,24
Tyler Seguin,DAL,C,3,2,0,2,0,0,8,0,0,0,0,0,8,1
Chris Tanev,CGY,D,56,2,10,12,15,6,66,0,0,0,0,0,33,107
Scott Mayfield,NYI,D,56,2,13,15,2,38,79,0,0,0,0,0,76,108
Sami Vatanen,FA,D,39,2,4,6,3,20,55,0,0,0,0,0,27,49
Brenden Dillon,WPG,D,56,2,17,19,15,49,51,0,0,1,0,1,143,61
Max McCormick,SEA,LW,12,2,1,3,3,9,5,0,0,0,0,0,16,2
Torey Krug,STL,D,51,2,30,32,11,25,110,0,1,12,0,0,51,57
Andrew Shaw,FA,C,14,2,2,4,-5,6,25,0,2,2,0,0,20,4
Radim Zohorna,CGY,RW,8,2,2,4,4,4,8,1,0,1,0,0,7,0
Vitali Kravtsov,NYR,RW,20,2,2,4,-6,4,23,0,0,0,0,0,7,6
Radim Simek,SJ,D,40,2,4,6,-9,15,26,0,0,0,0,0,76,49
Libor Hajek,NYR,D,44,2,2,4,2,10,33,1,0,0,0,0,26,48
Filip Hronek,DET,D,56,2,24,26,-18,16,114,0,0,11,0,0,67,46
Dante Fabbro,NSH,D,40,2,10,12,-1,23,59,1,1,1,0,0,32,57
Julien Gauthier,NYR,RW,30,2,6,8,-6,14,38,0,0,0,0,0,56,9
Olli Juolevi,ANH,D,23,2,1,3,-1,0,24,0,0,0,0,0,23,30
Ryan Lomberg,FLA,LW,34,2,2,4,-2,67,47,0,0,0,0,0,90,10
Mason Marchment,DAL,LW,33,2,8,10,4,18,50,0,0,0,0,0,73,8
Vladislav Gavrikov,CLS,D,55,2,10,12,-13,14,48,1,0,0,0,0,69,77
Steven Lorentz,SJ,C,45,2,6,8,1,8,40,1,0,0,0,0,47,16
Matt Roy,LA,D,44,2,8,10,0,8,57,0,0,1,0,1,61,67
Ethan Bear,VAN,D,43,2,6,8,-1,14,53,1,0,0,0,0,31,55
Gaetan Haas,FA,C,34,2,1,3,-6,10,24,1,0,0,0,0,31,29
Zach Whitecloud,VGK,D,51,2,10,12,9,24,54,1,0,0,0,0,85,75
Erik Brannstrom,OTT,D,30,2,11,13,3,25,42,0,1,2,0,0,26,18
Juuso Valimaki,ARI,D,49,2,9,11,-2,26,72,0,0,0,0,0,28,60
Barrett Hayton,ARI,C,14,2,1,3,-1,0,10,0,0,0,0,0,15,3
Adam Boqvist,CLS,D,35,2,14,16,-7,14,39,0,1,7,0,0,29,29
Evan Bouchard,EDM,D,14,2,3,5,-2,2,38,0,1,0,0,0,11,11
Joel L'Esperance,FA,C,12,2,0,2,-2,2,8,1,0,0,0,0,16,0
Karson Kuhlman,WPG,C,20,2,0,2,-6,0,31,0,0,0,0,0,27,4
Ty Smith,PIT,D,48,2,21,23,-9,22,69,0,1,6,0,0,32,35
Nicolas Beaudin,MON,D,19,2,4,6,1,2,7,0,0,1,0,0,14,21
Jan Jenik,ARI,C,2,2,0,2,3,0,3,0,0,0,0,0,2,0
Nikolai Knyzhov,SJ,D,56,2,8,10,-9,39,51,1,0,0,0,0,84,54
Kirby Dach,MON,C,18,2,8,10,-3,4,26,0,1,0,0,0,7,12
Victor Soderstrom,ARI,D,4,1,1,2,4,0,6,0,0,0,0,0,4,0
Joel Kellman,FA,C,7,1,1,2,-1,6,13,0,0,0,0,0,5,2
Joe Veleno,DET,C,5,1,0,1,0,4,8,0,1,0,0,0,7,4
Alexander Romanov,NYI,D,54,1,5,6,1,21,71,0,0,1,0,0,138,60
Rasmus Kupari,LA,C,7,1,0,1,-5,2,8,0,0,0,0,0,7,3
Pierre-Olivier Joseph,PIT,D,16,1,4,5,1,6,27,0,0,0,0,0,22,7
Cal Foote,TB,D,35,1,2,3,9,29,40,0,0,0,0,0,39,29
Aleksi Heponiemi,FLA,LW,9,1,1,2,1,2,15,1,0,0,0,0,0,1
Mario Ferraro,SJ,D,56,1,16,17,-6,22,58,0,0,4,0,0,155,96
Parker Kelly,OTT,C,1,1,0,1,1,0,1,0,0,0,0,0,4,0
Mackenzie Entwistle,CHI,RW,5,1,1,2,1,2,6,0,0,0,0,0,10,2
Jack Rathbone,VAN,D,8,1,2,3,1,0,17,0,0,1,0,0,9,8
Jacob Bryson,BUF,D,38,1,8,9,-1,12,24,0,0,1,0,2,32,43
Mikey Anderson,LA,D,54,1,10,11,0,30,52,1,0,0,0,2,66,74
Jack Studnicka,VAN,C,20,1,2,3,-3,0,28,0,0,0,0,0,7,10
Sebastian Aho,NYI,D,3,1,1,2,-1,2,4,0,0,0,0,0,1,2
Marian Studenic,DAL,RW,8,1,1,2,-2,4,7,0,0,0,0,0,13,4
Morgan Barron,WPG,LW,5,1,0,1,-1,2,3,0,0,0,0,0,12,2
Alexandre Carrier,NSH,D,19,1,2,3,3,8,31,0,0,0,0,0,22,31
Niko Mikkola,STL,D,30,1,2,3,-11,11,22,0,0,0,0,0,49,36
Philippe Myers,TB,D,44,1,10,11,-10,22,77,0,0,0,0,0,69,40
Lane Pederson,VAN,C,15,1,2,3,-2,2,15,0,0,1,0,0,39,2
Ilya Lyubushkin,BUF,D,42,1,1,2,-13,10,36,0,0,0,0,0,103,72
Brett Howden,VGK,C,42,1,6,7,-2,11,33,0,0,0,0,1,57,35
Logan Stanley,WPG,D,37,1,3,4,13,26,63,0,0,0,0,0,49,31
Dennis Cholowski,NYI,D,16,1,2,3,-1,4,10,0,0,0,0,0,5,18
Jake Bean,CLS,D,42,1,11,12,-2,10,55,0,1,4,0,0,17,21
Josh Mahura,FLA,D,13,1,3,4,0,4,14,0,0,0,0,0,10,9
Victor Mete,TOR,D,28,1,4,5,8,8,20,0,0,0,0,0,19,35
Riley Stillman,VAN,D,21,1,0,1,5,16,29,0,0,0,0,0,51,29
Rhett Gardner,DAL,C,28,1,1,2,-9,8,23,0,0,0,0,0,52,11
Ryan Lindgren,NYR,D,51,1,15,16,20,35,65,0,0,0,0,1,98,50
Givani Smith,DET,LW,16,1,3,4,-5,21,20,1,0,0,0,0,28,4
David Kampf,TOR,RW,56,1,11,12,-3,20,63,0,0,0,0,0,45,14
Zack MacEwen,PHI,C,34,1,1,2,-2,44,31,0,0,0,0,0,65,9
Gavin Bayreuther,CLS,D,9,1,0,1,-1,7,16,0,0,0,0,0,12,4
Matt Luff,DET,RW,13,1,0,1,-4,5,18,0,0,0,0,0,8,6
Joachim Blichfeld,FA,LW,5,1,0,1,-2,12,3,0,0,0,0,0,2,2
Fredrik Handemark,FA,C,8,1,0,1,-3,2,5,0,0,0,0,0,14,1
Mathias Brome,FA,LW,26,1,1,2,-9,8,22,1,0,0,0,0,19,7
Mike Hardman,CHI,RW,8,1,2,3,0,0,5,0,0,0,0,0,38,6
Connor Mackey,CGY,D,6,1,2,3,3,20,4,0,0,0,0,0,8,0
Tobias Bjornfot,LA,D,33,1,5,6,-3,14,30,0,0,0,0,0,28,34
Nolan Foote,NJ,LW,6,1,1,2,-1,0,5,0,0,0,0,0,5,1
Shane Pinto,OTT,C,12,1,6,7,6,10,11,0,0,0,0,0,11,9
Arthur Kaliyev,LA,RW,1,1,0,1,-1,0,1,0,0,0,0,0,0,1
Josh Manson,COL,D,23,1,6,7,-3,30,19,1,0,0,0,0,61,31
Steven Fogarty,MIN,C,9,1,2,3,2,8,5,0,0,0,0,0,4,10
Justin Dowling,VAN,C,27,1,4,5,-4,6,27,0,0,1,0,0,17,3
Antoine Roussel,FA,LW,35,1,3,4,4,37,28,0,0,0,0,1,63,18
Kevan Miller,FA,D,28,1,3,4,-1,20,27,0,0,0,0,0,64,37
Byron Froese,VGK,C,6,1,0,1,1,2,2,0,0,0,0,0,8,4
Scott Harrington,SJ,D,12,1,2,3,-3,6,8,0,0,0,0,1,9,20
David Savard,MON,D,54,1,5,6,-27,24,69,1,0,0,0,1,132,109
Erik Gudbranson,CLS,D,45,1,3,4,-12,59,58,1,0,0,0,0,111,64
Ben Chiarot,DET,D,41,1,6,7,-16,50,81,0,1,0,0,0,77,60
Nate Prosser,FA,D,6,1,1,2,-7,0,5,0,0,0,0,0,3,10
Justin Braun,PHI,D,53,1,5,6,0,18,59,0,0,0,0,0,78,73
Derek Stepan,CAR,C,20,1,5,6,-6,8,44,0,0,2,0,0,25,16
Joakim Nordstrom,FA,C,44,1,6,7,1,6,46,0,0,0,0,0,92,30
