,,,,Overall,,,,,,,PP,,SH,,Defense,
Kevin Porter,FA,C,31,4,5,9,-1,10,37,0,0,0,1,1,56,18
Nick Johnson,FA,RW,17,4,2,6,3,0,23,1,1,0,0,0,13,1
Steve Begin,FA,LW,36,4,4,8,-2,22,31,2,0,0,1,0,62,21
Mike Knuble,FA,RW,28,4,4,8,-4,20,31,1,1,1,0,0,25,11
Radek Dvorak,FA,RW,9,4,0,4,2,2,17,1,0,0,0,0,2,1
Andrew Ference,FA,D,48,4,9,13,9,35,66,0,0,0,0,1,89,60
Milan Hejduk,FA,RW,29,4,7,11,-7,0,41,0,2,1,0,0,6,8
Eric Brewer,FA,D,48,4,8,12,3,30,56,1,1,0,0,0,88,94
Alexei Ponikarovsky,FA,LW,42,4,5,9,-1,14,51,1,0,0,0,0,81,15
Ryan Whitney,FA,D,34,4,9,13,-7,23,30,0,0,7,0,0,16,55
Matthew Lombardi,FA,C,28,4,4,8,-2,8,44,1,1,1,0,0,24,14
Dennis Seidenberg,FA,D,46,4,13,17,18,10,83,2,0,2,0,0,115,115
Scottie Upshall,FA,LW,27,4,1,5,-8,25,54,1,1,0,0,0,38,6
Chris Neil,FA,RW,48,4,8,12,0,144,87,3,0,3,0,0,206,10
Ruslan Fedotenko,FA,LW,47,4,9,13,8,12,43,1,0,0,0,1,52,34
Boyd Gordon,FA,C,48,4,10,14,0,8,59,0,0,2,0,1,22,44
Vernon Fiddler,FA,C,46,4,13,17,3,48,56,0,1,1,0,1,34,28
Fedor Tyutin,FA,D,48,4,18,22,9,28,56,1,0,5,0,1,58,58
Trevor Daley,FA,D,44,4,9,13,1,14,58,0,2,1,0,1,27,69
Tuomo Ruutu,FA,LW,17,4,5,9,-6,8,30,0,0,0,0,0,51,7
Marek Zidlicky,FA,D,48,4,15,19,-12,38,101,0,1,10,0,0,52,42
Dan Hamhuis,FA,D,47,4,20,24,9,12,61,0,0,6,1,0,47,63
Milan Michalek,FA,LW,23,4,10,14,8,17,58,0,0,2,0,1,6,13
Ryan Kesler,FA,C,17,4,9,13,-5,12,36,1,2,3,0,0,30,13
Gregory Campbell,FA,C,48,4,9,13,2,41,52,0,0,1,1,0,71,28
Ryan Suter,DAL,D,48,4,28,32,2,24,91,1,3,12,0,0,33,74
Maxim Lapierre,FA,C,48,4,6,10,-6,45,54,1,0,0,0,0,116,18
Mark Giordano,TOR,D,47,4,11,15,-7,40,58,1,1,2,1,1,65,93
Marcus Kruger,FA,C,47,4,9,13,3,24,50,2,0,2,0,0,12,29
Alex Burmistrov,FA,C,44,4,6,10,0,14,55,0,0,0,0,0,106,16
Matt Martin,NYI,LW,48,4,7,11,-2,63,67,1,1,0,0,0,234,22
Tomas Tatar,NJ,LW,18,4,3,7,2,4,32,0,1,0,0,0,9,5
Bobby Butler,FA,RW,34,4,7,11,-8,4,41,0,1,3,0,0,15,4
Mark Olver,FA,C,32,4,2,6,-5,6,33,0,0,0,0,0,28,17
Paul Postma,FA,D,34,4,5,9,-5,6,32,0,2,2,0,0,17,27
Dwight King,FA,LW,47,4,6,10,-3,11,60,0,0,0,0,0,58,9
Erik Condra,FA,RW,48,4,8,12,3,34,73,0,0,0,0,0,12,32
Victor Hedman,TB,D,44,4,16,20,1,31,76,0,0,2,0,0,56,84
Jason Zucker,PIT,LW,20,4,1,5,4,8,34,0,0,0,0,0,11,5
Ryan Nugent-Hopkins,EDM,LW,40,4,20,24,3,8,78,0,2,9,0,0,27,27
Craig Smith,BOS,RW,44,4,8,12,-11,20,83,0,2,5,0,0,39,13
Sean Couturier,PHI,C,46,4,11,15,-8,10,75,0,0,4,0,0,31,27
Leo Komarov,FA,LW,42,4,5,9,-1,18,51,3,0,0,0,0,176,24
Reilly Smith,VGK,RW,37,3,6,9,0,8,34,0,0,0,0,0,18,6
Drew Shore,FA,C,43,3,10,13,-10,14,96,1,1,2,1,0,37,18
Sven Baertschi,FA,LW,20,3,7,10,0,6,28,0,0,0,0,0,12,5
Lennart Petrell,FA,C,35,3,6,9,-4,4,23,0,0,0,1,1,63,22
Alexei Emelin,FA,D,38,3,9,12,2,33,33,0,0,0,0,0,110,47
Ryan Garbutt,FA,RW,36,3,7,10,1,32,59,0,0,0,0,0,67,9
Gustav Nyquist,CLS,RW,22,3,3,6,0,6,46,0,0,2,0,0,2,3
Tyler Johnson,CHI,C,14,3,3,6,3,4,11,0,0,0,0,0,18,4
Emerson Etem,FA,RW,38,3,7,10,7,9,48,0,0,0,0,2,43,20
Tye McGinn,VGK,LW,18,3,2,5,0,19,33,1,0,0,0,0,19,1
Brenden Dillon,WPG,D,48,3,5,8,1,65,75,1,0,0,0,0,133,74
Taylor Beck,FA,LW,16,3,4,7,0,2,39,0,1,1,0,0,13,11
Dmitry Kulikov,ANH,D,34,3,7,10,-5,22,52,2,2,4,0,0,84,49
Peter Holland,FA,C,21,3,2,5,4,4,26,0,1,0,0,0,17,8
Oliver Ekman-Larsson,VAN,D,48,3,21,24,5,26,101,1,0,8,0,0,73,40
Brandon Yip,FA,RW,34,3,5,8,-3,26,35,0,0,0,0,0,46,7
Zac Rinaldo,FA,C,32,3,2,5,-7,85,15,0,0,0,0,0,143,12
Jordan Schroeder,FA,C,31,3,6,9,0,4,28,2,1,0,0,0,10,11
Dale Weise,FA,RW,40,3,3,6,-7,43,35,2,0,0,0,0,84,13
T.J. Brennan,FA,D,29,3,7,10,-9,8,42,0,1,3,0,0,31,32
Joakim Andersson,FA,C,38,3,5,8,2,8,43,0,0,1,0,0,17,12
Jeff Petry,PIT,D,48,3,9,12,1,29,66,0,0,0,1,0,112,86
Erik Gustafsson,FA,D,27,3,5,8,-1,2,36,1,0,1,0,0,15,39
Travis Hamonic,OTT,D,48,3,7,10,-8,28,83,1,1,2,0,1,59,109
Beau Bennett,FA,RW,26,3,11,14,7,6,30,2,1,4,0,0,28,9
Nikita Nikitin,FA,D,38,3,6,9,2,17,60,0,1,1,0,0,31,56
Mats Zuccarello,MIN,RW,15,3,5,8,10,8,27,0,0,1,0,1,27,15
Ryane Clowe,FA,LW,40,3,16,19,1,93,87,0,1,3,0,0,99,19
Kevin Klein,FA,D,47,3,11,14,-1,9,54,0,0,0,0,0,66,89
Duncan Keith,FA,D,47,3,24,27,16,31,91,0,2,8,0,1,19,66
Tom Gilbert,FA,D,43,3,10,13,-11,18,36,0,1,3,0,0,24,57
Chris Kelly,FA,RW,34,3,6,9,-8,16,40,0,1,0,0,0,43,20
Antti Miettinen,FA,RW,22,3,2,5,-3,2,26,2,0,0,0,0,29,7
Shawn Thornton,FA,LW,45,3,4,7,1,60,55,0,0,0,0,0,77,13
Jay Harrison,FA,D,47,3,7,10,-10,51,54,2,0,1,0,0,83,110
Brian McGrattan,FA,RW,21,3,0,3,-4,49,18,1,0,0,0,0,32,6
Jerred Smithson,FA,C,45,3,3,6,-4,12,29,0,0,0,0,0,96,30
Lubomir Visnovsky,FA,D,35,3,11,14,12,20,69,0,1,7,0,0,20,52
Craig Adams,FA,RW,48,3,6,9,-1,28,46,0,0,0,1,0,107,37
John Erskine,FA,D,30,3,3,6,10,34,32,0,0,0,0,0,91,62
Barret Jackman,FA,D,46,3,9,12,6,39,39,0,0,0,0,0,70,89
Jordin Tootoo,FA,RW,42,3,5,8,0,78,45,1,0,1,0,0,68,7
Jason Chimera,FA,LW,47,3,11,14,-5,48,92,0,0,0,0,0,73,12
Derek MacKenzie,FA,C,43,3,5,8,1,36,33,0,0,0,0,0,122,19
Radek Martinek,FA,D,13,3,0,3,-2,4,12,1,0,0,0,0,15,19
Wade Redden,FA,D,29,3,4,7,-2,11,28,0,0,1,0,0,16,30
Sergei Gonchar,FA,D,45,3,24,27,4,26,85,3,2,10,0,0,25,65
Jack Hillen,FA,D,23,3,6,9,9,14,28,1,0,0,0,0,10,35
Dustin Jeffrey,FA,C,24,3,3,6,1,2,26,0,0,0,0,0,6,5
Corey Potter,FA,D,33,3,1,4,8,6,36,0,0,1,0,0,50,36
Luke Schenn,VAN,D,47,3,8,11,3,34,81,0,0,0,0,0,187,102
Drayson Bowman,FA,LW,37,3,2,5,-7,17,68,0,0,0,0,0,55,14
Michael Del Zotto,FLA,D,46,3,18,21,6,18,81,0,0,8,1,0,77,64
Tyler Myers,VAN,D,39,3,5,8,-8,32,48,2,1,2,0,0,58,56
Alex Goligoski,MIN,D,47,3,24,27,4,18,80,0,0,11,0,1,56,66
Alexander Sulzer,FA,D,17,3,1,4,3,10,15,1,0,0,0,0,5,19
Sergei Kostitsyn,FA,LW,46,3,12,15,-5,11,42,0,1,2,0,0,27,25
David Jones,FA,RW,33,3,6,9,-11,6,62,2,1,0,0,0,45,20
Tom Sestito,FA,LW,30,3,0,3,-2,65,14,1,0,0,0,0,39,2
Aaron Gagnon,FA,C,10,3,0,3,2,2,11,1,0,0,0,0,7,4
Derek Dorsett,FA,RW,24,3,6,9,-11,53,38,0,0,0,0,0,55,10
Matt D'Agostini,FA,RW,29,3,3,6,-5,8,33,0,0,1,0,0,21,12
Jonathan Ericsson,FA,D,45,3,10,13,6,29,34,1,0,0,0,0,67,40
Frazer McLaren,FA,LW,36,3,2,5,0,102,20,2,0,0,0,0,53,9
Andrew MacDonald,FA,D,48,3,9,12,-2,20,45,1,1,2,0,0,26,123
Michael Frolik,FA,LW,45,3,7,10,5,8,98,1,0,0,0,0,32,23
Johnny Oduya,FA,D,48,3,9,12,12,10,52,0,0,1,0,1,24,79
Jack Skille,FA,RW,40,3,9,12,-9,11,69,0,0,0,0,0,96,15
Marc-Edouard Vlasic,SJ,D,48,3,4,7,5,29,59,0,0,0,0,0,27,81
Andre Benoit,FA,D,33,3,7,10,-3,8,50,2,1,1,0,0,29,54
Adam Cracknell,ARI,C,20,2,4,6,3,4,21,0,0,0,0,0,22,7
Peter Harrold,FA,D,23,2,3,5,-8,6,36,0,1,2,0,0,21,10
Brandon Dubinsky,FA,C,29,2,18,20,2,76,50,0,1,6,0,1,64,17
Marc Staal,FLA,D,21,2,9,11,4,14,20,0,1,2,0,0,47,36
Daniel Carcillo,FA,LW,23,2,1,3,1,11,23,1,0,0,0,0,37,6
Tim Kennedy,FA,LW,13,2,0,2,-3,2,24,1,0,0,0,0,22,4
Ryan O'Byrne,FA,D,42,2,4,6,-4,60,26,0,0,0,0,0,104,69
Bob Sanguinetti,FA,D,37,2,4,6,-6,4,48,1,0,1,0,0,50,40
Kevin Westgarth,FA,RW,31,2,2,4,1,45,16,0,0,0,0,0,28,1
Dan Girardi,FA,D,46,2,12,14,-1,16,81,1,0,2,0,0,102,125
Kris Versteeg,FA,LW,10,2,2,4,-8,8,20,0,0,1,0,0,5,3
Andrej Sekera,FA,D,37,2,10,12,-2,4,33,0,0,0,0,1,30,73
Jared Boll,FA,RW,43,2,4,6,1,100,19,0,0,0,0,0,80,7
Joey Crabb,FA,RW,26,2,0,2,-1,8,20,0,0,0,0,0,24,17
Niklas Hjalmarsson,FA,D,46,2,8,10,15,22,43,0,0,0,0,0,26,94
Chris Porter,FA,LW,29,2,6,8,5,0,46,2,0,0,0,0,65,5
Mike Santorelli,FA,C,34,2,2,4,-12,2,35,0,0,0,0,0,12,3
Patrick Bordeleau,FA,LW,46,2,3,5,-7,70,24,0,0,0,0,0,116,3
Pierre-Cedric Labrie,TB,LW,19,2,1,3,2,30,16,0,0,0,0,0,40,6
Davis Drewiske,FA,D,29,2,5,7,3,14,28,0,1,0,0,0,21,35
Ryan Jones,FA,LW,27,2,5,7,0,17,38,0,0,0,0,0,55,13
Patrick Maroon,TB,LW,13,2,1,3,-1,10,21,0,0,0,0,0,22,7
Ville Leino,FA,LW,8,2,4,6,0,6,11,0,1,1,0,0,5,2
Jay Beagle,FA,C,48,2,6,8,-1,14,56,1,0,0,0,0,55,23
Chris Mueller,PHI,C,18,2,3,5,-4,6,22,1,0,0,0,0,14,15
Alexei Kovalev,FA,RW,14,2,3,5,-1,6,21,1,1,1,0,0,7,5
Todd Bertuzzi,FA,RW,7,2,1,3,3,2,10,0,0,0,0,0,6,1
Ryan Smyth,FA,LW,47,2,11,13,-5,40,69,0,0,1,1,0,41,24
Dainius Zubrus,FA,RW,22,2,7,9,-3,12,22,0,0,0,0,2,31,9
Michal Handzus,FA,C,39,2,6,8,-2,16,41,0,0,0,0,0,31,30
Sami Salo,FA,D,46,2,15,17,5,16,48,0,1,6,0,0,40,65
Scott Gomez,FA,C,39,2,13,15,-10,22,58,0,0,8,0,0,4,11
Arron Asham,FA,RW,27,2,0,2,2,50,14,0,0,0,0,0,39,4
Rostislav Klesla,FA,D,38,2,6,8,0,22,44,0,0,0,0,0,40,60
Jordan Leopold,FA,D,39,2,8,10,-8,14,60,0,0,4,0,0,39,57
Colby Armstrong,FA,RW,37,2,3,5,1,12,33,0,0,0,0,0,36,21
Travis Moen,FA,LW,45,2,4,6,-4,32,32,0,0,0,0,0,82,22
Jason Spezza,FA,C,5,2,3,5,3,2,12,0,1,1,0,0,0,2
Paul Gaustad,FA,C,23,2,3,5,-1,20,35,0,0,0,0,0,40,19
Chad LaRose,FA,RW,35,2,2,4,-8,29,65,0,0,0,0,0,59,6
Ian White,FA,D,25,2,2,4,5,4,27,0,0,0,0,0,14,32
Mark Stuart,FA,D,42,2,2,4,5,53,40,0,0,0,0,0,111,81
Brian Boyle,FA,C,38,2,3,5,-13,29,56,1,0,1,0,0,145,30
Patrick Eaves,FA,RW,34,2,6,8,-1,4,42,1,0,1,0,0,40,11
Chris Thorburn,FA,RW,42,2,2,4,-5,70,13,0,0,0,0,0,65,19
John-Michael Liles,FA,D,32,2,9,11,-1,4,47,0,0,1,0,0,45,52
Josh Gorges,FA,D,48,2,7,9,4,15,40,0,0,0,0,0,68,116
Colin Fraser,FA,C,34,2,5,7,-4,25,19,0,0,0,0,0,71,11
Marc Methot,FA,D,47,2,9,11,2,31,53,0,0,1,0,0,130,81
Dustin Penner,FA,LW,33,2,12,14,-2,18,61,0,0,1,0,0,59,7
Korbinian Holzer,FA,D,22,2,1,3,-12,28,16,1,0,0,0,0,61,54
Chris Tanev,CGY,D,38,2,5,7,4,10,20,1,0,0,0,0,14,61
Lane MacDermid,FA,LW,9,2,0,2,1,19,4,0,0,0,0,0,13,0
Jordan Nolan,FA,RW,44,2,4,6,-5,46,23,0,0,0,0,0,72,5
Mikael Granlund,NSH,C,27,2,6,8,-4,6,36,0,0,2,0,0,15,8
Robert Bortuzzo,STL,D,15,2,2,4,3,27,10,0,0,0,0,0,18,14
David Dziurzynski,FA,LW,12,2,0,2,-1,13,20,0,0,0,0,0,29,3
Eric Gryba,FA,D,33,2,4,6,-3,26,51,0,0,0,0,0,89,37
Tomas Vincour,FA,C,17,2,2,4,-1,4,12,0,0,0,0,0,24,2
James Wright,FA,C,38,2,3,5,-5,31,32,0,0,0,0,0,43,17
Philip Larsen,FA,D,32,2,3,5,-10,18,30,0,1,0,0,0,50,18
Aaron Palushaj,FA,RW,25,2,7,9,-2,8,29,0,0,0,0,0,32,13
Joe Vitale,FA,C,33,2,3,5,-7,17,26,1,0,0,0,0,45,19
Keith Aulie,FA,D,45,2,5,7,1,60,37,0,0,0,0,0,91,42
Chris Kreider,NYR,LW,23,2,1,3,-1,6,19,0,0,0,0,0,36,6
Andrew Desjardins,FA,C,42,2,1,3,-6,61,51,0,0,0,0,0,53,27
T.J. Brodie,TOR,D,47,2,12,14,-9,8,44,0,0,6,0,0,24,74
Simon Despres,FA,D,33,2,5,7,9,20,33,0,0,1,0,0,48,31
Ryan Ellis,PHI,D,32,2,4,6,-2,15,48,0,2,0,0,0,22,29
David Ullstrom,FA,LW,20,2,3,5,-2,6,28,1,0,0,0,0,23,1
Radko Gudas,FLA,D,22,2,3,5,3,38,31,1,0,0,0,0,87,28
Tyler Toffoli,CGY,RW,10,2,3,5,3,2,20,0,1,1,0,0,4,1
Tyson Barrie,EDM,D,32,2,11,13,-11,10,58,1,1,4,0,0,31,24
Oliver Lauridsen,FA,D,15,2,1,3,0,34,14,2,0,0,0,0,36,24
Sami Vatanen,FA,D,8,2,0,2,3,0,6,0,1,0,0,0,2,13
Roman Horak,EDM,C,20,2,5,7,-5,2,28,0,0,0,0,1,18,13
Jonas Brodin,MIN,D,45,2,9,11,3,10,51,0,1,1,0,0,17,60
J.T. Miller,VAN,C,26,2,2,4,-7,8,43,0,1,1,0,0,47,12
Jean-Gabriel Pageau,NYI,C,9,2,2,4,3,0,14,2,0,0,0,0,11,3
Ondrej Palat,NJ,LW,14,2,2,4,5,0,16,1,0,0,0,0,28,1
Mikhail Grigorenko,FA,C,25,1,4,5,-1,0,31,0,0,0,0,0,2,2
Ben Hanowski,FA,RW,5,1,0,1,0,0,4,0,0,0,0,0,8,0
Anders Lee,NYI,C,2,1,1,2,-3,0,2,0,0,0,0,0,0,2
Stefan Matteau,FA,RW,17,1,2,3,-1,6,22,0,0,0,0,0,25,1
Raphael Diaz,FA,D,23,1,13,14,4,6,34,0,0,8,0,0,11,44
Zach Redmond,FA,D,8,1,3,4,0,12,13,0,0,1,1,0,12,8
Brad Malone,EDM,C,13,1,1,2,-7,16,10,0,0,0,0,0,39,3
Stephane Da Costa,FA,C,9,1,1,2,-3,0,15,0,0,1,0,0,8,1
Max Reinhart,FA,C,11,1,2,3,-3,4,26,0,0,1,0,0,8,2
Mark Pysyk,DET,D,19,1,4,5,-7,0,21,0,1,0,0,0,6,9
Stefan Elliott,FA,D,18,1,3,4,-3,2,35,0,0,1,0,0,10,18
Jason Akeson,FA,RW,1,1,0,1,2,0,2,0,0,0,0,0,0,0
Mark Fayne,FA,D,31,1,5,6,6,16,34,0,0,0,1,0,25,40
Dalton Prout,FA,D,28,1,6,7,15,25,16,0,0,1,0,0,51,40
Jared Cowen,FA,D,7,1,0,1,1,10,8,0,0,0,0,0,26,10
Carl Gunnarsson,FA,D,37,1,14,15,5,14,28,0,0,0,0,0,78,71
Steven Oleksy,FA,D,28,1,8,9,9,33,25,0,0,0,0,0,58,52
Jordie Benn,TOR,D,26,1,5,6,-4,10,31,0,1,0,0,0,25,31
Jacob Josefson,FA,C,22,1,2,3,-10,2,20,0,0,0,0,0,12,7
John Moore,ANH,D,30,1,6,7,4,7,29,0,0,0,0,0,38,32
Jordan Caron,FA,RW,17,1,2,3,1,4,20,0,0,0,0,0,18,4
Jason Demers,FA,D,22,1,2,3,-4,10,27,0,0,0,0,0,32,24
Brian Lashoff,DET,D,31,1,4,5,-10,15,26,0,0,0,0,0,44,43
Tomas Kundratek,FA,D,25,1,6,7,-5,8,23,0,0,3,0,0,21,23
Mark Cundari,FA,D,4,1,2,3,-2,2,8,0,1,1,0,0,15,4
Marco Scandella,STL,D,6,1,0,1,-1,4,7,0,0,0,0,0,8,4
Jamie McBain,FA,D,40,1,7,8,0,12,46,0,0,0,0,0,22,63
Kevin Henderson,FA,LW,4,1,0,1,-1,0,3,0,0,0,0,0,3,1
Aaron Volpatti,FA,LW,33,1,1,2,-2,35,21,0,0,0,0,0,80,10
Zac Dalpe,FLA,C,10,1,2,3,-7,0,18,0,0,0,0,0,14,4
Luke Adam,FA,LW,4,1,0,1,1,2,2,0,0,0,0,0,3,2
Cam Fowler,ANH,D,37,1,10,11,-4,4,50,0,1,5,0,0,19,41
Austin Watson,OTT,LW,6,1,0,1,-2,0,4,0,0,0,0,0,2,2
Nick Bjugstad,ARI,C,11,1,0,1,-8,2,17,0,0,0,0,0,17,2
Jimmy Hayes,FA,RW,10,1,3,4,0,0,13,0,0,0,0,0,11,9
Matt Fraser,FA,RW,12,1,2,3,0,0,17,0,0,0,0,0,13,8
Brett Connolly,FA,RW,5,1,0,1,-3,0,10,0,1,0,0,0,2,1
Cody Goloubef,FA,D,11,1,0,1,-3,0,14,1,0,0,0,0,10,7
Gabriel Dumont,TB,C,10,1,2,3,1,13,20,0,0,0,0,0,21,6
Teemu Hartikainen,FA,LW,23,1,2,3,-8,6,21,0,1,2,0,0,22,3
Ben Smith,FA,RW,1,1,0,1,1,0,1,0,0,0,0,0,1,0
Jeremy Morin,FA,LW,3,1,1,2,1,0,7,0,0,0,0,0,3,1
Bruno Gervais,FA,D,37,1,5,6,-17,10,49,0,0,0,0,0,25,41
George Parros,FA,RW,39,1,1,2,-15,57,16,0,0,0,0,0,53,13
B.J. Crombeen,FA,RW,44,1,7,8,4,112,50,0,0,0,0,0,44,15
Braydon Coburn,FA,D,33,1,4,5,-10,41,38,0,0,0,0,0,76,61
Douglas Murray,FA,D,43,1,5,6,-9,35,27,0,0,0,0,0,89,98
Sheldon Brookbank,FA,D,26,1,0,1,-2,21,25,0,0,0,1,0,28,34
Brooks Laich,FA,C,9,1,3,4,2,6,10,0,0,1,0,0,14,6
Marc-Andre Bergeron,FA,D,25,1,8,9,-4,9,43,0,0,5,0,0,16,19
David Steckel,FA,C,34,1,6,7,0,4,23,0,0,0,0,0,41,21
Robert Scuderi,FA,D,48,1,11,12,-6,4,33,0,0,0,0,1,30,66
Kurtis Foster,PHI,D,23,1,4,5,0,25,21,0,1,0,0,0,16,16
Colton Orr,FA,RW,44,1,3,4,4,155,13,0,0,0,0,0,78,17
Tim Jackman,FA,RW,42,1,4,5,-9,76,42,0,0,1,0,0,98,17
Johnny Boychuk,FA,D,44,1,5,6,5,12,75,0,0,0,0,0,79,87
Michael Rupp,FA,RW,40,1,3,4,-2,79,29,0,0,0,0,0,48,9
Anton Volchenkov,FA,D,37,1,4,5,-1,37,38,0,0,0,0,0,51,50
Nick Schultz,FA,D,48,1,8,9,-13,24,33,0,0,0,0,0,52,107
Francis Bouillon,FA,D,48,1,8,9,4,21,46,0,0,0,0,0,78,50
Tom Kostopoulos,FA,RW,15,1,0,1,0,18,13,0,0,0,0,0,23,3
Henrik Tallinder,FA,D,25,1,3,4,0,10,22,0,0,1,0,0,15,15
Mike Weaver,FA,D,27,1,8,9,-3,8,21,0,0,0,0,0,49,51
Stephen Weiss,FA,C,17,1,3,4,-13,25,19,0,1,1,0,0,6,10
Joni Pitkanen,FA,D,22,1,8,9,2,12,34,0,0,2,0,0,16,34
Jim Slater,FA,C,26,1,1,2,-3,19,22,0,0,0,0,0,41,12
Ben Eager,FA,LW,14,1,1,2,-4,25,14,0,0,0,0,0,40,6
Stephane Robidas,FA,D,48,1,12,13,2,56,46,0,0,4,0,0,136,93
Jeff Halpern,FA,C,46,1,2,3,-8,10,26,1,0,0,0,0,56,22
Scott Nichol,FA,C,30,1,0,1,-2,25,13,1,0,0,0,0,27,13
Filip Kuba,FA,D,44,1,9,10,-18,24,50,0,0,4,0,0,37,69
Alec Martinez,VGK,D,27,1,4,5,-2,10,30,0,0,1,0,0,31,31
Greg Rallo,FA,RW,10,1,0,1,-5,2,10,0,1,0,0,0,20,1
Chris Butler,FA,D,44,1,7,8,-10,19,40,0,0,0,1,0,53,74
Chris Terry,FA,LW,3,1,0,1,0,0,1,1,0,0,0,0,1,1
Ryan White,FA,RW,26,1,0,1,1,67,16,0,0,0,0,0,50,15
Dana Tyrell,FA,RW,21,1,3,4,-3,4,19,0,0,0,0,0,24,2
Zach Boychuk,FA,RW,13,1,1,2,-1,6,14,0,0,0,0,0,10,2
Luca Sbisa,FA,D,41,1,7,8,0,23,39,1,0,3,0,0,99,57
David Schlemko,FA,D,30,1,5,6,8,12,35,0,0,0,0,0,38,57
Eric Tangradi,FA,LW,41,1,3,4,-2,22,48,0,0,0,0,0,87,22
Mike Weber,FA,D,42,1,6,7,3,70,25,0,0,0,0,1,122,92
Tanner Glass,FA,LW,48,1,1,2,-11,62,38,0,1,0,0,0,125,21
Thomas Hickey,FA,D,39,1,3,4,9,8,40,1,0,0,0,0,27,47
Karl Alzner,FA,D,48,1,4,5,-6,14,39,0,0,0,0,0,45,85
Jonathon Blum,FA,D,35,1,6,7,-1,6,26,0,0,0,0,0,32,44
Colton Gillies,FA,LW,27,1,1,2,1,17,17,0,0,0,0,0,61,10
Tim Wallace,FA,RW,28,1,1,2,-9,17,20,0,0,0,0,0,69,4
Kaspars Daugavins,FA,LW,25,1,3,4,-8,9,36,0,0,1,0,0,23,10
Matt Kassian,FA,LW,15,1,0,1,0,47,6,0,0,0,0,0,38,4
Tom Wandell,FA,C,18,1,0,1,0,4,14,1,0,0,0,0,15,9
James Sheppard,FA,LW,32,1,3,4,-9,12,40,1,0,0,0,0,63,17
Jan Hejda,FA,D,46,1,9,10,-3,28,50,1,0,0,0,0,96,102
Kris Russell,FA,D,33,1,6,7,6,9,41,0,1,1,0,0,26,57
Chris Conner,NJ,RW,12,1,1,2,3,2,15,0,0,0,0,0,15,5
Patrick Kaleta,FA,RW,34,1,0,1,-4,67,34,0,0,0,0,0,86,34
Roman Polak,FA,D,48,1,5,6,-2,48,39,1,0,0,0,0,110,78
Adam Burish,FA,RW,46,1,2,3,-7,25,39,0,0,0,1,0,65,33
Mike Brown,FA,RW,39,1,1,2,-7,123,18,0,0,0,0,0,87,13
Andrew Ebbett,FA,C,28,1,5,6,-1,4,23,0,0,0,0,0,17,15
David Booth,FA,LW,12,1,2,3,-3,4,27,0,0,0,0,0,24,1
Nicklas Grossmann,FA,D,30,1,3,4,-1,21,21,0,0,0,0,0,81,82
Jay Rosehill,FA,LW,11,1,0,1,-4,64,7,1,0,0,0,0,18,5
Chris Bourque,FA,LW,18,1,3,4,-6,6,24,1,0,3,0,0,25,7
Kyle Quincey,FA,D,36,1,2,3,7,18,36,0,0,1,0,0,29,46
Brad Richardson,FA,C,16,1,5,6,2,10,27,0,0,0,0,0,22,3
Ladislav Smid,FA,D,48,1,3,4,-1,55,30,0,0,0,0,1,151,119
Brad Staubitz,FA,RW,15,1,1,2,0,41,5,1,0,0,0,0,31,7
Adam McQuaid,FA,D,32,1,3,4,0,60,26,0,0,0,0,1,62,43
David Van der Gulik,FA,RW,9,0,2,2,2,6,10,0,0,0,0,0,10,5
Brian Lee,FA,D,22,0,0,0,-13,16,13,0,0,0,0,0,49,28
Steve Downie,ARI,RW,2,0,1,1,1,6,2,0,0,0,0,0,5,1
Clayton Stoner,FA,D,48,0,10,10,0,42,40,0,0,0,0,1,87,57
Brendan Mikkelson,FA,D,4,0,1,1,1,6,0,0,0,0,0,0,3,5
Matt Pelech,FA,RW,2,0,0,0,0,7,0,0,0,0,0,0,6,0
Joe Finley,FA,D,16,0,1,1,-5,20,2,0,0,0,0,0,24,15
Andrej Meszaros,FA,D,11,0,2,2,-9,2,18,0,0,1,0,0,18,24
Jeff Schultz,FA,D,26,0,3,3,-6,12,12,0,0,0,0,0,17,25
Mark Fistric,FA,D,25,0,6,6,6,32,9,0,0,0,0,0,88,53
Zenon Konopka,FA,C,37,0,0,0,-4,117,18,0,0,0,0,0,23,9
Francis Wathier,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,5,0
Andrew Murray,FA,C,1,0,0,0,0,0,2,0,0,0,0,0,1,0
Mike Angelidis,FA,LW,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Hendry,ANH,D,2,0,0,0,0,0,0,0,0,0,0,0,1,2
Tim Sestito,FA,C,6,0,0,0,1,2,4,0,0,0,0,0,10,2
Chris Summers,FA,D,6,0,0,0,-3,9,5,0,0,0,0,0,12,10
Darren Helm,COL,C,1,0,0,0,0,2,1,0,0,0,0,0,4,0
Adam Pardy,FA,D,17,0,4,4,4,14,6,0,0,0,0,0,24,16
Steve Pinizzotto,FA,RW,12,0,0,0,-6,29,9,0,0,0,0,0,29,4
John Scott,FA,LW,34,0,0,0,-1,69,15,0,0,0,0,0,38,5
Michael Blunden,FA,RW,5,0,0,0,-1,4,5,0,0,0,0,0,2,3
Brett Carson,FA,D,10,0,1,1,-1,0,8,0,0,0,0,0,4,12
Carl Soderberg,FA,C,6,0,2,2,-2,6,6,0,0,0,0,0,3,3
