,,,,Overall,,,,,,,PP,,SH,,Defense,
Rasmus Dahlin,BUF,D,82,9,35,44,-13,34,177,4,5,15,0,0,97,66
Dominik Simon,FA,C,71,8,20,28,8,18,121,0,1,2,0,0,89,19
Andrew Mangiapane,CGY,LW,44,8,5,13,11,12,65,1,0,0,0,0,43,17
Michael Rasmussen,DET,C,62,8,10,18,-8,29,74,0,4,0,0,0,84,28
Matt Luff,DET,RW,33,8,3,11,-2,9,45,2,1,0,0,0,17,19
Zach Aston-Reese,TOR,C,43,8,9,17,12,26,76,1,0,0,1,0,138,37
Henrik Borgstrom,WAS,C,50,8,10,18,-14,4,54,0,3,4,0,0,11,12
Jesper Bratt,NJ,LW,51,8,25,33,-8,6,91,1,1,7,0,0,36,22
Brandon Montour,FLA,D,82,8,27,35,-20,56,181,2,1,5,0,0,99,121
Tomas Nosek,BOS,LW,68,8,9,17,-10,18,116,1,0,0,1,0,75,23
Nic Dowd,WAS,C,64,8,14,22,10,20,47,3,0,0,0,1,97,37
Matt Niskanen,FA,D,80,8,17,25,-3,41,143,1,1,1,0,1,167,137
Mikko Koivu,FA,C,48,8,21,29,-2,22,89,0,2,10,0,1,13,32
Jason Spezza,FA,C,76,8,19,27,-13,29,121,1,2,10,0,0,16,30
Cal Clutterbuck,NYI,RW,73,8,15,23,6,44,95,2,3,0,0,1,209,40
Drew Doughty,LA,D,82,8,37,45,-34,44,154,1,7,17,0,1,168,120
David Savard,MON,D,82,8,16,24,19,36,124,1,0,0,0,0,122,123
Tyler Pitlick,STL,C,47,8,4,12,-2,6,75,1,1,0,0,0,93,27
Jordan Weal,FA,C,63,8,13,21,-8,18,75,1,2,4,0,0,28,26
Jacob Trouba,NYR,D,82,8,42,50,8,58,162,1,3,15,1,2,112,171
Mike Matheson,MON,D,75,8,19,27,-24,44,129,2,0,6,0,2,63,132
Brady Skjei,CAR,D,78,8,17,25,-4,44,126,1,0,0,0,1,178,119
Jaccob Slavin,CAR,D,82,8,23,31,0,18,146,1,5,2,1,1,70,133
Connor Brown,WAS,RW,82,8,21,29,11,16,85,0,0,1,0,3,35,37
William Carrier,VGK,LW,54,8,1,9,-4,29,85,1,0,0,0,0,277,13
Zach Sanford,NSH,LW,60,8,12,20,8,21,77,2,0,1,0,0,48,37
Mattias Ekholm,NSH,D,80,8,36,44,27,47,146,3,2,5,0,2,68,107
Jesper Fast,CAR,RW,66,8,12,20,-3,26,80,1,0,0,0,0,120,47
Brian Gibbons,FA,C,64,8,11,19,-5,20,50,0,0,0,0,0,40,29
Sean Kuraly,CLS,C,71,8,13,21,6,38,134,3,0,0,0,0,129,35
Ondrej Palat,NJ,LW,64,8,26,34,4,20,100,1,2,6,0,0,104,34
Nick Cousins,FLA,C,81,7,20,27,-8,35,144,2,1,2,0,0,115,51
Brett Pesce,CAR,D,73,7,22,29,35,24,98,2,0,0,0,2,53,131
Nikita Zadorov,CGY,D,70,7,7,14,19,75,100,0,0,0,0,0,228,67
Sven Andrighetto,FA,RW,64,7,10,17,10,14,95,1,0,0,0,0,29,32
Adam Erne,DET,RW,65,7,13,20,10,40,70,3,2,0,0,0,159,26
Carter Rowney,FA,C,62,7,13,20,0,12,53,0,0,0,1,0,178,35
Brendan Leipsic,FA,LW,62,7,16,23,-14,24,92,1,1,3,0,0,56,28
Cody Ceci,EDM,D,74,7,19,26,-22,18,132,2,0,1,0,0,120,142
Joakim Nordstrom,FA,C,70,7,5,12,0,13,103,3,0,0,0,0,86,52
Austin Watson,OTT,LW,37,7,9,16,11,39,64,1,1,0,0,0,109,28
Mikkel Boedker,FA,LW,71,7,28,35,-23,6,88,1,2,5,0,0,54,28
Travis Hamonic,OTT,D,69,7,12,19,21,33,128,1,0,0,1,2,44,167
Marcus Foligno,MIN,LW,82,7,12,19,-1,55,91,0,0,1,0,1,206,43
Ryan Ellis,PHI,D,82,7,34,41,21,20,149,2,1,4,1,0,71,154
Darren Helm,COL,C,61,7,10,17,-11,20,107,0,0,0,1,3,50,26
Erik Johnson,COL,D,80,7,18,25,8,38,144,1,0,0,0,0,124,143
Kyle Turris,FA,C,55,7,16,23,-6,33,78,1,4,2,0,0,24,15
Matt Cullen,FA,C,71,7,13,20,6,14,87,2,0,0,2,2,32,31
Eric Fehr,FA,RW,72,7,8,15,-8,30,67,0,0,0,0,1,40,48
Ryan Suter,DAL,D,82,7,40,47,-8,41,136,2,3,12,1,1,78,109
James Neal,FA,RW,63,7,12,19,-5,28,141,1,2,4,0,0,46,19
Ryan Callahan,FA,RW,52,7,10,17,7,14,76,3,1,0,0,1,89,25
Blake Comeau,FA,LW,77,7,11,18,-7,42,102,2,0,0,0,0,208,40
David Backes,FA,RW,70,7,13,20,0,31,129,1,2,5,0,0,140,30
Barclay Goodrow,NYR,LW,82,7,10,17,4,76,84,3,0,0,1,0,125,68
William Nylander,TOR,C,54,7,20,27,-4,16,130,0,1,5,0,0,16,14
Nick Schmaltz,ARI,RW,40,7,18,25,-12,8,62,2,5,3,0,0,5,12
Jayce Hawryluk,OTT,C,42,7,5,12,-8,16,35,0,0,1,0,0,101,25
Nikolay Goldobin,FA,RW,63,7,20,27,-10,18,105,1,1,8,0,1,15,21
Joel Eriksson Ek,MIN,C,58,7,7,14,-7,20,111,2,0,0,0,0,117,24
Ivan Provorov,PHI,D,82,7,19,26,-16,32,145,1,0,2,0,0,123,149
Max Lajoie,CAR,D,56,7,8,15,-25,20,79,0,4,4,0,0,34,82
Tage Thompson,BUF,RW,65,7,5,12,-22,20,108,0,1,0,0,0,66,9
Dennis Cholowski,NYI,D,52,7,9,16,-20,16,71,1,4,5,0,0,18,50
Charlie McAvoy,BOS,D,54,7,21,28,14,45,79,3,1,1,0,1,92,91
Denis Malgin,TOR,C,50,7,9,16,-10,14,66,0,0,1,0,0,40,21
Lukas Radil,FA,LW,36,7,4,11,7,6,40,2,0,0,0,0,29,9
Kiefer Sherwood,NSH,LW,50,6,6,12,1,8,60,1,0,0,0,0,79,19
Michal Kempny,FA,D,71,6,19,25,24,60,111,3,0,0,0,0,84,135
Kevin Rooney,CGY,C,41,6,4,10,-4,15,39,1,0,0,1,0,77,22
Luke Kunin,SJ,C,49,6,11,17,-9,27,88,1,0,1,0,0,67,34
Mikhail Sergachev,TB,D,75,6,26,32,12,28,128,0,0,6,0,0,97,93
Brett Howden,VGK,C,66,6,17,23,-16,14,74,1,0,2,0,0,64,47
Sam Steel,MIN,C,22,6,5,11,2,8,33,0,0,2,1,0,9,6
Neal Pionk,WPG,D,73,6,20,26,-16,35,132,1,2,11,0,1,138,98
Noel Acciari,STL,C,72,6,8,14,-3,47,99,2,0,0,0,0,221,36
Michael Amadio,VGK,C,43,6,7,13,-1,6,37,0,0,0,0,0,16,13
Austin Czarnik,DET,C,54,6,12,18,-1,8,65,3,0,3,0,0,10,24
Jordan Oesterle,DET,D,71,6,14,20,-3,12,77,0,3,4,0,0,58,139
Pierre-Edouard Bellemare,TB,C,76,6,9,15,2,6,108,0,0,0,2,0,71,51
Andrew Cogliano,COL,LW,78,6,11,17,1,22,106,1,1,0,0,0,68,32
Kyle Brodziak,FA,C,70,6,3,9,-14,33,74,2,0,0,1,0,92,46
Duncan Keith,FA,D,82,6,34,40,13,70,141,1,0,3,0,1,42,144
Corey Perry,TB,RW,31,6,4,10,-16,27,59,1,2,2,0,0,21,14
Sam Gagner,WPG,C,32,6,7,13,-6,14,68,1,1,0,0,0,21,7
Milan Lucic,CGY,LW,79,6,14,20,-9,91,74,0,2,2,0,0,259,22
Justin Abdelkader,FA,LW,71,6,13,19,-14,38,95,0,1,1,1,0,185,34
Brandon Dubinsky,FA,C,61,6,8,14,-16,36,63,0,0,0,0,1,147,28
Matt Martin,NYI,LW,67,6,8,14,5,53,62,1,0,0,0,0,275,42
Marco Scandella,STL,D,63,6,7,13,-13,26,83,1,0,0,0,1,53,75
Johan Larsson,FA,C,73,6,8,14,-8,37,79,0,0,0,1,0,112,44
Greg McKegg,EDM,C,41,6,5,11,-2,8,27,1,0,0,0,0,30,18
Teddy Blueger,PIT,C,28,6,4,10,7,15,33,1,0,0,1,2,52,14
Brett Kulak,EDM,D,57,6,11,17,12,31,102,3,0,0,1,0,107,64
Michael Raffl,FA,LW,67,6,12,18,-1,32,65,1,0,0,1,0,96,29
Jason Dickinson,CHI,C,67,6,16,22,9,23,94,2,0,0,0,0,106,50
Josh Morrissey,WPG,D,59,6,25,31,9,14,95,2,3,7,1,1,55,107
Mattias Janmark,EDM,C,81,6,19,25,-4,24,105,0,0,1,0,1,28,44
Torey Krug,STL,D,64,6,47,53,-2,33,151,2,2,28,0,0,53,60
Hampus Lindholm,BOS,D,76,6,22,28,-5,44,125,0,1,5,0,1,81,133
Leo Komarov,FA,LW,82,6,20,26,18,42,78,1,0,0,0,0,203,38
Kenny Agostino,FA,LW,63,6,18,24,-3,34,79,0,0,5,0,0,143,14
Carl Hagelin,WAS,LW,58,5,14,19,7,30,99,2,0,0,0,0,64,20
Oscar Klefbom,EDM,D,61,5,23,28,-11,16,167,2,1,10,0,0,44,102
Connor Murphy,CHI,D,52,5,8,13,12,40,84,1,0,0,0,0,119,91
Brad Hunt,COL,D,42,5,7,12,-2,8,75,1,4,4,0,0,18,28
Travis Boyd,ARI,C,53,5,15,20,6,6,35,1,0,2,0,0,13,21
Rocco Grimaldi,FA,C,53,5,8,13,-2,10,81,0,0,0,0,0,32,20
Robert Hagg,DET,D,82,5,15,20,-3,63,86,1,0,0,0,0,258,158
Rasmus Ristolainen,PHI,D,78,5,38,43,-41,38,182,2,1,16,0,0,235,121
Adam Pelech,NYI,D,78,5,16,21,22,24,110,0,0,0,0,0,149,116
Ben Hutton,VGK,D,69,5,15,20,-23,43,114,1,1,7,0,1,55,102
Danny DeKeyser,FA,D,52,5,15,20,2,39,59,3,0,0,0,0,79,94
Matt Benning,SJ,D,70,5,12,17,11,33,94,0,0,1,0,1,109,59
Chandler Stephenson,VGK,C,64,5,6,11,-13,0,36,0,0,0,1,0,38,33
Zemgus Girgensons,BUF,C,72,5,13,18,-11,17,78,0,0,0,0,0,144,29
Cam Fowler,ANH,D,59,5,18,23,-14,20,88,2,1,5,0,1,32,91
Ben Chiarot,DET,D,78,5,15,20,6,62,111,1,0,0,0,1,171,139
Colton Sceviour,FA,RW,59,5,10,15,-2,15,116,0,0,1,0,0,89,58
Dale Weise,FA,RW,51,5,6,11,-8,19,58,1,0,0,1,0,88,21
Jordie Benn,TOR,D,81,5,17,22,15,39,93,1,0,0,0,0,124,128
Vladimir Sobotka,FA,C,69,5,8,13,-20,26,71,0,0,0,0,1,87,30
Ryan Kesler,FA,C,60,5,3,8,-19,44,86,1,1,2,0,0,93,56
Chris Kunitz,FA,LW,56,5,5,10,-7,23,44,1,0,0,0,0,85,15
Brent Seabrook,TB,D,78,5,23,28,-6,41,165,1,2,8,0,1,124,180
Zdeno Chara,FA,D,62,5,9,14,22,57,99,2,1,2,0,0,81,88
Ron Hainsey,FA,D,81,5,18,23,30,21,81,0,0,0,1,0,91,144
Mike Green,FA,D,43,5,21,26,-1,28,92,0,0,3,0,0,60,56
Nate Thompson,FA,C,78,5,8,13,-1,17,71,0,0,0,0,0,87,44
Drew Stafford,FA,RW,57,5,8,13,-7,18,77,0,1,1,0,0,50,19
Andy Greene,FA,D,82,5,20,25,-9,16,104,0,0,2,0,4,67,208
Ryan Carpenter,NYR,C,68,5,13,18,-6,8,102,0,0,0,1,1,126,17
Devon Toews,COL,D,48,5,13,18,7,4,81,2,1,3,0,0,24,30
Noah Hanifin,CGY,D,80,5,28,33,18,12,116,2,1,4,1,1,87,83
Jakob Chychrun,ARI,D,53,5,15,20,-12,28,117,0,3,5,0,0,74,77
Filip Hronek,DET,D,46,5,18,23,-10,30,73,0,1,4,0,1,66,32
Carl Grundstrom,LA,LW,15,5,1,6,-4,6,26,1,0,1,0,0,38,3
Markus Nutivaara,SJ,D,80,5,16,21,3,6,99,1,0,0,0,0,80,61
Rudolfs Balcers,TB,LW,36,5,9,14,-7,10,48,1,3,1,0,0,18,24
Adam Gaudette,TOR,C,56,5,7,12,-8,18,55,1,0,2,0,0,48,15
Brett Seney,CHI,LW,51,5,8,13,-14,31,49,0,0,1,0,0,48,15
Erik Cernak,TB,D,58,5,11,16,25,58,107,1,1,0,0,0,198,79
Troy Terry,ANH,C,32,4,9,13,8,2,25,0,2,4,0,0,4,12
Christian Wolanin,VAN,D,30,4,8,12,3,6,36,1,0,3,0,0,11,31
Jesse Puljujarvi,EDM,RW,46,4,5,9,-14,16,53,0,0,1,0,0,46,26
Joey Anderson,TOR,RW,34,4,3,7,-7,6,49,1,0,0,1,0,42,11
Samuel Girard,COL,D,82,4,23,27,8,6,116,0,0,9,0,0,65,90
David Kampf,TOR,RW,63,4,15,19,-6,14,72,0,0,0,0,0,39,30
Travis Dermott,VAN,D,64,4,13,17,-5,22,98,0,0,0,0,0,100,57
Markus Hannikainen,FA,RW,44,4,3,7,-5,2,52,1,0,0,0,0,63,8
Jean-Sebastien Dea,ARI,C,23,4,2,6,0,8,29,1,0,0,0,0,21,12
MacKenzie Weegar,CGY,D,64,4,11,15,-3,64,79,2,0,1,0,0,127,103
Tony DeAngelo,PHI,D,61,4,26,30,6,77,111,0,0,10,0,0,54,82
Dustin Byfuglien,FA,D,42,4,27,31,4,69,115,1,1,15,0,0,77,51
Braydon Coburn,FA,D,74,4,19,23,4,34,113,0,0,0,0,0,96,62
Dan Girardi,FA,D,62,4,12,16,6,12,75,0,0,0,0,1,151,108
Brendan Smith,NJ,D,63,4,9,13,-7,71,66,0,0,0,0,1,100,48
Jamie McGinn,FA,LW,19,4,3,7,-5,6,23,1,1,0,0,0,34,3
Brandon Sutter,FA,C,26,4,2,6,-12,6,43,0,1,0,1,0,33,13
Mario Kempe,FA,LW,52,4,5,9,5,18,57,0,0,0,0,0,105,30
Nick Leddy,STL,D,82,4,22,26,0,18,116,0,0,10,0,0,77,89
John Moore,ANH,D,61,4,9,13,0,26,97,1,2,1,0,0,77,76
Alec Martinez,VGK,D,60,4,14,18,-2,8,78,2,0,2,0,0,78,135
Marcus Kruger,FA,C,74,4,8,12,-2,30,74,2,0,0,0,1,51,34
Radko Gudas,FLA,D,77,4,16,20,6,63,136,0,0,0,0,0,255,133
Devante Smith-Pelly,FA,RW,54,4,4,8,-6,15,60,0,0,0,0,0,78,36
Boo Nieves,FA,C,43,4,6,10,-4,8,34,1,0,0,0,0,33,18
Jake McCabe,CHI,D,59,4,10,14,-4,35,64,0,0,0,1,0,103,99
Peter Cehlarik,BOS,LW,20,4,2,6,3,6,30,1,1,0,0,0,5,7
Will Butcher,DAL,D,78,4,26,30,-17,18,108,1,1,13,0,0,38,74
Saku Maenalanen,WPG,LW,34,4,4,8,0,20,36,0,0,0,0,0,45,10
Scott Mayfield,NYI,D,79,4,15,19,18,68,104,0,0,0,1,0,118,159
Brett Ritchie,CGY,RW,53,4,2,6,-7,57,57,2,1,0,0,0,126,13
Ty Rattie,FA,RW,50,4,7,11,-2,4,84,1,0,1,0,0,57,7
Matt Nieto,SJ,LW,64,4,19,23,2,8,86,1,0,0,1,2,50,26
Jean-Gabriel Pageau,NYI,C,39,4,8,12,-12,14,83,0,0,0,0,0,63,38
Lukas Sedlak,PHI,C,47,4,2,6,-5,10,43,0,0,0,0,0,69,20
Dylan DeMelo,WPG,D,77,4,18,22,-1,32,109,0,0,3,0,1,121,130
Jamie Oleksiak,SEA,D,57,4,8,12,5,45,55,0,0,0,0,0,135,59
Jonas Brodin,MIN,D,82,4,14,18,-15,30,111,2,0,1,1,0,61,135
Sami Vatanen,FA,D,50,4,13,17,-17,22,107,0,3,2,0,0,68,77
Tom Kuhnhackl,NYI,RW,36,4,5,9,1,10,30,0,0,0,0,1,48,41
Brayden McNabb,VGK,D,81,4,12,16,11,52,84,1,0,0,0,1,200,139
Taylor Fedun,PIT,D,54,4,7,11,2,14,86,0,0,2,0,1,19,58
Derek Grant,ANH,C,56,4,10,14,-6,14,74,1,0,0,0,1,92,29
Dmitry Orlov,WAS,D,82,3,26,29,3,33,101,0,0,1,0,0,137,103
Ben Street,FA,C,21,3,2,5,-4,2,19,0,0,0,0,0,19,9
Adam Larsson,SEA,D,82,3,17,20,-28,44,117,0,0,0,0,1,256,128
Stefan Noesen,CAR,C,41,3,5,8,-19,28,64,0,0,0,0,0,95,21
Nathan Beaulieu,ANH,D,48,3,9,12,6,39,60,0,0,1,0,0,60,42
Matthew Peca,STL,C,39,3,7,10,-14,4,35,0,0,0,0,1,33,21
Alan Quine,FA,C,13,3,2,5,0,6,11,0,1,0,0,0,14,2
Philip Varone,FA,C,47,3,4,7,-2,8,34,0,0,0,0,0,23,19
Derrick Pouliot,FA,D,62,3,9,12,-1,30,58,1,1,0,0,0,76,71
Brian Dumoulin,PIT,D,76,3,20,23,31,20,99,0,0,0,0,4,141,129
JT Brown,FA,RW,56,3,5,8,0,29,56,0,0,0,0,0,99,16
Josh Manson,COL,D,74,3,13,16,-8,62,96,0,0,0,0,1,184,90
Mike Reilly,BOS,D,57,3,8,11,0,16,101,1,1,0,0,0,48,53
Miikka Salomaki,FA,RW,37,3,4,7,5,8,51,0,0,0,0,0,72,20
Victor Rask,FA,C,49,3,6,9,-4,8,55,0,0,2,0,0,40,12
Ryan Graves,NJ,D,26,3,2,5,4,2,26,0,0,0,0,0,32,51
John Hayden,SEA,C,54,3,2,5,-12,27,42,0,0,0,0,0,97,23
Tim Schaller,FA,C,47,3,7,10,-2,9,44,0,0,0,0,0,66,18
Frederik Gauthier,FA,C,70,3,11,14,3,12,46,0,0,0,0,0,98,28
Jacob De La Rose,FA,C,60,3,6,9,-13,16,55,0,0,0,0,0,72,29
Jujhar Khaira,CHI,C,60,3,15,18,-12,43,64,0,0,0,1,1,123,33
Mackenzie MacEachern,CAR,LW,29,3,2,5,0,10,33,1,0,0,0,0,49,4
Colin Miller,DAL,D,65,3,26,29,0,44,131,0,1,12,0,0,122,64
Matt Grzelcyk,BOS,D,66,3,15,18,9,68,90,0,1,5,0,0,46,60
Charles Hudon,COL,LW,32,3,2,5,-9,16,50,0,0,1,0,0,73,9
Ryan Spooner,FA,C,52,3,6,9,-12,2,67,1,0,1,0,0,39,7
Jon Merrill,MIN,D,57,3,12,15,16,53,72,0,0,0,1,0,71,72
Steven Kampfer,DET,D,35,3,3,6,-6,22,40,0,1,1,0,0,44,32
Zach Bogosian,TB,D,65,3,16,19,-5,52,93,0,0,1,1,0,83,116
Erik Karlsson,SJ,D,53,3,42,45,6,22,169,1,2,18,0,0,44,69
Jake Gardiner,CAR,D,62,3,27,30,19,26,78,0,0,5,0,0,61,64
Carl Gunnarsson,FA,D,25,3,4,7,8,6,21,1,0,0,0,1,11,35
Riley Nash,FA,C,78,3,9,12,-8,19,79,1,0,0,0,0,72,43
Alex Goligoski,MIN,D,76,3,24,27,-7,16,102,0,1,6,0,2,79,154
Nick Holden,OTT,D,61,3,12,15,5,14,77,0,0,0,0,2,104,76
Jay Beagle,FA,C,57,3,10,13,-8,18,45,0,0,0,1,0,102,33
Kris Russell,FA,D,72,3,13,16,5,27,63,0,0,0,0,1,93,185
Jonathan Ericsson,FA,D,52,3,2,5,-10,35,48,1,0,0,0,0,98,56
Trevor Lewis,CGY,C,44,3,9,12,-9,9,87,1,0,0,0,0,53,25
Jay Bouwmeester,FA,D,78,3,14,17,-3,40,82,1,0,0,0,0,61,127
Niklas Kronwall,FA,D,79,3,24,27,-5,40,71,0,1,7,0,0,84,96
Johnny Boychuk,FA,D,74,3,16,19,10,25,157,1,1,2,0,1,144,120
Andrew Ladd,ARI,LW,26,3,8,11,3,16,34,0,0,0,0,1,37,8
Marc-Edouard Vlasic,SJ,D,72,3,22,25,-6,10,100,0,0,1,0,0,23,114
Adam McQuaid,FA,D,50,3,4,7,2,42,28,1,0,0,0,1,122,88
Marc Staal,FLA,D,79,3,10,13,-9,32,84,0,0,0,0,0,94,119
Trevor van Riemsdyk,WAS,D,78,3,11,14,-4,10,102,1,0,0,0,0,42,84
Michael Dal Colle,FA,LW,28,3,4,7,3,2,34,2,0,0,0,0,10,8
Colby Cave,FA,C,53,3,5,8,-5,16,58,1,0,0,0,0,73,18
Frederick Gaudreau,MIN,C,55,3,1,4,1,2,43,1,0,0,0,0,25,18
Christoffer Ehn,FA,C,60,3,6,9,-5,6,49,1,0,0,1,0,70,39
Gustav Forsling,FLA,D,43,3,6,9,-9,30,57,0,0,0,0,0,38,38
Alexandre Fortin,FA,C,24,3,3,6,-6,2,29,1,0,0,1,0,21,7
Ryan Poehling,PIT,C,1,3,0,3,3,0,3,0,0,0,0,0,1,0
Nathan Bastian,NJ,RW,7,3,0,3,0,10,13,0,0,0,0,0,24,1
Mason Appleton,WPG,C,36,3,7,10,9,4,29,1,0,0,0,0,28,12
Dryden Hunt,COL,LW,31,3,7,10,0,8,53,0,0,0,0,0,65,9
Igor Ozhiganov,FA,D,53,3,4,7,0,14,43,0,0,0,0,0,57,48
Nikita Zaitsev,OTT,D,81,3,11,14,2,18,71,0,0,0,0,0,139,151
Oliver Kylington,CGY,D,38,3,5,8,3,10,21,1,0,0,0,0,11,41
Jakob Forsbacka-Karlsson,BOS,C,28,3,6,9,1,2,21,0,0,1,0,0,14,9
Drake Batherson,OTT,RW,20,3,6,9,-2,6,18,2,2,1,0,0,17,21
Sean Walker,LA,D,39,3,7,10,-8,8,55,0,1,0,0,0,43,40
Sheldon Dries,VAN,C,40,3,3,6,-7,26,44,0,0,0,1,0,66,20
Karson Kuhlman,WPG,C,11,3,2,5,5,2,15,1,0,0,0,0,6,4
Antti Suomela,FA,C,27,3,5,8,1,4,42,0,0,0,0,0,10,11
Max Veronneau,SJ,RW,12,2,2,4,-5,0,15,0,1,0,0,0,0,5
Juuso Riikola,FA,D,37,2,3,5,3,10,43,1,2,0,0,0,86,38
Joel L'Esperance,FA,C,18,2,0,2,-4,6,24,0,1,0,0,0,22,4
Rasmus Andersson,CGY,D,79,2,17,19,17,23,115,0,0,2,0,0,52,83
Egor Yakovlev,FA,D,25,2,5,7,-6,6,24,0,0,0,0,0,12,22
Matt Roy,LA,D,25,2,4,6,-1,8,34,1,0,0,0,0,38,47
Troy Stecher,ARI,D,78,2,21,23,9,32,105,0,0,2,1,0,91,96
Max Jones,ANH,LW,30,2,3,5,-1,14,58,1,0,1,0,0,30,5
Alexander Nylander,PIT,RW,12,2,2,4,-4,4,16,0,1,0,0,0,1,1
Trevor Moore,LA,LW,25,2,6,8,1,2,26,0,0,0,0,0,15,7
Oscar Fantenberg,FA,D,61,2,2,4,3,17,70,0,0,0,0,0,91,74
Max Comtois,ANH,LW,10,2,5,7,3,7,9,1,0,0,0,0,27,3
C.J. Smith,NYR,LW,11,2,0,2,0,0,18,1,0,0,0,0,4,1
Jan Rutta,PIT,D,37,2,6,8,4,16,42,0,0,0,0,0,24,30
Lias Andersson,LA,LW,42,2,4,6,-13,29,41,0,0,0,1,0,60,8
Gavin Bayreuther,CLS,D,19,2,3,5,2,10,25,0,0,2,0,0,11,19
Victor Olofsson,BUF,LW,6,2,2,4,1,2,21,0,2,0,0,0,2,3
Sammy Blais,NYR,LW,32,2,2,4,-1,6,27,0,0,0,0,0,93,12
Brandon Carlo,BOS,D,72,2,8,10,22,47,116,0,0,0,0,2,134,88
Josh Currie,FA,RW,21,2,3,5,2,2,19,0,0,0,0,0,39,17
Jonny Brodzinski,NYR,RW,13,2,1,3,0,2,17,0,0,0,0,0,23,7
Robby Fabbri,DET,LW,32,2,4,6,-4,6,43,1,0,0,0,0,30,8
Marcus Pettersson,PIT,D,84,2,23,25,17,66,87,0,1,4,0,1,101,108
Vladislav Kamenev,COL,C,23,2,3,5,-2,10,22,0,1,0,1,0,20,4
Christian Dvorak,MON,LW,20,2,5,7,-2,2,25,1,1,0,0,0,16,7
Deryk Engelland,FA,D,74,2,10,12,-3,18,105,1,0,0,0,0,165,152
Trevor Daley,FA,D,44,2,6,8,-3,12,47,1,0,0,1,0,14,53
Brooks Orpik,FA,D,53,2,7,9,8,32,43,0,0,0,0,0,131,78
Patrik Berglund,FA,C,23,2,2,4,-5,6,25,0,0,0,0,0,25,16
Kevin Shattenkirk,ANH,D,73,2,26,28,-15,20,148,0,1,6,0,0,73,104
Ian Cole,TB,D,71,2,13,15,-1,115,82,0,0,0,0,0,107,178
Anton Stralman,BOS,D,47,2,15,17,12,8,57,0,0,1,0,0,59,71
Robert Bortuzzo,STL,D,59,2,8,10,9,47,75,0,0,0,0,1,95,72
Ben Lovejoy,FA,D,71,2,7,9,-1,37,95,0,0,0,0,0,76,118
Micheal Haley,FA,LW,43,2,4,6,-2,75,34,0,0,0,0,0,76,16
Yannick Weber,FA,D,62,2,6,8,7,18,67,0,0,0,0,0,64,32
Jason Demers,FA,D,35,2,6,8,9,12,39,2,0,1,0,0,50,43
Gabriel Bourque,FA,LW,55,2,6,8,3,10,34,1,0,0,0,1,100,48
Justin Braun,PHI,D,78,2,14,16,-14,35,105,0,0,1,0,0,121,120
Erik Gudbranson,CLS,D,76,2,8,10,-20,87,94,1,0,0,0,1,184,84
Chris Tanev,CGY,D,55,2,10,12,3,18,51,0,0,0,0,0,29,122
Alex Biega,FA,D,41,2,14,16,0,22,91,0,0,1,0,0,101,43
Derek Forbort,BOS,D,81,2,12,14,-13,52,75,1,0,0,0,0,105,139
Gemel Smith,TB,C,17,2,1,3,-4,0,14,0,0,0,0,0,13,3
Connor Carrick,BOS,D,34,2,9,11,-13,19,42,1,0,1,0,0,25,37
Paul LaDue,NYI,D,33,2,3,5,0,12,33,1,0,0,0,0,51,25
Slater Koekkoek,EDM,D,31,2,4,6,4,14,36,0,0,0,0,0,54,48
Justin Schultz,SEA,D,29,2,13,15,0,4,47,0,1,5,0,0,25,41
Alexander Wennberg,SEA,C,75,2,23,25,-1,12,64,0,1,5,1,2,34,32
Nick Jensen,WAS,D,80,2,18,20,4,21,94,0,0,0,0,1,82,105
Erik Haula,NJ,C,15,2,5,7,1,10,26,0,0,1,0,0,11,6
Madison Bowey,MON,D,50,2,8,10,-1,46,48,1,0,0,0,0,72,63
Valentin Zykov,FA,RW,28,2,3,5,-5,2,29,0,0,2,0,0,26,6
Kurtis Gabriel,FA,RW,22,2,2,4,0,59,7,1,0,0,0,0,78,8
Dmitrij Jaskin,FA,RW,37,2,6,8,-5,6,48,0,0,0,0,0,87,14
Joel Edmundson,MON,D,64,2,9,11,8,68,102,1,0,0,0,0,128,106
Fredrik Claesson,FA,D,37,2,4,6,3,9,44,0,0,0,0,1,76,33
Chris Wideman,MON,D,25,2,5,7,-12,18,27,1,0,1,0,0,35,26
Brandon Manning,FA,D,39,2,2,4,-15,25,33,0,0,0,0,0,63,40
Nick Seeler,PHI,D,71,2,5,7,-4,64,67,1,0,0,0,0,78,116
Scott Harrington,SJ,D,73,2,15,17,6,23,54,0,0,0,0,0,73,81
Garrett Wilson,FA,LW,50,2,6,8,2,18,54,0,0,0,0,0,114,16
Nicolas Deslauriers,PHI,LW,48,2,3,5,-12,22,48,0,0,0,1,0,135,22
Tim Heed,FA,D,37,2,11,13,9,10,41,0,1,2,0,0,16,31
Mark Borowiecki,NSH,D,53,1,4,5,-12,89,59,0,0,0,0,0,212,93
Matt Read,TOR,RW,12,1,0,1,-2,2,13,0,0,0,0,0,11,8
Dalton Prout,FA,D,20,1,1,2,1,8,14,0,0,0,0,0,36,20
Darren Archibald,OTT,RW,12,1,1,2,-3,12,10,0,0,0,0,0,10,4
Brenden Dillon,WPG,D,82,1,21,22,19,61,71,0,0,0,1,0,202,78
Joe Morrow,FA,D,41,1,6,7,0,20,40,0,0,0,0,0,37,37
Matt Puempel,FA,LW,8,1,0,1,-2,2,10,0,1,0,0,0,4,5
