,,,,Overall,,,,,,,PP,,SH,,Defense,
Stefan Noesen,CAR,C,44,8,2,10,6,24,63,0,0,0,0,0,50,10
Scott Wilson,FA,LW,78,8,18,26,0,32,127,1,0,0,0,0,167,31
Tyler Graovac,FA,C,52,7,2,9,7,10,48,2,0,0,0,0,52,15
Lukas Sedlak,PHI,C,62,7,6,13,10,25,57,0,0,0,1,0,66,28
Matt Nieto,SJ,LW,59,7,6,13,-12,8,85,1,0,0,0,1,41,34
Tyson Barrie,EDM,D,74,7,31,38,-34,18,182,2,1,9,0,0,32,75
Joakim Nordstrom,FA,C,82,7,5,12,-12,17,104,2,0,0,1,0,148,41
Nick Bjugstad,ARI,C,54,7,7,14,-19,22,91,1,1,2,0,0,72,9
Tommy Wingels,FA,RW,73,7,5,12,-11,27,81,2,0,0,0,0,126,47
Zack Kassian,ARI,RW,79,7,17,24,4,101,110,0,0,0,0,0,201,16
Jori Lehtera,FA,C,64,7,15,22,-6,34,67,1,0,3,0,0,64,29
Joe Thornton,FA,C,79,7,43,50,7,51,81,0,1,18,0,0,52,31
Ryan Reaves,MIN,RW,80,7,6,13,4,104,58,1,0,0,0,0,239,26
Justin Abdelkader,FA,LW,64,7,14,21,-20,50,104,1,5,2,0,1,144,27
Riley Nash,FA,C,81,7,10,17,-1,14,125,2,0,0,1,2,67,36
Brock McGinn,PIT,LW,57,7,9,16,-11,6,74,1,0,0,0,1,91,22
Mike Matheson,MON,D,81,7,10,17,-5,36,179,0,0,1,0,1,69,118
Shayne Gostisbehere,ARI,D,76,7,32,39,-21,32,198,1,2,21,0,0,43,94
Tom Wilson,WAS,RW,82,7,12,19,9,133,95,0,0,0,0,0,239,44
Zemgus Girgensons,BUF,C,75,7,9,16,-7,18,112,0,0,0,0,0,120,26
Tim Schaller,FA,C,59,7,7,14,-6,23,89,2,0,0,0,0,73,38
Sven Andrighetto,FA,RW,46,7,17,24,1,12,68,0,2,2,0,0,40,22
Drake Caggiula,PIT,LW,60,7,11,18,3,16,93,2,2,3,0,1,97,19
Jakob Chychrun,ARI,D,68,7,13,20,-14,47,86,0,1,1,0,0,109,99
Rasmus Ristolainen,PHI,D,79,6,39,45,-9,58,186,2,1,24,0,1,195,161
Josh Morrissey,WPG,D,82,6,14,20,6,38,99,3,1,0,0,0,145,139
Colin Miller,DAL,D,61,6,7,13,0,55,85,0,1,1,0,0,85,36
Curtis McKenzie,FA,LW,53,6,10,16,5,72,66,3,0,0,0,0,103,31
Vinnie Hinostroza,BUF,RW,49,6,8,14,-1,17,76,2,0,0,0,0,31,19
Morgan Rielly,TOR,D,76,6,21,27,-20,21,171,1,1,4,0,0,46,120
Hampus Lindholm,BOS,D,66,6,14,20,13,36,94,2,1,4,0,0,98,94
Brian Flynn,FA,C,51,6,4,10,2,4,47,0,0,0,0,0,20,29
Yanni Gourde,SEA,LW,20,6,2,8,-1,8,30,1,0,0,1,0,11,3
Esa Lindell,DAL,D,73,6,12,18,8,22,99,2,0,2,0,0,93,119
Oliver Bjorkstrand,SEA,RW,26,6,7,13,4,6,55,2,0,0,0,0,14,9
Nic Dowd,WAS,C,70,6,16,22,-15,25,78,2,1,7,0,0,145,35
Nick Schmaltz,ARI,RW,61,6,22,28,10,6,66,0,0,2,0,0,20,27
Ivan Provorov,PHI,D,82,6,24,30,-7,34,161,1,0,5,0,0,111,166
Tanner Kero,DAL,LW,47,6,10,16,15,8,60,0,0,0,0,0,41,51
Brandon Carlo,BOS,D,82,6,10,16,9,59,88,0,0,0,1,0,87,115
Denis Malgin,TOR,C,47,6,4,10,-5,8,67,1,2,0,0,0,34,15
Ryan McDonagh,NSH,D,77,6,36,42,20,37,153,1,1,14,1,0,80,160
Alex Goligoski,MIN,D,82,6,30,36,-9,28,112,0,1,7,1,1,137,143
David Desharnais,EDM,C,49,6,8,14,4,12,46,1,0,2,0,0,5,15
Michael Del Zotto,FLA,D,51,6,12,18,-5,28,92,0,0,1,0,1,173,85
Alexander Edler,LA,D,68,6,15,21,-20,36,138,0,2,2,0,0,106,138
Carl Soderberg,FA,C,80,6,8,14,-26,22,128,0,1,1,0,0,34,42
Shane Doan,FA,RW,74,6,21,27,-3,48,144,0,3,2,0,0,101,22
Andrei Markov,FA,D,62,6,30,36,18,16,98,1,1,11,0,1,39,73
Johnny Boychuk,FA,D,66,6,17,23,11,19,155,2,1,3,1,1,160,133
Derek MacKenzie,FA,C,82,6,10,16,-7,50,91,1,0,0,2,3,192,45
Matt Stajan,FA,C,81,6,17,23,3,40,59,3,0,0,0,2,60,39
Duncan Keith,FA,D,80,6,47,53,22,16,183,2,2,13,0,0,24,107
Kyle Quincey,FA,D,73,6,9,15,4,51,79,0,0,0,0,0,97,97
Marc-Edouard Vlasic,SJ,D,75,6,22,28,4,35,144,2,1,6,0,1,18,146
Mark Streit,FA,D,68,6,21,27,-12,28,114,2,1,12,0,0,38,92
Eric Fehr,FA,RW,53,6,5,11,2,14,62,3,0,0,0,0,82,35
Chris VandeVelde,FA,C,81,6,9,15,-5,16,69,0,0,0,0,0,114,60
Jordan Schroeder,FA,C,37,6,7,13,5,0,37,0,0,0,0,0,29,15
T.J. Brodie,TOR,D,82,6,30,36,-16,24,78,2,1,11,1,1,30,115
Kyle Clifford,TOR,LW,73,6,6,12,-2,92,122,0,0,0,0,0,146,7
David Savard,MON,D,74,6,17,23,33,44,135,0,0,0,0,2,127,126
Joonas Donskoi,SEA,RW,61,6,11,17,-5,10,95,0,1,3,0,0,27,27
Radko Gudas,FLA,D,67,6,17,23,8,93,113,0,0,1,0,0,280,124
Johan Larsson,FA,C,36,6,5,11,-7,20,49,2,1,0,0,0,33,23
Dmitry Orlov,WAS,D,82,6,27,33,30,51,125,0,1,5,0,0,122,94
Chris Wagner,BOS,RW,43,6,1,7,2,6,40,0,0,0,0,0,112,24
Jesper Fast,CAR,RW,68,6,15,21,6,16,56,1,0,0,0,0,99,44
Carl Hagelin,WAS,LW,61,6,16,22,10,16,128,2,0,0,0,1,66,24
William Karlsson,VGK,C,81,6,19,25,10,10,96,3,1,0,0,2,35,24
Nick Cousins,FLA,C,60,6,10,16,-6,31,99,0,1,1,0,0,61,24
Nick Shore,FA,C,70,6,11,17,-2,20,79,1,0,0,1,0,58,22
Matt Puempel,FA,LW,40,6,3,9,-11,11,44,1,3,0,0,0,28,12
Reid Boucher,FA,RW,39,6,4,10,-6,8,70,0,1,0,0,0,20,14
Josh Manson,COL,D,82,5,12,17,14,82,88,1,0,0,1,1,227,79
Alan Quine,FA,C,61,5,13,18,-2,8,82,1,2,1,0,0,77,29
Shane Prince,FA,LW,50,5,13,18,-9,18,71,2,1,2,0,0,36,12
Jamie Oleksiak,SEA,D,41,5,2,7,-4,37,33,1,0,0,0,1,51,53
Marcus Kruger,FA,C,70,5,12,17,7,34,83,0,0,0,0,0,31,62
Austin Watson,OTT,LW,77,5,12,17,14,99,90,0,0,0,0,1,143,66
Alex Burmistrov,FA,C,49,5,11,16,-7,12,45,0,4,1,0,1,60,19
Matt Martin,NYI,LW,82,5,4,9,0,123,66,0,0,0,0,0,300,26
Calvin de Haan,CAR,D,82,5,20,25,15,36,116,1,1,1,0,0,139,190
Peter Holland,FA,C,48,5,7,12,-16,22,79,0,1,0,0,0,37,9
Dennis Wideman,FA,D,57,5,13,18,-6,32,87,1,2,3,0,0,61,74
Matt Niskanen,FA,D,78,5,34,39,20,32,154,2,1,8,0,1,147,93
Drew Miller,FA,LW,55,5,2,7,-12,18,43,1,0,0,0,0,71,52
Keith Yandle,FA,D,82,5,36,41,-6,39,178,0,2,16,0,1,28,76
Brad Richardson,FA,C,16,5,4,9,-1,15,25,0,0,0,2,1,19,7
Jack Skille,FA,RW,55,5,4,9,0,12,73,0,0,0,0,0,74,24
Jack Johnson,CHI,D,82,5,18,23,23,32,116,1,1,1,0,1,94,134
Braydon Coburn,FA,D,80,5,7,12,-1,50,102,0,0,0,1,0,109,76
Francois Beauchemin,FA,D,81,5,13,18,-14,32,132,1,0,3,0,0,73,156
Chris Kelly,FA,RW,82,5,7,12,-17,23,85,2,0,0,1,0,71,48
Jay McClement,FA,C,65,5,3,8,-8,18,37,1,0,0,1,0,49,40
Trevor Daley,FA,D,56,5,14,19,7,37,84,0,1,3,0,1,29,83
Dennis Seidenberg,FA,D,73,5,17,22,25,32,89,0,0,0,0,0,154,146
Brian Campbell,FA,D,80,5,12,17,12,24,74,1,2,3,0,0,43,83
Anton Stralman,BOS,D,73,5,17,22,1,20,130,0,1,6,0,0,106,96
Cal Clutterbuck,NYI,RW,66,5,15,20,2,28,115,1,0,1,0,0,222,25
Niklas Hjalmarsson,FA,D,73,5,13,18,12,20,61,0,0,0,0,1,23,181
Cody McLeod,FA,LW,59,5,1,6,-3,145,30,0,0,0,0,0,150,14
Kris Letang,PIT,D,41,5,29,34,2,32,122,2,2,12,0,1,70,70
Tyler Ennis,FA,LW,51,5,8,13,-10,12,89,1,0,3,0,0,45,23
Ian Cole,TB,D,81,5,21,26,26,72,89,1,0,1,0,0,164,194
Lawson Crouse,ARI,LW,72,5,7,12,-20,48,84,2,0,0,1,0,160,29
Austin Czarnik,DET,C,49,5,8,13,-10,12,66,1,0,3,0,0,19,25
Ondrej Kase,CAR,RW,53,5,10,15,-1,18,77,2,0,0,0,0,42,14
Nikita Soshnikov,NYI,LW,56,5,4,9,1,16,70,0,0,1,0,0,101,28
Tony DeAngelo,PHI,D,39,5,9,14,-13,37,60,1,2,6,0,0,31,48
Ivan Barbashev,STL,LW,30,5,7,12,5,2,20,1,0,0,0,0,34,14
Anthony Duclair,FLA,LW,58,5,10,15,-7,14,76,1,0,2,0,0,22,17
William Carrier,VGK,LW,41,5,3,8,-1,21,50,1,0,0,0,0,112,10
Trevor van Riemsdyk,WAS,D,58,5,11,16,17,29,73,2,0,0,0,0,22,100
Brady Skjei,CAR,D,80,5,34,39,11,42,127,0,0,7,0,0,147,69
Chris Wideman,MON,D,76,5,12,17,7,46,123,1,1,4,0,0,68,68
Ben Hutton,VGK,D,71,5,14,19,-22,31,130,1,2,9,0,0,46,106
Jaccob Slavin,CAR,D,82,5,29,34,23,12,99,0,0,4,1,3,35,161
Darnell Nurse,EDM,D,44,5,6,11,0,33,85,0,0,0,0,0,107,53
Marko Dano,FA,C,38,4,7,11,0,10,44,0,2,0,0,0,83,14
Colton Parayko,STL,D,81,4,31,35,7,32,188,2,4,6,0,1,80,117
Jayson Megna,ANH,LW,58,4,4,8,-4,6,72,0,0,1,0,0,87,23
Nick Jensen,WAS,D,49,4,9,13,-7,12,59,0,0,0,0,1,55,56
Danny DeKeyser,FA,D,82,4,8,12,-22,33,85,2,0,0,0,0,100,170
Cedric Paquette,FA,C,58,4,6,10,-6,80,68,0,0,0,0,0,144,46
Josh Jooris,FA,C,54,4,8,12,-2,16,75,0,0,0,0,1,49,30
Tyler Motte,OTT,C,33,4,3,7,2,14,46,0,0,0,0,0,27,24
Zach Sanford,NSH,LW,39,4,4,8,2,10,36,2,0,0,0,0,22,20
Anton Slepyshev,FA,LW,41,4,6,10,5,4,55,0,0,0,0,0,64,15
Josh Ho-Sang,FA,RW,21,4,6,10,1,12,22,0,1,1,0,0,4,2
Dennis Rasmussen,FA,RW,68,4,4,8,-4,12,77,0,0,0,0,0,61,49
Pierre-Edouard Bellemare,TB,C,82,4,4,8,-1,20,90,0,0,0,0,1,73,70
Evan Rodrigues,COL,C,30,4,2,6,-7,4,51,0,1,0,0,0,12,12
Noah Hanifin,CGY,D,81,4,25,29,-19,26,108,1,2,9,0,0,57,73
Brock Boeser,VAN,RW,9,4,1,5,0,0,25,1,2,0,0,0,5,0
Roman Lyubimov,FA,LW,47,4,2,6,-2,8,41,1,0,0,0,0,28,16
Nikita Zaitsev,OTT,D,82,4,32,36,-22,38,106,0,1,11,0,1,176,136
Nick Lappin,FA,RW,43,4,3,7,-17,17,57,0,0,0,0,0,36,11
Matt Hendricks,FA,LW,42,4,3,7,-3,29,42,1,0,0,0,0,79,39
Joe Colborne,FA,C,62,4,4,8,-21,34,48,0,2,1,0,0,86,14
Thomas Hickey,FA,D,76,4,16,20,-1,35,87,2,0,3,0,0,89,103
Dan Girardi,FA,D,63,4,11,15,8,16,56,3,0,0,1,1,107,166
Roman Polak,FA,D,75,4,7,11,10,65,64,1,0,0,0,0,232,133
Mike Ribeiro,FA,C,46,4,21,25,-5,14,38,0,2,5,0,0,33,6
Ron Hainsey,FA,D,72,4,13,17,-8,21,71,1,0,0,1,2,93,120
Ales Hemsky,FA,RW,15,4,3,7,-1,0,30,0,1,1,0,0,1,4
Paul Martin,FA,D,82,4,22,26,10,20,57,1,0,0,0,0,41,124
Devin Setoguchi,FA,RW,45,4,8,12,-5,14,60,0,0,1,0,0,53,10
Andy Greene,FA,D,66,4,9,13,-16,8,83,1,1,3,1,0,50,125
Deryk Engelland,FA,D,81,4,12,16,2,85,107,2,0,0,0,0,135,134
Jordie Benn,TOR,D,71,4,13,17,-4,28,68,1,0,2,0,1,64,144
Marco Scandella,STL,D,71,4,9,13,-2,25,88,0,0,0,0,0,50,85
Patrick Wiercioch,FA,D,57,4,8,12,-18,23,63,0,0,0,0,0,52,57
Justin Braun,PHI,D,81,4,9,13,1,28,95,0,0,0,0,2,136,161
Jordan Nolan,FA,RW,46,4,4,8,-3,44,39,0,0,0,0,0,62,7
Devante Smith-Pelly,FA,RW,53,4,5,9,-19,12,76,0,0,2,0,0,94,32
Stephen Johns,FA,D,61,4,6,10,-10,36,91,1,0,1,0,0,159,130
Michael Chaput,FA,C,68,4,5,9,-12,29,64,0,0,0,0,0,68,29
Tom Kuhnhackl,NYI,RW,57,4,12,16,8,18,49,0,0,0,1,1,112,42
Mark Pysyk,DET,D,82,4,13,17,0,10,86,0,0,0,0,0,72,99
Nathan Beaulieu,ANH,D,74,4,24,28,8,44,118,1,2,10,0,0,65,102
Adam Larsson,SEA,D,79,4,15,19,21,55,85,0,0,0,0,0,253,160
Joseph Cramarossa,MIN,C,59,4,6,10,0,60,36,1,0,0,0,2,133,23
Nikita Nesterov,FA,D,48,4,13,17,0,24,63,0,1,1,0,0,84,21
Fredrik Claesson,FA,D,33,3,8,11,5,4,25,0,0,0,0,1,55,24
Logan Shaw,FA,RW,55,3,7,10,3,10,59,1,0,0,1,1,62,18
Josh Archibald,PIT,RW,10,3,0,3,3,4,11,0,0,0,1,0,28,2
Brandon Manning,FA,D,65,3,9,12,-12,83,84,1,0,0,1,0,121,79
Xavier Ouellet,PIT,D,66,3,9,12,2,51,89,0,0,0,0,0,73,87
Joel Edmundson,MON,D,69,3,12,15,11,60,81,1,0,0,0,0,122,95
Sami Vatanen,FA,D,71,3,21,24,3,30,117,0,2,12,0,0,75,128
Kevan Miller,FA,D,58,3,10,13,1,50,49,1,0,0,0,1,121,76
Mattias Ekholm,NSH,D,82,3,20,23,4,34,120,1,0,3,0,1,61,108
Jonas Brodin,MIN,D,68,3,22,25,5,20,85,2,2,5,0,0,20,89
Lance Bouma,LA,C,61,3,4,7,-2,35,53,1,0,0,0,0,127,44
Greg McKegg,EDM,C,46,3,4,7,-3,22,36,0,0,0,0,0,48,16
Matt Irwin,WAS,D,74,3,11,14,15,26,98,1,0,0,0,2,115,121
Cody Eakin,FA,C,60,3,9,12,-7,49,82,1,0,2,0,0,65,39
Travis Hamonic,OTT,D,49,3,11,14,-21,60,74,0,0,1,0,0,58,108
John Mitchell,FA,C,65,3,4,7,-12,45,57,1,0,0,0,0,88,45
Brent Seabrook,TB,D,79,3,36,39,5,26,131,0,2,12,0,0,111,147
Kevin Klein,FA,D,60,3,11,14,5,31,54,0,0,1,0,1,135,123
Chris Thorburn,FA,RW,64,3,1,4,-7,95,36,0,0,0,1,0,90,25
Kevin Bieksa,FA,D,81,3,11,14,0,63,94,1,1,2,0,0,173,100
Marc Staal,FLA,D,72,3,7,10,9,34,70,0,0,0,0,1,89,97
Steve Ott,FA,C,53,3,4,7,-8,80,45,0,0,0,0,0,144,23
Jiri Hudler,FA,RW,32,3,8,11,-3,4,27,1,1,0,0,0,9,3
Cody Franson,FA,D,68,3,16,19,-5,34,93,0,1,1,0,0,87,68
Karl Alzner,FA,D,82,3,10,13,23,28,81,0,0,0,0,0,105,162
Michael Stone,CGY,D,64,3,12,15,0,32,81,0,1,4,0,0,125,143
Brendan Smith,NJ,D,51,3,6,9,1,63,62,1,1,2,0,0,59,65
Matt Beleskey,FA,LW,49,3,5,8,-10,47,79,0,0,2,0,0,98,18
Joel Eriksson Ek,MIN,C,15,3,4,7,1,4,15,1,0,0,0,0,23,8
Timo Meier,SJ,LW,34,3,3,6,1,10,85,1,0,0,0,0,64,5
Andreas Martinsen,FA,LW,64,3,4,7,-14,32,73,0,0,0,0,1,173,28
Nikolay Goldobin,FA,RW,14,3,0,3,0,0,14,1,0,0,0,0,1,4
Jakub Vrana,DET,RW,21,3,3,6,2,2,32,2,3,1,0,0,6,7
Nicholas Baptiste,FA,RW,14,3,1,4,1,6,16,0,0,0,0,0,12,1
Gemel Smith,TB,C,17,3,3,6,-1,21,19,0,0,0,1,0,6,6
Damon Severson,NJ,D,80,3,28,31,-31,58,125,1,0,13,0,0,79,73
Adam Pelech,NYI,D,44,3,7,10,-5,6,40,0,0,0,0,0,73,68
Jake McCabe,CHI,D,76,3,17,20,-7,26,79,1,1,3,0,0,73,114
JT Brown,FA,RW,64,3,3,6,-7,73,67,1,0,0,1,0,103,25
Luke Glendening,DAL,C,74,3,11,14,-10,26,76,0,0,1,0,0,150,62
Nail Yakupov,FA,RW,40,3,6,9,-3,14,35,0,0,0,0,0,32,8
Andrej Sustr,MIN,D,80,3,11,14,-10,43,93,1,0,0,0,0,45,102
Nate Schmidt,WPG,D,60,3,14,17,22,16,60,0,0,0,0,1,51,37
Carter Rowney,FA,C,27,3,4,7,2,4,24,1,0,0,0,0,64,15
Joseph Blandisi,FA,C,27,3,6,9,-10,26,24,2,1,4,0,0,37,6
Matt Benning,SJ,D,62,3,12,15,8,29,69,0,1,2,0,0,111,64
Adam Erne,DET,RW,26,3,0,3,-9,11,40,0,0,0,0,0,71,13
J.T. Compher,COL,C,21,3,2,5,0,4,30,1,1,0,0,0,11,21
Christian Fischer,ARI,RW,7,3,0,3,0,0,10,1,0,0,0,0,9,0
Troy Stecher,ARI,D,71,3,21,24,-16,25,125,0,1,7,0,0,51,66
Yohann Auvitu,FA,D,25,2,2,4,1,2,54,0,0,1,0,0,20,9
Steve Santini,STL,D,38,2,5,7,-6,14,46,0,0,0,0,0,83,35
Jason Dickinson,CHI,C,10,2,0,2,-3,0,9,0,0,0,0,0,8,4
Frederik Gauthier,FA,C,21,2,1,3,2,23,15,0,0,0,0,0,17,17
Connor Carrick,BOS,D,67,2,6,8,8,51,89,0,1,0,0,0,66,79
Chad Ruhwedel,PIT,D,34,2,8,10,9,8,45,0,0,3,0,0,36,26
Ryan Murray,EDM,D,60,2,9,11,3,24,52,0,0,1,0,1,23,96
Cody Ceci,EDM,D,79,2,15,17,-11,20,143,0,0,1,0,2,111,159
Brett Pesce,CAR,D,82,2,18,20,23,20,109,0,0,2,0,0,57,148
Laurent Dauphin,ARI,C,24,2,1,3,-2,12,32,1,0,0,1,0,32,11
Shea Theodore,VGK,D,34,2,7,9,-6,28,60,1,1,1,0,1,14,30
Justin Bailey,FA,RW,32,2,2,4,0,4,36,1,0,0,0,0,27,14
Ryan Carpenter,NYR,C,11,2,2,4,5,4,20,0,0,0,0,0,15,2
Adrian Kempe,LA,C,25,2,4,6,-3,6,32,1,0,2,0,1,23,7
Daniel Carr,FA,LW,33,2,7,9,4,6,44,1,0,0,0,0,19,12
Christian Folin,FA,D,51,2,6,8,10,26,39,0,0,0,0,0,69,59
Brandon Montour,FLA,D,27,2,4,6,11,14,50,0,0,1,0,0,21,24
Nikita Tryamkin,VAN,D,66,2,7,9,-7,64,65,0,0,0,0,0,145,87
Gustav Forsling,FLA,D,38,2,3,5,3,4,48,0,0,1,0,0,16,17
Sergey Kalinin,FA,LW,43,2,2,4,-14,15,38,0,0,0,0,0,53,20
Noel Acciari,STL,C,29,2,3,5,3,16,24,0,0,0,0,0,80,5
Kyle Connor,WPG,LW,20,2,3,5,-7,4,24,1,0,2,0,0,1,8
Brandon Tanev,SEA,LW,51,2,2,4,-6,26,54,1,0,0,0,0,128,31
Michal Kempny,FA,D,50,2,6,8,1,22,67,0,0,0,0,0,76,59
Markus Nutivaara,SJ,D,66,2,5,7,7,6,66,0,0,0,0,0,36,38
Chris Terry,FA,LW,14,2,2,4,-1,4,15,0,0,0,0,0,10,1
Micheal Haley,FA,LW,58,2,10,12,6,128,37,1,0,0,0,0,129,23
David Schlemko,FA,D,62,2,16,18,4,14,118,1,1,2,0,0,35,112
Luca Sbisa,FA,D,82,2,11,13,-1,40,75,1,0,0,0,0,130,122
Tyler Myers,VAN,D,11,2,3,5,5,13,16,0,0,0,0,1,12,21
Zach Bogosian,TB,D,56,2,9,11,-17,46,73,1,0,1,0,0,59,97
Andrew MacDonald,FA,D,73,2,16,18,-5,26,65,0,0,0,0,1,39,151
Johnny Oduya,FA,D,52,2,7,9,-4,18,37,0,0,0,0,0,29,123
Erik Johnson,COL,D,46,2,15,17,-6,9,96,1,0,6,0,0,87,98
Jordin Tootoo,FA,RW,50,2,1,3,-6,28,43,0,0,0,0,0,52,8
Vernon Fiddler,FA,C,59,2,2,4,-15,66,48,0,0,0,1,0,57,33
Niklas Kronwall,FA,D,57,2,11,13,-7,32,67,0,0,6,0,0,77,81
Shawn Thornton,FA,LW,50,2,2,4,-7,67,42,0,0,0,0,0,52,8
Ryan Callahan,FA,RW,18,2,2,4,-4,23,22,1,0,0,0,0,48,13
Adam McQuaid,FA,D,77,2,8,10,4,71,64,1,0,0,0,1,157,144
Mark Stuart,FA,D,42,2,2,4,4,27,24,1,0,0,0,0,68,79
Shane Harper,FA,RW,14,2,1,3,-1,18,13,0,0,0,0,0,19,0
Nate Prosser,FA,D,39,2,5,7,0,12,20,0,0,1,0,0,30,64
Eric Gryba,FA,D,40,2,4,6,-5,65,45,2,0,0,0,0,145,47
Ben Smith,FA,RW,40,2,2,4,-7,4,30,0,0,0,0,0,29,41
Gabriel Dumont,TB,C,39,2,2,4,1,29,34,0,0,0,0,0,83,19
Dmitry Kulikov,ANH,D,47,2,3,5,-26,26,42,0,1,2,0,0,60,72
Michael Bournival,FA,C,19,2,1,3,-3,2,25,0,0,0,0,0,31,8
Teemu Pulkkinen,FA,RW,13,2,0,2,-2,6,10,0,0,0,0,0,4,3
Riley Sheahan,FA,C,80,2,11,13,-29,14,109,0,1,2,0,0,81,38
Jimmy Hayes,FA,RW,58,2,3,5,-3,29,74,1,0,0,0,0,74,10
Ben Chiarot,DET,D,59,2,10,12,2,33,49,0,0,0,0,0,78,94
Chris Tanev,CGY,D,53,2,8,10,3,14,39,1,0,0,0,0,19,91
Korbinian Holzer,FA,D,32,2,5,7,0,23,14,0,0,0,0,0,71,34
Mark Barberio,FA,D,60,2,11,13,-5,14,80,0,1,3,0,0,20,55
Derek Forbort,BOS,D,82,2,16,18,8,54,100,0,0,0,0,1,180,159
Alexei Emelin,FA,D,76,2,8,10,1,71,82,0,0,0,0,0,241,127
Connor Murphy,CHI,D,77,2,15,17,-13,45,81,1,0,0,1,0,201,119
Ryan Garbutt,FA,RW,27,2,1,3,-3,20,26,1,0,0,0,1,53,12
Michael Sgarbossa,WAS,LW,38,2,7,9,-5,9,33,0,1,1,0,0,39,16
Brayden McNabb,VGK,D,49,2,2,4,1,54,47,0,0,0,0,0,110,54
Freddie Hamilton,FA,C,26,2,0,2,-3,8,30,1,0,0,0,0,46,1
Brenden Dillon,WPG,D,81,2,8,10,-2,60,86,0,0,0,0,0,174,81
Harry Zolnierczyk,NYR,LW,24,2,2,4,-2,10,19,0,0,0,0,0,25,11
Josh Leivo,STL,LW,13,2,8,10,2,4,27,0,1,2,0,0,5,4
Adam Clendening,FA,D,31,2,9,11,3,17,38,0,1,1,0,0,22,27
Scott Mayfield,NYI,D,25,2,7,9,-1,35,39,0,0,0,0,0,37,36
Iiro Pakarinen,FA,RW,14,2,2,4,2,2,15,1,0,0,0,0,30,6
Klas Dahlbeck,FA,D,43,2,4,6,-12,30,37,0,0,0,0,0,77,38
Kyle Rau,FA,C,24,2,1,3,-3,4,21,0,0,0,0,0,24,3
Mike Reilly,BOS,D,17,1,0,1,1,2,19,0,0,0,0,0,2,8
Jyrki Jokipakka,FA,D,41,1,5,6,-4,12,29,0,0,0,0,0,31,32
Matthew Peca,STL,C,10,1,1,2,-3,2,9,0,0,0,0,0,9,2
Dylan DeMelo,WPG,D,25,1,7,8,2,14,32,0,0,0,0,0,36,32
Alexey Marchenko,FA,D,41,1,7,8,7,12,36,0,0,0,0,1,22,59
Tomas Jurco,FA,RW,29,1,0,1,-12,4,35,0,0,0,0,0,21,9
Dmitrij Jaskin,FA,RW,51,1,10,11,5,18,55,0,0,0,0,0,98,19
Scott Harrington,SJ,D,22,1,2,3,3,10,16,0,0,0,0,0,21,24
Blake Coleman,CGY,C,23,1,1,2,-7,27,29,0,0,0,0,0,51,15
Ryan Sproul,FA,D,27,1,6,7,-8,6,46,0,1,2,0,0,12,14
Mark Borowiecki,NSH,D,70,1,2,3,-3,154,50,0,0,0,0,0,364,90
Kevin Gravel,NSH,D,49,1,6,7,3,6,52,0,1,1,0,0,73,65
Kenny Agostino,FA,LW,7,1,2,3,0,2,17,0,0,1,0,0,9,3
Cory Conacher,FA,LW,11,1,3,4,0,4,16,0,1,0,0,0,1,0
Anton Lander,FA,C,22,1,3,4,2,6,12,0,0,0,0,0,28,7
Andrej Nestrasil,FA,C,19,1,4,5,-3,2,27,0,0,0,0,0,10,6
Dylan McIlrath,WAS,D,6,1,0,1,-2,14,3,0,0,0,0,0,15,4
Erik Gudbranson,CLS,D,30,1,5,6,-14,18,40,1,0,0,0,0,66,44
Matt Bartkowski,FA,D,24,1,1,2,-4,26,16,0,0,0,0,0,46,12
Alex Petrovic,DAL,D,49,1,13,14,-1,79,55,0,0,0,0,0,106,55
Martin Marincin,FA,D,25,1,6,7,3,16,22,0,0,0,0,1,25,27
Jon Merrill,MIN,D,51,1,5,6,-9,24,48,0,0,0,0,0,39,68
Marcus Sorensen,FA,RW,19,1,3,4,-1,4,27,1,0,0,0,0,15,6
Jacob Josefson,FA,C,38,1,9,10,-1,16,44,1,0,1,0,0,31,12
Paul Postma,FA,D,65,1,13,14,3,15,50,0,0,0,0,0,36,42
Philip Larsen,FA,D,26,1,5,6,-8,4,32,0,0,2,0,0,12,22
Jason Garrison,FA,D,70,1,8,9,-8,14,96,0,0,0,0,0,93,91
Cameron Gaunce,FA,D,12,1,3,4,1,13,8,0,0,0,0,0,23,10
Steven Kampfer,DET,D,11,1,1,2,-2,6,10,0,0,0,0,0,24,10
Zac Dalpe,FLA,C,9,1,2,3,0,9,8,0,0,0,0,0,5,5
Robert Bortuzzo,STL,D,38,1,3,4,11,15,45,0,0,0,0,0,77,50
Colin McDonald,NYI,RW,3,1,0,1,1,0,5,0,0,0,0,0,9,0
Nate Thompson,FA,C,30,1,1,2,4,14,19,0,0,0,0,0,69,9
Josh Gorges,FA,D,66,1,5,6,-3,50,40,0,0,0,0,0,143,108
Clayton Stoner,FA,D,14,1,2,3,0,28,16,0,0,0,0,0,35,17
Bryan Bickell,FA,LW,11,1,0,1,-4,4,8,1,1,0,0,0,16,3
Dan Hamhuis,FA,D,79,1,15,16,-7,23,83,0,1,0,0,2,93,100
Fedor Tyutin,FA,D,69,1,12,13,-25,38,46,0,0,0,0,0,116,90
Tom Gilbert,FA,D,18,1,4,5,-4,6,12,0,0,1,0,0,10,28
Matt Greene,FA,D,26,1,1,2,3,19,14,0,0,0,0,0,71,27
