,,,,Overall,,,,,,,PP,,SH,,Defense,
Jack McBain,UTA,C,82,13,14,27,8,78,90,1,1,2,0,0,291,50
Tanner Pearson,WPG,LW,78,12,15,27,4,8,109,2,0,0,1,0,96,45
Adam Henrique,EDM,C,81,12,15,27,2,16,104,3,2,4,1,0,58,85
Michael Amadio,OTT,C,72,11,16,27,12,18,85,2,1,0,0,0,108,44
K'Andre Miller,CAR,D,74,7,20,27,0,22,110,1,0,2,0,0,107,110
Taylor Raddysh,NYR,RW,80,7,20,27,-7,18,93,1,0,1,0,0,59,28
Jaccob Slavin,CAR,D,80,6,21,27,16,8,110,2,0,0,0,3,21,136
Adam Gaudette,SJS,C,81,19,7,26,12,12,90,4,3,0,0,0,68,28
Alex Newhook,MTL,C,82,15,11,26,-21,24,118,3,1,3,0,0,89,32
Filip Chytil,VAN,C,56,13,13,26,-7,18,133,1,1,4,0,0,19,13
Frank Nazar,CHI,C,53,12,14,26,-11,24,91,2,1,3,1,1,30,35
Ryan Hartman,MIN,RW,69,11,15,26,-7,75,158,1,3,4,0,0,73,41
Dante Fabbro,CBJ,D,68,9,17,26,20,40,89,3,0,0,0,0,67,143
Jordan Eberle,SEA,RW,42,9,17,26,0,14,66,1,1,4,0,0,13,25
Teddy Blueger,VAN,C,82,8,18,26,-7,39,94,0,0,0,0,0,104,43
Esa Lindell,DAL,D,80,5,21,26,34,14,99,0,1,0,0,0,50,170
Anthony Beauvillier,WSH,LW,81,15,10,25,2,14,149,0,0,1,1,0,139,36
Joel Farabee,CGY,LW,81,11,14,25,-17,34,151,1,0,4,0,0,94,50
Mavrik Bourque,DAL,C,73,11,14,25,6,8,80,1,1,2,0,0,46,37
Drew O'Connor,VAN,C,84,10,15,25,-16,34,117,2,1,1,1,1,83,57
Alex Turcotte,LAK,C,68,9,16,25,6,20,79,2,1,0,0,0,46,30
Nils Hoglander,VAN,LW,72,8,17,25,5,30,83,2,0,1,0,0,76,23
Brett Kulak,EDM,D,82,7,18,25,-7,18,135,0,0,0,0,0,28,118
Damon Severson,CBJ,D,70,6,19,25,5,47,91,1,0,0,0,0,43,104
Sam Steel,DAL,C,79,6,19,25,-6,31,89,1,0,0,1,2,60,26
Miro Heiskanen,DAL,D,50,5,20,25,7,10,108,0,0,7,0,0,17,85
Martin Fehervary,WSH,D,81,5,20,25,18,25,76,0,0,0,0,2,139,150
Ryker Evans,SEA,D,73,5,20,25,-12,30,59,0,1,2,0,0,123,106
Martin Pospisil,CGY,C,81,4,21,25,3,84,114,0,1,3,0,0,301,26
Alexandre Carrier,MTL,D,79,3,22,25,-10,40,82,0,0,0,0,1,75,169
Jiri Kulich,BUF,C,62,15,9,24,-4,18,134,3,0,0,0,0,40,36
Jonatan Berggren,DET,RW,75,12,12,24,-13,14,88,1,3,2,0,0,41,16
Philip Tomasino,PIT,C,61,11,13,24,-10,8,104,6,3,5,0,0,63,23
Eetu Luostarinen,FLA,LW,80,9,15,24,12,28,87,3,0,1,1,1,183,60
Vasily Podkolzin,EDM,RW,82,8,16,24,1,48,114,2,0,0,0,0,211,53
Tyler Myers,VAN,D,71,6,18,24,2,74,87,0,0,1,1,1,87,125
Mikey Anderson,LAK,D,77,6,18,24,17,28,84,0,0,0,0,0,119,124
Cody Ceci,LAK,D,85,4,20,24,6,24,90,2,0,0,0,1,76,155
Samuel Girard,COL,D,73,3,21,24,7,14,95,2,0,1,0,0,62,111
Matt Roy,WSH,D,69,3,21,24,18,25,84,0,0,0,0,0,114,113
Joel Kiviranta,COL,RW,79,16,7,23,15,20,84,2,0,0,1,0,114,38
Kevin Hayes,PIT,C,64,13,10,23,-15,8,98,1,4,3,0,1,52,11
Jesper Boqvist,FLA,C,78,12,11,23,-4,14,87,3,0,0,1,0,191,27
Andrew Copp,DET,C,56,10,13,23,4,8,68,2,0,1,1,0,9,35
Charlie McAvoy,BOS,D,50,7,16,23,0,46,98,2,2,2,1,0,89,81
Ryan Pulock,NYI,D,74,5,18,23,2,16,97,1,1,1,0,2,100,155
Jake McCabe,TOR,D,66,2,21,23,23,40,74,0,0,0,0,1,118,135
Paul Cotter,NJD,C,79,16,6,22,-14,62,90,2,0,0,0,0,245,32
Nicholas Robertson,TOR,LW,69,15,7,22,-1,16,112,3,2,0,0,0,79,33
Thomas Novak,PIT,C,54,13,9,22,-7,4,92,2,1,4,0,0,6,26
Justin Brazeau,PIT,LW,76,11,11,22,-9,18,89,3,4,1,0,0,123,38
Lars Eller,OTT,C,80,10,12,22,-5,36,104,0,0,1,0,0,57,35
Brandon Tanev,UTA,LW,79,10,12,22,-12,16,99,0,0,0,0,0,168,105
Mason Appleton,DET,C,71,10,12,22,7,22,107,3,0,1,0,0,76,29
Kirby Dach,MTL,C,57,10,12,22,-29,40,84,2,1,6,0,0,100,36
Lukas Reichel,CHI,RW,70,8,14,22,-16,12,72,1,0,2,0,0,24,29
Niko Mikkola,FLA,D,76,6,16,22,12,70,116,0,0,0,0,0,137,88
Cody Glass,NJD,C,65,6,16,22,-5,16,91,1,1,1,0,0,53,38
Ryan Lindgren,SEA,D,72,4,18,22,0,40,63,0,0,0,0,2,80,128
Nikita Zadorov,BOS,D,81,4,18,22,25,145,105,0,0,0,0,2,219,107
Brian Dumoulin,LAK,D,80,3,19,22,-1,14,69,1,0,0,0,0,74,109
Erik Haula,NSH,C,69,11,10,21,-6,39,110,1,2,3,0,0,101,35
Michael Rasmussen,DET,C,77,11,10,21,-12,24,99,1,2,2,0,0,141,59
Garnet Hathaway,PHI,RW,67,10,11,21,5,58,80,1,0,0,2,0,257,61
Logan O'Connor,COL,RW,80,10,11,21,-4,26,89,1,0,0,0,1,68,50
Justin Danforth,BUF,RW,61,9,12,21,-6,18,94,1,0,1,1,0,126,49
Tyler Seguin,DAL,C,20,9,12,21,15,4,46,2,3,0,0,0,5,6
Brandon Duhaime,WSH,LW,82,9,12,21,3,98,83,1,0,0,0,1,165,65
Jake Middleton,MIN,D,67,8,13,21,11,40,97,0,0,0,0,0,99,157
Colton Sissons,VGK,RW,72,7,14,21,-12,22,80,0,0,1,0,0,100,67
Braden Schneider,NYR,D,80,6,15,21,9,18,95,1,0,0,1,1,146,145
Erik Cernak,TBL,D,76,3,18,21,29,50,64,0,0,0,0,2,157,99
Nick Jensen,OTT,D,71,3,18,21,18,6,77,0,0,0,0,0,55,95
Trevor van Riemsdyk,WSH,D,82,1,20,21,20,34,80,0,0,0,0,0,10,151
Adam Pelech,NYI,D,60,0,21,21,4,32,109,0,0,1,0,0,73,87
Blake Lizotte,PIT,LW,59,11,9,20,-4,26,51,1,1,0,1,0,60,29
Gage Goncalves,TBL,C,60,8,12,20,7,14,61,1,1,1,0,0,71,20
Nikolai Kovalenko,FA,RW,57,7,13,20,-9,16,45,0,3,1,0,0,84,24
Olen Zellweger,ANA,D,62,7,13,20,1,20,130,0,1,4,0,0,37,72
Jamie Drysdale,PHI,D,70,7,13,20,-32,22,63,1,2,5,0,0,18,102
Oskar Sundqvist,STL,C,67,6,14,20,-6,32,60,0,4,3,0,0,78,53
Dylan Samberg,WPG,D,60,6,14,20,34,26,95,2,0,1,0,0,56,120
Joel Edmundson,LAK,D,73,6,14,20,25,22,91,1,0,1,0,0,100,108
Mathew Barzal,NYI,C,30,6,14,20,10,4,78,1,1,3,0,0,24,24
Sam Carrick,NYR,C,80,6,14,20,5,58,84,2,0,0,1,2,137,42
Brayden McNabb,VGK,D,82,5,15,20,42,32,97,0,0,0,1,1,131,167
Jonas Brodin,MIN,D,50,4,16,20,10,18,71,1,0,0,0,1,27,104
Alexander Romanov,NYI,D,64,4,16,20,5,20,100,0,0,0,0,1,147,165
Kevin Bahl,CGY,D,73,3,17,20,-6,35,82,0,1,0,0,0,109,116
Nick Seeler,PHI,D,77,3,17,20,10,36,82,1,0,0,0,0,125,200
Jonny Brodzinski,NYR,RW,51,12,7,19,6,4,73,2,0,0,0,0,27,19
Nick Bjugstad,STL,C,66,8,11,19,-2,16,115,0,1,0,0,0,104,29
Steven Lorentz,TOR,C,80,8,11,19,6,9,76,5,0,0,1,0,199,55
Parker Kelly,COL,C,80,8,11,19,-1,29,99,2,0,0,1,1,161,72
Boone Jenner,CBJ,LW,26,7,12,19,3,4,70,1,2,1,1,0,43,18
Josh Doan,BUF,RW,51,7,12,19,-2,8,88,1,3,1,0,0,45,14
Michael Carcone,UTA,C,53,7,12,19,-7,36,75,0,0,2,0,0,48,11
Jakob Pelletier,TBL,LW,49,7,12,19,7,10,54,1,0,0,0,0,47,19
Pontus Holmberg,TBL,LW,68,7,12,19,4,27,68,0,0,1,1,0,46,53
Nick Perbix,NSH,D,74,6,13,19,8,20,66,1,0,0,0,0,50,66
Patrick Maroon,FA,LW,68,5,14,19,-13,97,73,1,1,0,0,0,102,9
Pavel Mintyukov,ANA,D,68,5,14,19,-4,20,69,0,0,3,0,0,81,92
Nate Schmidt,UTA,D,80,5,14,19,4,30,70,0,0,4,0,0,82,71
Rasmus Ristolainen,PHI,D,63,4,15,19,3,14,100,2,0,3,0,0,97,94
Tony DeAngelo,NYI,D,35,4,15,19,-11,10,76,1,0,4,0,0,17,42
Dylan DeMelo,WPG,D,82,3,16,19,31,38,75,2,0,0,0,0,137,112
Connor Murphy,CHI,D,68,2,17,19,-2,52,84,0,0,0,0,1,117,160
Emil Lilleberg,TBL,D,76,1,18,19,-1,105,46,1,0,0,0,1,114,61
Mitchell Chaffee,TBL,RW,66,12,6,18,-3,21,68,2,4,0,0,0,133,21
Lawson Crouse,UTA,LW,81,12,6,18,-4,39,126,2,1,0,0,0,193,46
Luke Kunin,FLA,C,75,11,7,18,-28,55,112,0,0,0,0,0,187,77
Emil Heineman,NYI,LW,62,10,8,18,-6,20,64,0,3,2,0,0,173,24
Craig Smith,FA,RW,59,9,9,18,-9,34,90,1,2,0,0,0,56,31
Matias Maccelli,TOR,LW,55,8,10,18,-13,8,86,0,0,3,0,0,6,10
Jack Drury,COL,C,72,8,10,18,1,22,93,2,1,1,0,0,45,50
Jalen Chatfield,CAR,D,79,7,11,18,22,54,114,2,0,0,0,1,64,64
Kaiden Guhle,MTL,D,55,6,12,18,6,47,71,1,0,0,0,1,104,124
Alexei Toropchenko,STL,RW,80,4,14,18,-1,25,90,1,0,0,0,0,223,53
Uvis Balinskis,FLA,D,76,4,14,18,-7,27,92,0,0,4,0,0,83,55
Chris Tanev,TOR,D,75,3,15,18,31,24,43,0,0,0,0,1,20,189
Olli Maatta,UTA,D,77,2,16,18,7,16,73,0,0,0,0,0,25,124
Mattias Janmark,EDM,C,80,2,16,18,-6,22,51,0,0,0,0,3,45,35
Erik Gustafsson,DET,D,60,2,16,18,-19,20,67,0,1,8,0,0,28,44
Mark Jankowski,CAR,C,60,12,5,17,4,33,66,1,0,0,0,0,27,34
Cole Koepke,WPG,LW,73,10,7,17,1,17,85,2,0,0,0,0,177,26
Fedor Svechkov,NSH,C,52,8,9,17,-17,14,64,2,2,3,0,0,32,24
Joe Veleno,MTL,C,74,8,9,17,-23,17,75,0,0,0,0,0,139,44
Tomas Tatar,FA,LW,74,7,10,17,-7,20,66,0,1,2,0,0,56,19
Casey Cizikas,NYI,C,82,7,10,17,-13,51,97,1,0,1,1,0,202,66
Timothy Liljegren,SJS,D,68,6,11,17,-25,38,102,0,2,2,0,0,64,111
A.J. Greer,FLA,LW,81,6,11,17,4,130,86,3,0,0,1,0,222,30
Sean Kuraly,BOS,C,82,6,11,17,-4,40,88,0,0,0,0,0,163,45
Zach Aston-Reese,CBJ,C,79,6,11,17,-15,27,101,1,0,0,0,0,179,58
Colin Blackwell,DAL,C,63,6,11,17,4,16,63,0,0,1,2,1,84,23
Brett Leason,FA,RW,62,5,12,17,-2,22,79,0,1,1,0,0,64,44
Mario Ferraro,SJS,D,78,5,12,17,-25,53,79,1,0,0,0,1,150,125
Jamie Oleksiak,SEA,D,82,4,13,17,-2,34,66,1,0,0,0,0,74,159
Cam York,PHI,D,66,4,13,17,-8,26,65,1,0,0,0,0,60,126
Drew Doughty,LAK,D,30,4,13,17,9,20,46,1,0,6,1,0,26,45
Brett Pesce,NJD,D,72,3,14,17,-5,29,99,0,0,0,1,0,24,138
Andrew Peeke,BOS,D,76,1,16,17,-10,15,80,0,0,0,1,1,105,126
Johnny Kovacevic,NJD,D,81,1,16,17,10,72,76,1,0,0,0,0,102,99
Ian Cole,UTA,D,82,1,16,17,-2,77,66,0,0,0,0,1,106,211
Michael Eyssimont,BOS,C,77,9,7,16,1,63,142,2,0,0,0,0,110,23
David Perron,OTT,RW,43,9,7,16,-7,12,71,2,4,2,0,0,72,9
Robby Fabbri,PIT,LW,44,8,8,16,-6,20,65,0,0,0,0,0,58,29
Nathan Walker,STL,C,73,8,8,16,-5,63,72,0,0,0,0,1,281,61
Jason Dickinson,CHI,C,59,7,9,16,-11,38,56,0,0,0,0,0,102,53
Juuso Parssinen,NYR,LW,48,6,10,16,-5,19,30,0,0,1,0,0,86,29
Sean Walker,CAR,D,82,5,11,16,-7,46,144,0,0,0,0,0,91,90
Zach Bogosian,MIN,D,81,4,12,16,-6,43,79,0,0,0,0,0,81,80
Nick Blankenburg,NSH,D,60,4,12,16,-2,24,84,2,1,5,0,0,53,74
Oskar Back,DAL,C,73,4,12,16,1,8,44,0,0,0,0,1,28,35
Brenden Dillon,NJD,D,82,2,14,16,8,67,48,0,0,0,0,1,191,108
Urho Vaakanainen,NYR,D,51,2,14,16,8,18,42,0,0,0,0,0,19,49
Radko Gudas,ANA,D,81,1,15,16,4,86,89,0,0,0,0,0,261,178
Connor Clifton,PIT,D,73,1,15,16,-6,45,63,0,0,0,0,3,208,116
Morgan Barron,WPG,LW,74,8,7,15,8,16,92,0,0,0,2,0,122,38
Trent Frederic,EDM,C,58,8,7,15,-16,44,78,0,1,2,0,0,157,29
Pierre Engvall,NYI,LW,62,8,7,15,-7,16,93,2,0,0,0,0,47,12
Yegor Chinakhov,CBJ,RW,30,7,8,15,-6,4,68,1,2,3,0,0,47,10
Yakov Trenin,MIN,C,76,7,8,15,-1,54,85,2,0,0,2,0,241,32
Nick Cousins,OTT,C,50,6,9,15,-1,41,68,0,0,0,0,0,85,26
Radek Faksa,DAL,C,70,5,10,15,-2,30,68,1,0,0,0,0,115,50
Sam Malinski,COL,D,76,5,10,15,8,16,115,0,0,1,0,0,57,107
Will Borgen,NYR,D,84,5,10,15,-4,42,81,0,0,0,1,0,122,117
Zachary L'Heureux,NSH,C,62,5,10,15,-6,63,78,0,0,1,0,0,198,25
Colin Miller,WPG,D,60,4,11,15,10,38,68,0,1,1,0,0,84,50
Isac Lundestrom,CBJ,LW,79,4,11,15,-12,10,60,1,0,1,0,0,48,68
Conor Timmins,BUF,D,68,3,12,15,11,30,69,0,0,0,0,0,55,90
Egor Zamula,PHI,D,63,3,12,15,-14,6,37,1,0,0,0,0,24,91
Ryan Suter,FA,D,82,2,13,15,7,24,62,0,0,0,1,0,39,109
Josh Manson,COL,D,48,1,14,15,-6,28,65,0,0,1,0,1,105,59
David Savard,FA,D,75,1,14,15,-8,36,48,0,0,0,0,0,56,180
Jakub Vrana,FA,RW,39,9,5,14,-4,10,47,4,4,0,0,0,19,8
Conor Geekie,TBL,C,52,8,6,14,-4,16,60,3,1,1,0,0,97,25
Nico Sturm,MIN,C,62,7,7,14,-6,20,59,1,0,0,1,0,107,34
Dakota Joshua,TOR,LW,57,7,7,14,-13,38,52,0,1,1,1,0,193,29
Philipp Kurashev,SJS,LW,51,7,7,14,-28,14,54,1,1,0,0,0,30,16
Kasperi Kapanen,EDM,RW,67,6,8,14,-22,16,66,2,0,0,0,0,88,14
Mark Kastelic,BOS,C,61,5,9,14,-3,106,67,0,0,0,0,0,218,39
Michael McCarron,NSH,C,74,5,9,14,-21,102,80,1,0,0,0,0,149,61
Mathieu Joseph,STL,RW,60,4,10,14,-6,28,69,0,0,0,1,0,121,36
Adam Boqvist,NYI,D,35,4,10,14,-9,10,40,0,1,5,0,0,13,19
Mattias Samuelsson,BUF,D,62,4,10,14,3,22,52,1,0,1,0,0,105,93
J.J. Moser,TBL,D,54,2,12,14,20,22,48,0,0,1,1,0,34,70
Ilya Lyubushkin,DAL,D,80,1,13,14,5,32,51,0,0,0,0,0,84,136
Jacob Trouba,ANA,D,77,1,13,14,-8,66,111,0,0,0,0,0,164,208
Logan Stanley,WPG,D,63,1,13,14,9,78,49,0,0,0,0,0,88,76
John Marino,UTA,D,35,1,13,14,1,2,30,0,0,0,0,0,9,46
Tanner Jeannot,BOS,LW,67,7,6,13,0,89,56,1,0,0,0,0,211,37
Tye Kartye,SEA,C,63,6,7,13,-14,43,56,0,0,0,1,0,175,29
Justin Barron,NSH,D,62,6,7,13,-18,23,73,0,0,1,0,0,80,83
Max Pacioretty,FA,LW,37,5,8,13,-2,16,70,1,0,0,0,0,105,14
David Kampf,TOR,RW,59,5,8,13,-1,14,45,0,0,0,1,1,50,26
Zach Whitecloud,VGK,D,74,4,9,13,7,37,72,0,0,0,0,0,117,103
Ben Chiarot,DET,D,81,4,9,13,-14,69,109,0,0,1,0,0,127,142
Dmitry Kulikov,FLA,D,70,4,9,13,12,38,64,0,0,1,0,0,114,71
Carson Soucy,NYR,D,75,4,9,13,-11,46,81,2,0,0,0,0,115,106
Drew Helleson,ANA,D,56,4,9,13,6,47,63,1,0,0,0,1,99,73
Denton Mateychuk,CBJ,D,45,4,9,13,4,20,44,0,0,0,0,0,26,63
Ryan Lomberg,CGY,LW,80,3,10,13,-5,57,66,0,0,0,0,0,120,19
Artem Zub,OTT,D,56,2,11,13,3,34,57,1,0,1,0,2,58,118
Ty Emberson,EDM,D,76,2,11,13,-5,18,62,1,0,0,0,1,125,97
Jayden Struble,MTL,D,56,2,11,13,2,52,47,0,0,0,0,0,124,54
Sam Colangelo,ANA,RW,32,10,2,12,-4,2,41,1,2,0,0,0,67,17
Trevor Lewis,FA,C,60,6,6,12,-4,20,53,1,0,0,0,0,100,35
Alec Martinez,FA,D,44,5,7,12,-15,8,38,0,0,2,0,0,24,81
Marat Khusnutdinov,BOS,C,75,5,7,12,-11,20,41,0,0,1,0,1,55,47
Nicolas Hague,NSH,D,68,5,7,12,-2,40,74,1,0,0,0,0,82,74
Noel Acciari,PIT,C,79,5,7,12,-25,16,75,0,0,0,0,1,180,100
Alexander Holtz,VGK,RW,53,4,8,12,-3,10,69,0,1,1,0,0,39,15
Cole Smith,NSH,LW,71,4,8,12,-15,69,69,0,0,0,0,1,163,29
Brayden Pachal,CGY,D,76,3,9,12,5,88,61,0,0,0,0,1,159,83
Henry Thrun,TOR,D,60,2,10,12,-23,30,52,0,0,0,0,0,43,66
Declan Chisholm,WSH,D,66,2,10,12,-5,10,69,1,1,1,0,0,33,69
Kevin Labanc,FA,RW,34,2,10,12,1,12,35,0,0,0,0,0,29,14
Brandon Carlo,TOR,D,83,1,11,12,6,37,77,0,0,0,0,0,90,157
Anthony Duclair,NYI,LW,44,7,4,11,-15,10,60,0,3,0,0,0,26,21
Aatu Raty,VAN,C,33,7,4,11,-1,14,34,0,0,1,0,0,80,7
Alexandre Texier,STL,C,31,6,5,11,-3,10,50,1,1,1,0,0,20,11
Jakub Lauko,FA,C,56,5,6,11,-13,47,42,2,0,0,1,0,119,39
Collin Graf,SJS,RW,33,5,6,11,-4,8,40,1,1,3,1,0,20,15
Sean Durzi,UTA,D,30,4,7,11,4,19,39,0,1,1,0,0,15,52
Elmer Soderblom,DET,LW,26,4,7,11,2,6,38,1,0,0,0,0,43,12
Kyle MacLean,NYI,C,81,4,7,11,-15,14,61,0,0,0,0,0,108,29
William Carrier,CAR,LW,43,4,7,11,0,16,48,1,0,0,0,0,156,12
John Beecher,BOS,C,78,3,8,11,-9,26,44,0,0,0,0,0,85,71
Derek Forbort,VAN,D,54,2,9,11,-7,45,39,1,0,1,0,0,65,77
Zac Jones,BUF,D,46,1,10,11,0,24,51,0,0,1,0,0,28,46
Matthew Poitras,BOS,C,33,1,10,11,-5,8,29,1,0,0,0,0,12,10
Brett Berard,NYR,LW,35,6,4,10,-6,8,59,1,0,0,0,0,53,20
Adam Klapka,CGY,RW,31,6,4,10,-3,29,44,0,0,0,0,0,108,25
Kevin Rooney,NJD,C,70,5,5,10,-6,14,54,0,0,0,0,1,109,39
Vinnie Hinostroza,MIN,RW,38,5,5,10,2,10,48,1,3,0,0,0,41,12
Jack Thompson,SJS,D,31,4,6,10,-9,10,41,0,0,3,0,0,12,54
Connor Dewar,PIT,C,48,4,6,10,-3,14,55,0,0,0,0,1,129,37
Tyler Kleven,OTT,D,79,4,6,10,-11,27,78,1,0,1,0,0,105,97
Jordan Oesterle,NSH,D,37,4,6,10,0,4,38,0,0,0,0,0,27,57
Beck Malenstyn,BUF,C,76,4,6,10,-16,29,67,0,0,0,0,0,191,63
Jesse Puljujarvi,FA,RW,31,4,6,10,-1,25,50,0,0,1,0,0,80,9
Nathan Bastian,DAL,RW,59,4,6,10,-4,31,44,1,1,0,1,0,138,27
Henri Jokiharju,BOS,D,60,3,7,10,13,14,59,2,0,0,0,0,50,53
Dennis Cholowski,NJD,D,39,3,7,10,-3,10,30,0,0,2,0,0,5,33
T.J. Brodie,FA,D,54,2,8,10,-18,18,23,0,0,0,0,0,16,58
Simon Benoit,TOR,D,78,1,9,10,12,59,48,0,0,0,0,1,204,111
Matt Dumba,PIT,D,63,1,9,10,-5,60,57,0,0,1,0,0,70,60
Kaedan Korczak,VGK,D,40,0,10,10,15,2,34,0,0,0,0,0,59,40
Marc Gatcomb,NYI,C,39,8,1,9,-4,11,41,1,0,0,0,0,149,23
Adam Edstrom,NYR,C,51,5,4,9,-5,27,40,2,0,0,0,0,94,34
Lian Bichsel,DAL,D,38,4,5,9,2,41,39,1,0,0,0,0,155,23
Tyler Motte,FLA,C,55,4,5,9,-11,6,66,0,0,0,0,0,72,48
Tyson Jost,NSH,C,39,4,5,9,2,33,44,0,0,0,0,0,46,17
Cam Atkinson,FA,RW,39,4,5,9,-4,11,47,0,1,0,0,0,15,10
Jan Rutta,FA,D,54,3,6,9,-3,28,55,0,0,0,0,0,40,81
Scott Mayfield,NYI,D,66,3,6,9,18,27,51,0,0,0,1,0,89,105
Albert Johansson,DET,D,61,3,6,9,-11,30,48,2,0,0,0,0,70,83
Carl Grundstrom,SJS,LW,56,3,6,9,-21,24,88,0,0,0,0,0,172,18
Shakir Mukhamadullin,SJS,D,30,2,7,9,-7,8,30,0,0,2,0,0,25,51
Scott Perunovich,UTA,D,35,2,7,9,-3,10,18,0,0,0,0,0,15,37
Marc Del Gaizo,MTL,D,46,2,7,9,-3,21,76,0,0,0,0,0,71,53
Jonas Siegenthaler,NJD,D,55,2,7,9,9,44,52,0,0,0,0,0,75,92
Joel Hanley,CGY,D,53,2,7,9,12,21,42,1,0,0,0,0,55,90
Daniil Miromanov,CGY,D,44,2,7,9,2,12,52,1,0,0,0,0,19,55
Tomas Nosek,FLA,LW,59,1,8,9,4,10,47,0,1,0,0,1,83,24
Josh Mahura,SEA,D,64,0,9,9,5,20,58,0,0,0,0,0,89,54
Ivan Ivan,COL,C,40,5,3,8,-9,8,34,0,2,1,0,0,12,9
Jimmy Vesey,FA,LW,43,5,3,8,-4,0,36,0,0,0,0,0,32,12
Rasmus Kupari,WPG,C,59,5,3,8,-1,16,53,1,0,0,0,0,77,31
Barclay Goodrow,SJS,LW,77,5,3,8,-37,75,73,0,0,0,1,0,150,60
Seamus Casey,NJD,D,14,4,4,8,3,0,12,1,2,1,0,0,10,7
Brock McGinn,FA,LW,26,4,4,8,1,0,30,0,0,0,0,0,61,28
Miles Wood,CBJ,LW,37,4,4,8,-5,48,60,1,0,0,0,0,48,15
Wyatt Kaiser,CHI,D,57,4,4,8,0,14,66,0,0,0,0,0,54,93
Erik Brannstrom,FA,D,28,3,5,8,-4,17,33,1,0,1,0,0,14,39
Jordan Greenway,BUF,LW,34,3,5,8,-4,45,36,0,0,0,0,0,100,29
Matt Rempe,NYR,C,42,3,5,8,7,67,30,0,0,0,0,0,117,14
Victor Mancini,VAN,D,31,2,6,8,-9,10,27,0,1,0,0,0,38,41
Jacob Bernard-Docker,DET,D,40,2,6,8,5,17,32,0,0,0,0,0,30,50
Justin Holl,DET,D,73,2,6,8,-7,16,41,0,0,0,0,0,35,78
Luca Del Bel Belluz,CBJ,C,15,2,6,8,2,0,18,0,0,1,0,0,4,12
Justin Kirkland,CGY,LW,21,2,6,8,6,11,9,0,0,0,0,0,45,16
Nolan Allan,CHI,D,43,1,7,8,-13,16,17,0,0,0,0,0,61,48
Jake Christiansen,CBJ,D,68,1,7,8,6,11,58,0,0,0,0,0,50,65
Jeff Petry,FLA,D,44,1,7,8,-2,16,33,1,0,1,0,0,51,77
Jacob Moverare,LAK,D,49,1,7,8,2,10,30,0,0,0,0,0,31,60
Cole Schwindt,VGK,RW,42,1,7,8,3,0,32,0,0,0,0,0,41,17
Ty Dellandrea,SJS,C,68,1,7,8,-31,59,50,0,0,0,0,1,163,47
Hendrix Lapierre,WSH,C,27,0,8,8,-3,4,18,0,0,0,0,0,12,14
Calvin de Haan,FA,D,47,0,8,8,-4,12,51,0,0,0,0,0,71,63
Anthony Mantha,PIT,RW,13,4,3,7,6,11,15,1,1,0,1,0,16,8
Ethen Frank,WSH,LW,24,4,3,7,3,6,23,1,0,1,0,0,11,16
Samuel Helenius,LAK,C,50,4,3,7,1,25,29,1,0,0,0,0,150,16
Noah Gregor,FLA,C,52,4,3,7,-21,28,60,2,0,0,1,0,94,33
Luke Glendening,NJD,C,77,4,3,7,-9,10,51,0,0,0,1,1,105,58
Mikael Pyyhtia,CBJ,LW,47,4,3,7,-11,6,32,0,0,0,1,0,25,39
Sam Lafferty,CHI,RW,60,4,3,7,-15,28,50,0,0,0,0,0,89,16
Hampus Lindholm,BOS,D,17,3,4,7,-4,4,35,1,0,1,0,0,5,17
Troy Stecher,EDM,D,66,3,4,7,-2,27,55,0,0,0,0,0,35,66
Max Sasson,VAN,C,29,3,4,7,1,0,31,0,0,0,0,0,18,13
Tyler Tucker,STL,D,38,3,4,7,4,55,33,0,0,0,0,1,81,39
Justin Dowling,NYR,C,52,2,5,7,-6,6,34,0,0,0,0,0,51,22
Daniel Sprong,FA,RW,30,2,5,7,-1,2,55,1,1,1,0,0,32,4
Vladislav Kolyachonok,DAL,D,35,2,5,7,-12,10,20,1,0,0,0,0,27,31
Jake Bean,CGY,D,64,2,5,7,0,8,71,0,0,0,0,0,22,43
Colton Dach,CHI,C,25,2,5,7,-3,17,27,0,0,0,0,0,86,12
Klim Kostin,FA,RW,35,1,6,7,-6,27,28,0,0,1,0,0,111,17
Christian Fischer,FA,RW,46,1,6,7,-6,11,31,0,0,0,0,0,93,19
Travis Hamonic,DET,D,59,1,6,7,-16,19,72,0,0,0,0,0,73,92
Luke Schenn,WPG,D,76,1,6,7,-4,45,77,0,0,0,0,0,300,104
Calle Jarnkrok,TOR,C,19,1,6,7,1,4,9,0,1,0,0,0,15,9
Emil Andrae,PHI,D,42,1,6,7,-5,16,52,0,0,3,0,0,46,50
Parker Wotherspoon,PIT,D,55,1,6,7,-10,10,44,0,0,0,0,0,75,66
Ville Koivunen,PIT,LW,8,0,7,7,0,4,15,0,0,3,0,0,1,8
Haydn Fleury,WPG,D,39,0,7,7,-12,6,38,0,0,0,0,0,48,56
Jacob Bryson,BUF,D,48,0,7,7,-9,10,20,0,0,0,0,0,15,51
Nikita Nesterenko,ANA,LW,20,4,2,6,-4,2,20,0,0,0,0,0,46,7
Oliver Wahlstrom,FA,RW,43,3,3,6,-6,37,54,1,0,1,0,0,34,30
Linus Karlsson,VAN,C,23,3,3,6,5,6,28,1,1,1,0,0,27,8
Jonathan Lekkerimaki,VAN,RW,24,3,3,6,-6,2,30,0,0,2,0,0,16,6
