,,,,Overall,,,,,,,PP,,SH,,Defense,
Luke Glendening,NJD,C,81,10,1,11,-2,39,57,1,0,0,1,0,121,53
Darnell Nurse,EDM,D,81,10,22,32,3,79,181,2,1,4,1,0,168,172
Gustav Forsling,FLA,D,79,10,29,39,56,43,160,1,1,1,0,0,111,102
Moritz Seider,DET,D,82,9,33,42,-7,51,135,0,3,14,0,1,210,212
Miro Heiskanen,DAL,D,71,9,45,54,8,36,162,2,2,19,0,0,55,97
Sam Steel,DAL,C,77,9,15,24,0,29,86,1,0,0,2,1,58,32
Cole Smith,NSH,LW,80,9,14,23,5,63,112,4,0,0,1,2,232,32
Luke Hughes,NJD,D,82,9,38,47,-25,28,135,1,4,21,0,0,24,55
Josh Anderson,MTL,RW,78,9,11,20,-18,74,141,0,0,2,0,0,169,40
Sean Kuraly,BOS,C,62,9,9,18,-5,40,92,0,0,0,0,1,156,34
Jack Quinn,BUF,C,27,9,10,19,-1,8,56,2,1,2,0,0,31,12
Miles Wood,CBJ,LW,74,9,17,26,-5,75,167,1,0,0,1,0,107,35
Damon Severson,CBJ,D,67,9,19,28,-10,51,88,1,0,3,0,2,45,83
Rasmus Andersson,CGY,D,78,9,30,39,-11,47,159,3,0,8,1,0,41,186
Tomas Tatar,FA,LW,70,9,15,24,8,20,72,2,0,1,0,0,43,24
Blake Wheeler,FA,RW,54,9,12,21,2,23,83,1,1,0,0,0,31,31
Jack Roslovic,FA,RW,59,9,22,31,-10,16,117,3,0,4,1,0,28,24
Oliver Ekman-Larsson,TOR,D,80,9,23,32,10,76,123,3,1,10,0,0,105,70
Sean Durzi,UTA,D,76,9,32,41,-1,63,142,1,3,13,0,0,44,160
Max Domi,TOR,C,80,9,38,47,10,118,137,1,1,1,0,0,53,22
Shane Pinto,OTT,C,41,9,18,27,9,14,110,1,4,2,0,0,39,31
Thomas Chabot,OTT,D,51,9,21,30,-3,22,118,0,1,6,0,0,44,88
Juuso Parssinen,NYR,LW,44,8,4,12,-6,12,54,0,2,1,0,0,61,15
Carl Grundstrom,SJS,LW,50,8,4,12,-2,12,95,1,1,0,1,0,113,16
Brandon Montour,SEA,D,66,8,25,33,1,46,168,3,1,16,0,0,104,67
David Kampf,TOR,RW,78,8,11,19,-4,18,79,1,0,0,0,0,84,29
Jack McBain,UTA,C,67,8,18,26,8,50,56,2,0,0,0,0,203,42
Kailer Yamamoto,UTA,LW,59,8,8,16,-9,18,61,2,2,4,0,0,31,18
Jake McCabe,TOR,D,73,8,20,28,20,56,73,3,1,1,0,1,219,129
Zemgus Girgensons,TBL,C,63,8,6,14,-1,21,73,3,0,0,0,0,141,36
Hendrix Lapierre,WSH,C,51,8,14,22,-1,4,51,1,0,2,0,0,26,31
Emil Bemstrom,FA,C,56,8,8,16,-5,12,83,1,4,1,0,0,36,34
Klim Kostin,FA,RW,52,8,6,14,-12,53,43,0,0,1,0,0,108,16
Trevor Lewis,FA,C,82,8,8,16,7,20,130,2,0,1,1,1,89,62
Evgeny Kuznetsov,FA,C,63,8,16,24,-11,30,96,1,1,6,0,0,28,18
K'Andre Miller,CAR,D,80,8,22,30,5,49,96,3,0,1,0,1,148,117
Martin Pospisil,CGY,C,63,8,16,24,14,109,117,1,0,0,0,0,238,22
Jalen Chatfield,CAR,D,72,8,14,22,15,24,90,2,0,0,0,0,57,66
Brock Faber,MIN,D,82,8,39,47,-1,26,136,1,3,13,0,0,65,150
Brenden Dillon,NJD,D,77,8,12,20,20,92,79,2,0,0,0,0,241,111
Colin Blackwell,DAL,C,44,8,4,12,-2,10,88,2,1,0,0,0,45,22
Josh Manson,COL,D,76,8,17,25,11,87,123,0,0,0,1,1,211,109
Parker Kelly,COL,C,80,8,10,18,-8,30,86,0,0,0,2,1,170,67
Jack Drury,COL,C,74,8,19,27,4,33,106,0,2,5,0,0,30,35
Seth Jones,FLA,D,67,8,23,31,-15,34,172,4,3,6,0,0,77,131
Keegan Kolesar,VGK,RW,79,8,10,18,-8,49,73,2,0,0,1,1,277,41
Brett Howden,VGK,C,72,8,11,19,-11,39,76,0,0,0,2,0,86,51
Radek Faksa,DAL,C,74,7,12,19,0,20,71,2,0,0,2,2,97,42
Curtis Lazar,EDM,C,71,7,18,25,10,44,74,2,0,0,1,0,177,64
Paul Cotter,NJD,C,76,7,18,25,-11,41,100,0,2,2,0,0,233,29
Justin Barron,NSH,D,48,7,6,13,-3,16,60,1,1,0,0,0,61,59
Alexander Romanov,NYI,D,81,7,15,22,23,20,117,0,0,0,0,0,157,171
Jake Middleton,MIN,D,80,7,18,25,-15,77,85,1,0,0,0,1,148,161
Jake Evans,MTL,LW,82,7,21,28,-1,24,81,1,0,0,1,0,86,65
Jonas Brodin,MIN,D,62,7,20,27,22,16,117,1,0,1,0,0,21,142
Mark Jankowski,CAR,C,32,7,8,15,11,8,48,1,0,1,1,0,8,11
Tanner Jeannot,BOS,LW,55,7,7,14,-10,75,59,0,1,1,0,0,210,27
John Beecher,BOS,C,52,7,3,10,-6,24,38,1,0,0,0,0,112,34
Andre Burakovsky,CHI,LW,49,7,9,16,-15,14,92,1,5,4,0,0,13,14
Victor Olofsson,COL,LW,51,7,8,15,-1,4,66,1,1,2,0,0,22,10
Jacob MacDonald,COL,D,34,7,2,9,-14,23,49,0,3,1,0,0,38,17
Cal Clutterbuck,FA,RW,82,7,12,19,4,32,59,0,0,0,0,0,273,55
Justin Schultz,FA,D,70,7,19,26,-23,22,100,2,0,10,0,0,26,68
Jakob Silfverberg,FA,RW,81,7,12,19,4,24,102,1,1,3,1,1,16,36
Boris Katchouk,TBL,LW,59,7,6,13,-6,12,70,0,0,0,1,0,82,14
Pontus Holmberg,TBL,LW,54,7,10,17,11,18,54,1,0,0,0,0,51,42
Morgan Rielly,TOR,D,72,7,51,58,7,27,173,0,1,19,0,0,98,137
Nathan Walker,STL,C,45,7,6,13,-1,18,43,0,0,0,0,0,95,35
Brandon Tanev,UTA,LW,66,7,9,16,2,51,73,0,0,0,0,2,147,62
Blake Lizotte,PIT,LW,62,7,8,15,11,20,76,2,0,0,2,1,64,28
Philip Tomasino,PIT,C,41,7,13,20,-6,25,62,2,0,4,0,0,13,18
Nick Cousins,OTT,C,69,7,8,15,1,64,111,3,0,0,0,0,130,33
Arthur Kaliyev,OTT,RW,51,7,8,15,-3,14,101,0,3,1,0,0,33,14
Garnet Hathaway,PHI,RW,82,7,10,17,-7,132,103,1,0,0,1,2,325,73
Noah Cates,PHI,LW,59,6,12,18,-8,0,78,1,0,0,0,2,52,35
Trevor Zegras,PHI,C,31,6,9,15,-1,30,73,1,1,0,0,0,16,15
Vladislav Gavrikov,NYR,D,77,6,17,23,9,28,114,1,0,0,0,1,55,114
Jonny Brodzinski,NYR,RW,57,6,13,19,-3,8,89,2,1,1,0,0,33,24
Dmitry Orlov,SJS,D,82,6,20,26,4,36,129,1,0,5,1,0,116,60
Teddy Blueger,VAN,C,68,6,22,28,4,31,97,0,0,0,2,2,98,43
Dylan Holloway,STL,C,38,6,3,9,-1,29,56,0,1,0,0,0,91,14
Oskar Sundqvist,STL,C,71,6,15,21,-6,32,68,0,3,2,1,2,82,49
Darren Raddysh,TBL,D,82,6,27,33,-3,21,101,2,1,6,0,0,75,105
Aliaksei Protas,WSH,C,78,6,23,29,-3,8,113,1,0,0,0,1,34,49
Jesper Fast,FA,RW,73,6,13,19,0,16,79,0,0,0,0,0,78,23
Kevin Shattenkirk,FA,D,61,6,18,24,-2,18,78,0,2,9,0,0,63,85
Andrew Cogliano,FA,LW,75,6,13,19,11,16,61,0,0,0,1,3,33,40
Marc-Edouard Vlasic,FA,D,57,6,6,12,-27,26,72,1,0,0,0,0,35,108
David Savard,FA,D,60,6,18,24,-1,24,54,0,0,0,0,0,68,163
Radko Gudas,ANA,D,66,6,12,18,14,128,88,0,0,0,0,1,232,154
Erik Gudbranson,CBJ,D,78,6,20,26,-14,74,91,1,0,0,0,1,92,170
Beck Malenstyn,BUF,C,81,6,15,21,-1,25,98,1,0,0,0,1,240,93
Nikita Zadorov,BOS,D,75,6,14,20,0,125,90,1,0,0,0,1,177,68
Viktor Arvidsson,BOS,LW,18,6,9,15,4,14,59,1,1,4,0,0,8,18
Mike Reilly,CAR,D,61,6,18,24,-1,30,126,1,0,5,1,0,47,60
Jaccob Slavin,CAR,D,81,6,31,37,21,8,151,1,0,0,2,1,55,120
William Carrier,CAR,LW,39,6,2,8,3,16,65,0,0,0,0,0,90,16
Logan Stankoven,CAR,C,24,6,8,14,10,4,51,0,1,1,0,0,20,11
Owen Power,BUF,D,76,6,27,33,8,28,108,1,0,6,0,1,45,115
Nicolas Aube-Kubel,MIN,C,60,6,10,16,4,23,58,0,0,0,0,0,159,26
Brian Dumoulin,LAK,D,80,6,10,16,3,20,69,1,0,0,0,0,72,79
Patrik Laine,MTL,RW,18,6,3,9,-10,6,41,0,1,1,0,0,5,14
Kaiden Guhle,MTL,D,70,6,16,22,-8,56,95,1,0,0,0,0,116,178
Thomas Bordeleau,NJD,LW,27,6,5,11,-18,18,48,1,4,3,0,0,12,19
Cody Glass,NJD,C,41,6,7,13,-9,20,82,1,0,1,0,0,31,20
Johnny Kovacevic,NJD,D,62,6,7,13,11,42,46,0,0,0,0,0,74,83
Kasperi Kapanen,EDM,RW,73,6,16,22,-5,14,99,1,0,0,1,1,63,27
Erik Gustafsson,DET,D,76,6,25,31,3,35,93,1,0,9,0,0,63,66
Alex Barre-Boulet,COL,C,36,6,3,9,-9,10,46,0,2,0,0,0,26,8
Kent Johnson,CBJ,C,42,6,10,16,-2,10,62,1,0,0,0,0,10,16
Jeremy Lauzon,VGK,D,79,6,8,14,-3,98,103,0,0,0,0,0,383,111
Tyler Motte,FLA,C,69,6,3,9,-8,28,83,2,0,0,2,0,96,41
Noah Gregor,FLA,C,63,6,6,12,-7,17,110,1,1,0,1,0,147,26
Jesper Boqvist,FLA,C,47,6,8,14,12,8,51,1,0,0,0,0,71,15
A.J. Greer,FLA,LW,59,6,6,12,-7,35,57,0,1,0,0,0,100,24
Mackenzie Entwistle,FLA,RW,67,5,6,11,-29,47,66,1,0,0,0,0,138,32
Max Jones,EDM,LW,52,5,10,15,-6,33,76,0,0,1,0,0,123,14
Shea Theodore,VGK,D,47,5,37,42,4,6,105,1,2,13,0,0,9,78
Esa Lindell,DAL,D,82,5,21,26,17,12,114,0,0,0,0,1,74,162
Nathan Bastian,DAL,RW,54,5,7,12,-10,32,57,1,0,0,0,0,142,27
Ben Chiarot,DET,D,77,5,15,20,-4,56,107,1,0,0,0,0,160,167
Dougie Hamilton,NJD,D,20,5,11,16,-8,20,61,0,4,4,0,0,18,24
Julien Gauthier,NYI,RW,27,5,4,9,-5,8,32,1,0,0,0,0,63,17
Ryan Pulock,NYI,D,58,5,14,19,3,12,90,1,2,4,0,0,99,149
Zachary Bolduc,MTL,C,25,5,4,9,0,6,38,0,0,0,0,0,12,12
Cody Ceci,LAK,D,79,5,20,25,12,14,97,0,0,0,0,1,91,106
Nico Sturm,MIN,C,63,5,8,13,-25,12,69,0,0,0,1,0,75,39
Josh Doan,BUF,RW,11,5,4,9,6,0,23,1,0,0,0,0,7,7
Michael Kesselring,BUF,D,65,5,16,21,11,66,76,2,0,0,0,0,106,59
Matthew Poitras,BOS,C,33,5,10,15,4,6,40,1,0,1,0,0,17,15
Mark Kastelic,BOS,C,63,5,5,10,-5,63,60,0,0,0,0,0,126,31
Ivan Provorov,CBJ,D,82,5,27,32,-11,20,107,0,0,7,0,0,66,155
Kevin Korchinski,CHI,D,76,5,10,15,-39,20,93,2,0,7,0,0,26,82
Lukas Reichel,CHI,RW,65,5,11,16,-29,12,84,0,2,0,0,0,27,25
Mathieu Olivier,CBJ,RW,54,5,7,12,-4,70,55,1,0,0,1,0,163,36
Isac Lundestrom,CBJ,LW,46,5,6,11,-1,2,38,0,0,1,1,0,51,27
Joey Anderson,CHI,RW,55,5,12,17,5,8,57,0,0,0,0,0,48,18
Ryan Lomberg,CGY,LW,75,5,2,7,-1,80,68,2,1,0,0,0,179,21
Jan Rutta,FA,D,69,5,14,19,-21,38,69,1,0,0,0,2,69,110
Christian Fischer,FA,RW,79,5,14,19,0,36,86,0,0,0,1,0,137,32
Derek Ryan,FA,C,70,5,7,12,-3,8,52,0,0,0,2,1,59,28
Brendan Smith,FA,D,63,5,10,15,-3,61,60,0,0,0,0,0,116,101
Erik Johnson,FA,D,67,5,1,6,-14,26,60,1,0,0,0,0,143,97
Zach Parise,FA,LW,30,5,5,10,-7,8,50,1,0,2,0,0,20,25
Sam Gagner,FA,C,28,5,5,10,-2,10,48,2,0,1,0,0,17,17
Ryan Carpenter,FA,C,62,5,7,12,-16,6,58,0,0,0,0,0,47,31
Justin Bailey,FA,LW,59,5,9,14,-15,6,70,0,0,1,0,0,76,29
Brandon Duhaime,WSH,LW,80,5,8,13,-5,70,92,0,0,0,1,0,208,37
Tanner Pearson,WPG,LW,54,5,8,13,-12,21,77,1,1,1,0,0,50,35
Phil Di Giuseppe,WPG,LW,51,5,5,10,-1,36,52,1,0,0,0,0,93,23
Neal Pionk,WPG,D,82,5,28,33,9,63,146,1,1,7,0,0,221,118
J.J. Moser,TBL,D,80,5,21,26,-5,35,77,0,0,3,0,2,99,112
Cam Fowler,STL,D,81,5,34,39,-36,24,109,0,2,16,0,1,41,119
Filip Hronek,VAN,D,81,5,43,48,33,38,148,0,2,9,0,0,104,87
Tyler Myers,VAN,D,77,5,24,29,16,77,93,0,0,0,2,0,110,136
Anthony Beauvillier,WSH,LW,60,5,12,17,-8,8,105,0,2,2,0,0,53,35
Matt Roy,WSH,D,81,5,20,25,21,42,135,1,0,1,0,2,152,197
Liam O'Brien,UTA,C,75,5,9,14,0,153,72,0,0,0,0,0,229,33
Vinni Lettieri,TOR,C,46,5,4,9,-7,24,47,1,0,0,0,0,53,27
Valtteri Puustinen,PIT,RW,52,5,15,20,4,6,86,0,0,2,0,0,40,33
Justin Brazeau,PIT,LW,19,5,2,7,4,2,31,1,2,0,0,0,43,12
Frederick Gaudreau,SEA,C,67,5,10,15,-23,12,105,1,2,5,0,0,24,47
Taylor Raddysh,NYR,RW,73,5,9,14,-19,22,120,0,1,2,1,0,84,28
Braden Schneider,NYR,D,82,5,14,19,-1,16,95,1,0,0,1,0,167,133
Artem Zub,OTT,D,69,5,20,25,5,32,85,0,0,0,1,0,137,122
Egor Zamula,PHI,D,66,5,16,21,3,32,61,1,2,7,0,1,37,79
Christian Dvorak,PHI,C,30,5,4,9,-5,4,35,0,1,0,0,0,16,19
Conor Sheary,NYR,LW,57,4,11,15,-3,12,50,0,0,0,0,0,19,35
Adam Larsson,SEA,D,81,4,14,18,6,55,130,1,0,0,0,1,162,151
Barclay Goodrow,SJS,LW,80,4,8,12,-13,78,61,1,0,0,1,0,168,86
Connor Clifton,PIT,D,79,4,14,18,12,88,77,1,0,0,0,0,203,117
Matt Dumba,PIT,D,76,4,8,12,-18,88,86,0,0,0,0,0,201,108
Noel Acciari,PIT,C,55,4,3,7,-7,10,59,1,0,0,0,0,124,85
Ryan Reaves,SJS,RW,49,4,2,6,-13,49,26,0,0,0,0,0,165,17
Olli Maatta,UTA,D,72,4,14,18,14,14,48,0,0,0,0,0,53,96
John Marino,UTA,D,75,4,21,25,-6,41,57,1,0,0,0,0,39,89
Marcus Pettersson,VAN,D,82,4,26,30,28,44,106,1,0,0,0,0,121,159
Torey Krug,STL,D,77,4,35,39,-31,32,162,2,0,13,0,0,64,111
Shane Wright,SEA,C,8,4,1,5,1,0,12,3,0,1,0,0,1,6
Brandon Carlo,TOR,D,76,4,10,14,23,42,79,1,0,0,0,0,140,140
Mitchell Chaffee,TBL,RW,30,4,3,7,2,4,27,0,0,0,0,0,88,20
Colin Miller,WPG,D,46,4,5,9,8,26,69,0,0,1,0,0,91,37
Pierre-Edouard Bellemare,FA,C,40,4,3,7,4,6,36,0,0,0,1,0,20,22
Michael Sgarbossa,FA,LW,25,4,3,7,0,2,27,1,0,1,0,0,16,3
Chris Tierney,FA,C,52,4,8,12,3,21,26,0,0,0,0,0,20,12
Max Pacioretty,FA,LW,47,4,19,23,-14,25,95,0,2,9,0,0,76,22
Patrick Maroon,FA,LW,51,4,12,16,-11,60,56,0,0,1,0,0,82,16
Alec Martinez,FA,D,55,4,13,17,-2,6,72,0,0,3,0,0,29,165
Matt Martin,FA,LW,57,4,4,8,7,43,48,0,0,0,0,0,151,29
Jon Merrill,FA,D,65,4,7,11,0,30,42,0,0,0,0,0,37,57
Alexander Barabanov,FA,RW,46,4,9,13,-24,12,67,0,0,2,0,0,27,15
Radim Zohorna,FA,RW,33,4,3,7,0,18,38,1,0,0,0,0,43,5
Jesse Ylonen,FA,LW,59,4,4,8,2,12,50,1,0,0,0,0,41,32
Jake Bean,CGY,D,72,4,9,13,-10,32,76,0,0,0,0,0,28,110
Hudson Fasching,CBJ,RW,45,4,10,14,-7,6,41,1,0,0,0,0,40,31
Mason Lohrei,BOS,D,41,4,9,13,-2,18,43,1,1,2,0,0,31,63
Pavel Mintyukov,ANA,D,63,4,24,28,-20,24,88,0,0,7,0,1,84,65
Peyton Krebs,BUF,C,80,4,13,17,2,67,74,2,0,0,0,0,108,23
Cole Guttman,LAK,C,27,4,4,8,-17,7,50,0,2,1,0,0,11,14
Joshua Roy,MTL,C,23,4,5,9,-2,0,34,0,0,0,0,0,12,21
Alexandre Carrier,MTL,D,73,4,16,20,7,44,77,2,0,1,1,0,60,137
Kyle MacLean,NYI,C,32,4,5,9,5,11,26,0,0,0,0,0,60,6
Connor Brown,NJD,RW,71,4,8,12,-8,10,108,0,0,0,0,0,32,24
Mattias Janmark,EDM,C,71,4,8,12,0,46,67,0,0,0,0,0,55,19
Jacob Bernard-Docker,DET,D,72,4,10,14,-7,25,51,0,0,0,0,1,62,156
Brayden McNabb,VGK,D,82,4,22,26,18,37,86,0,0,1,0,1,149,207
Alex Pietrangelo,VGK,D,64,4,29,33,-5,24,141,2,0,9,0,1,46,160
Aaron Ekblad,FLA,D,51,4,14,18,27,50,98,1,1,3,0,0,85,59
Niko Mikkola,FLA,D,82,3,14,17,11,69,93,0,0,0,0,1,198,124
Jeff Petry,FLA,D,73,3,21,24,-7,39,84,0,0,0,0,1,149,134
Brett Kulak,EDM,D,82,3,13,16,0,30,94,1,0,1,0,0,77,88
Josh Brown,EDM,D,51,3,7,10,2,75,44,1,0,0,0,0,112,85
Sam Malinski,COL,D,23,3,7,10,3,6,31,1,1,1,0,0,14,22
Joel Kiviranta,COL,RW,56,3,6,9,-1,12,48,0,0,0,0,0,78,31
Tyson Jost,NSH,C,43,3,3,6,-11,10,48,0,0,0,0,0,44,20
Simon Nemec,NJD,D,60,3,16,19,-7,33,73,1,0,2,0,0,22,105
Brett Pesce,NJD,D,70,3,10,13,10,20,107,1,0,0,0,0,25,113
Kevin Rooney,NJD,C,33,3,1,4,-4,2,27,0,0,0,0,0,65,29
Tony DeAngelo,NYI,D,31,3,8,11,-7,24,44,0,2,4,0,0,4,18
Arber Xhekaj,MTL,D,44,3,7,10,6,81,61,0,0,0,0,0,125,49
Jayden Struble,MTL,D,56,3,7,10,-3,57,47,0,0,0,0,0,121,53
Akil Thomas,LAK,C,7,3,1,4,0,2,9,1,0,0,0,0,8,3
Jack Johnson,MIN,D,80,3,13,16,15,38,76,0,0,0,0,0,78,89
Zach Bogosian,MIN,D,65,3,11,14,11,63,83,1,0,0,0,1,109,83
Eric Robinson,CAR,LW,47,3,7,10,-3,19,61,1,0,0,0,0,94,11
Hampus Lindholm,BOS,D,73,3,23,26,18,63,99,0,1,4,0,0,49,100
Henri Jokiharju,BOS,D,74,3,17,20,14,24,84,1,0,0,0,1,92,106
Jordan Harris,BOS,D,56,3,11,14,-5,22,43,0,0,0,0,0,26,86
Dante Fabbro,CBJ,D,56,3,10,13,9,24,65,0,0,0,0,0,45,88
Samuel Girard,COL,D,59,3,15,18,0,10,73,0,0,1,0,0,76,99
Daniil Miromanov,CGY,D,24,3,4,7,-2,8,46,0,0,2,0,0,7,34
Dryden Hunt,CGY,LW,28,3,5,8,1,7,33,1,0,0,0,0,73,6
Matthew Coronato,CGY,LW,34,3,6,9,-15,4,58,0,1,0,0,0,7,7
John Ludvig,FA,D,33,3,2,5,-12,47,24,1,0,0,0,0,72,33
Mason Morelli,FA,C,9,3,1,4,-3,0,9,0,1,0,0,0,21,6
Jacob Trouba,ANA,D,69,3,19,22,-4,73,129,0,0,1,0,1,190,183
Oliver Kylington,FA,D,33,3,5,8,-6,12,42,0,0,0,0,0,24,51
Dillon Dube,FA,C,43,3,4,7,-13,8,42,0,1,0,0,0,35,18
Erik Brannstrom,FA,D,76,3,17,20,5,36,77,0,0,0,0,1,46,111
Gustav Lindstrom,FA,D,46,3,7,10,12,24,29,0,0,0,0,0,63,63
Jesse Puljujarvi,FA,RW,22,3,1,4,2,6,29,0,0,0,0,0,40,6
Adam Ruzicka,FA,C,42,3,6,9,-9,12,35,1,0,4,0,0,11,16
Calvin de Haan,FA,D,59,3,7,10,-9,22,56,0,0,0,0,0,96,82
Mark Giordano,FA,D,46,3,6,9,10,49,59,1,0,0,0,0,51,86
Brendan Lemieux,FA,LW,32,3,2,5,0,64,29,1,0,0,0,0,71,6
Fredrik Olofsson,FA,C,57,3,6,9,-5,8,45,1,0,0,0,0,45,29
Max Willman,FA,LW,18,3,1,4,1,2,17,1,0,0,0,0,23,7
Dylan DeMelo,WPG,D,82,3,28,31,46,36,83,0,0,1,0,0,167,139
Rasmus Sandin,WSH,D,68,3,20,23,-13,24,79,1,0,5,0,0,75,106
Martin Fehervary,WSH,D,66,3,13,16,-7,24,61,0,0,0,0,1,186,109
Declan Chisholm,WSH,D,31,3,6,9,-7,18,29,0,2,3,0,0,12,38
David Gustafsson,WPG,C,39,3,4,7,1,0,27,0,0,0,0,0,30,23
Ryan McDonagh,TBL,D,74,3,29,32,19,31,91,1,0,4,0,0,38,139
Nils Aman,VAN,C,43,3,4,7,-3,8,28,0,0,0,0,0,31,22
Barrett Hayton,UTA,C,33,3,7,10,-13,26,66,0,1,1,0,0,17,15
Henry Thrun,TOR,D,51,3,8,11,-22,16,48,0,2,2,0,0,26,71
Michael Pezzetta,TOR,C,61,3,9,12,4,59,42,1,0,0,0,0,242,29
Dakota Mermis,TOR,D,47,3,5,8,-2,33,42,0,0,0,0,0,45,59
Nick Leddy,SJS,D,82,3,25,28,14,14,82,0,0,1,1,1,51,127
Ryan Graves,PIT,D,70,3,11,14,10,30,77,1,0,0,0,0,72,142
Timothy Liljegren,SJS,D,55,3,20,23,3,16,62,1,0,7,0,1,92,116
Mario Ferraro,SJS,D,78,3,18,21,-38,36,124,0,0,0,0,0,124,195
Ryan Lindgren,SEA,D,76,3,14,17,22,36,73,1,0,0,0,0,114,103
Will Borgen,NYR,D,82,3,22,25,-5,65,97,0,0,0,0,0,195,111
Jamie Drysdale,PHI,D,34,3,7,10,-20,8,55,0,1,1,0,1,26,43
Jordan Spence,OTT,D,71,2,22,24,5,12,80,0,1,5,0,0,67,55
Trey Fix-Wolansky,NYR,RW,11,2,1,3,0,2,17,0,0,0,0,0,11,6
Adam Edstrom,NYR,C,11,2,0,2,2,2,7,0,0,0,0,0,30,2
Brendan Brisson,NYR,C,15,2,6,8,-5,2,20,1,1,1,0,0,13,4
Zack MacEwen,OTT,C,30,2,1,3,-4,57,17,1,0,0,0,0,55,7
Mitchell Stephens,SEA,C,23,2,1,3,2,4,16,0,0,0,0,0,8,7
Ty Dellandrea,SJS,C,42,2,7,9,-10,23,53,0,0,0,0,0,63,17
Jamie Oleksiak,SEA,D,82,2,13,15,-2,37,108,0,0,0,0,2,110,177
Sebastian Aho,PIT,D,58,2,7,9,-7,12,48,0,0,2,0,0,42,72
Rafael Harvey-Pinard,PIT,LW,45,2,8,10,-2,6,26,0,0,0,0,1,47,47
Ian Cole,UTA,D,78,2,9,11,10,61,61,0,0,0,0,0,83,166
Nick DeSimone,UTA,D,34,2,5,7,3,4,28,1,0,0,0,0,29,42
Juuso Valimaki,UTA,D,68,2,15,17,12,12,69,0,0,4,0,0,69,90
Mikhail Sergachev,UTA,D,34,2,17,19,-16,16,53,0,0,7,0,0,36,69
Nate Schmidt,UTA,D,63,2,12,14,10,16,75,1,1,3,0,0,66,76
Pierre-Olivier Joseph,VAN,D,52,2,9,11,-3,14,42,1,0,0,0,0,47,44
Louis Belpedio,WSH,D,12,2,2,4,6,0,12,1,0,0,0,0,16,18
Justin Faulk,STL,D,60,2,28,30,-2,39,132,1,1,6,0,1,83,104
Chris Tanev,TOR,D,75,2,17,19,22,24,56,0,0,0,0,0,45,207
Travis Boyd,TOR,C,16,2,6,8,3,2,12,1,0,0,0,0,10,10
Erik Cernak,TBL,D,69,2,11,13,5,63,53,0,0,0,0,0,198,109
Walker Duehr,WPG,RW,40,2,5,7,-3,6,29,0,0,0,0,0,67,13
Sheldon Rempal,WSH,LW,9,2,1,3,-2,4,16,0,1,0,0,0,0,3
Ivan Miroshnichenko,WSH,LW,21,2,4,6,-4,6,30,0,0,1,0,0,50,5
Rourke Chartier,FA,C,37,2,1,3,-4,14,40,1,0,0,0,0,32,11
Kevin Labanc,FA,RW,46,2,7,9,-27,16,60,0,0,3,0,0,61,17
Jakub Vrana,FA,RW,21,2,4,6,-7,8,42,0,0,0,0,0,9,4
Andreas Athanasiou,FA,C,28,2,7,9,-7,7,44,0,0,2,0,0,11,21
Ryan Suter,FA,D,82,2,15,17,14,28,102,1,0,0,0,1,86,111
Marco Scandella,FA,D,65,2,6,8,2,15,42,1,0,0,1,0,69,49
Jani Hakanpaa,FA,D,64,2,10,12,10,33,56,1,0,0,0,0,195,123
Oliver Wahlstrom,FA,RW,32,2,4,6,-6,8,41,0,1,1,0,0,35,22
Axel Jonsson-Fjallby,FA,LW,26,2,3,5,6,0,23,1,0,0,0,0,30,7
Nikita Zaitsev,FA,D,38,2,5,7,-5,14,31,0,0,2,0,0,68,70
Travis Dermott,FA,D,50,2,5,7,-14,26,38,0,0,0,0,0,52,64
Brandon Biro,FA,LW,5,2,0,2,0,0,2,0,0,0,0,0,0,2
Jackson LaCombe,ANA,D,71,2,15,17,-24,24,55,1,0,2,0,1,50,129
Olen Zellweger,ANA,D,26,2,7,9,-6,4,34,0,0,2,0,0,14,38
Jakub Lauko,FA,C,60,2,8,10,-3,32,43,0,0,0,0,0,176,24
Reese Johnson,FA,RW,42,2,3,5,-20,40,51,0,0,0,0,0,108,16
Brayden Pachal,CGY,D,50,2,5,7,-3,51,52,0,0,0,0,1,130,68
Alex Vlasic,CHI,D,76,2,14,16,-4,45,71,1,0,2,0,0,56,148
Connor Murphy,CHI,D,46,2,6,8,-19,40,51,0,0,0,0,0,116,113
Matt Grzelcyk,CHI,D,63,2,9,11,13,37,59,0,0,0,0,0,53,76
James Malatesta,CBJ,LW,11,2,2,4,-1,5,12,0,0,0,0,0,41,2
Brendan Gaunce,CBJ,C,24,2,2,4,-7,6,24,0,0,0,0,0,49,8
Taylor Hall,CAR,LW,10,2,2,4,-3,4,20,1,0,1,0,0,7,3
Zac Jones,BUF,D,31,2,7,9,1,8,42,1,0,0,0,0,22,23
Samuel Bolduc,LAK,D,34,2,3,5,-4,6,32,0,1,0,0,0,44,40
Brandt Clarke,LAK,D,16,2,4,6,-6,10,31,1,0,3,0,0,6,21
Mikey Anderson,LAK,D,74,2,16,18,22,18,89,0,0,0,0,1,128,129
Kyle Burroughs,LAK,D,73,2,6,8,-42,71,79,1,0,1,0,0,231,134
Carson Soucy,NYR,D,40,2,4,6,10,12,29,0,1,1,0,0,65,64
Angus Crookshank,NJD,LW,13,2,1,3,-3,4,20,1,0,0,0,0,20,8
